"srch_id","year","month","weekofyear","time","site_id","visitor_location_country_id","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","random_bool"
"'361886'","'2012'","'12'","'52'","'7'","'5'","'219'","'26362'",1,0,2,0,1,0,0
"'481358'","'2013'","'03'","'12'","'9'","'5'","'219'","'4562'",1,0,1,0,1,0,0
"'155044'","'2013'","'05'","'21'","'11'","'14'","'219'","'8589'",1,4,2,0,1,0,0
"'633294'","'2013'","'04'","'15'","'10'","'14'","'100'","'13216'",2,29,4,1,1,0,1
"'158262'","'2013'","'02'","'6'","'7'","'5'","'219'","'5665'",1,1,1,0,1,1,0
"'136618'","'2013'","'05'","'18'","'9'","'5'","'219'","'27155'",1,13,2,3,1,1,0
"'644913'","'2013'","'06'","'25'","'7'","'5'","'219'","'9792'",3,96,2,1,1,1,1
"'149359'","'2013'","'06'","'25'","'6'","'5'","'219'","'8192'",4,54,2,0,1,0,1
"'126011'","'2013'","'02'","'6'","'12'","'32'","'220'","'9402'",2,203,2,0,1,0,1
"'72970'","'2012'","'11'","'45'","'11'","'5'","'219'","'7772'",2,46,2,0,1,1,1
"'114972'","'2012'","'11'","'45'","'7'","'5'","'219'","'13216'",3,16,2,1,1,1,0
"'244314'","'2013'","'02'","'6'","'7'","'5'","'219'","'7258'",14,32,1,0,1,0,1
"'98602'","'2013'","'01'","'4'","'8'","'5'","'219'","'14081'",1,1,2,1,1,1,0
"'59706'","'2013'","'04'","'14'","'6'","'5'","'219'","'8347'",1,11,2,0,1,1,1
"'460723'","'2013'","'01'","'2'","'6'","'5'","'219'","'8347'",10,195,2,2,1,0,1
"'172198'","'2012'","'11'","'47'","'5'","'5'","'219'","'22077'",2,3,2,0,1,1,0
"'574785'","'2012'","'12'","'50'","'8'","'5'","'219'","'13216'",2,20,2,0,1,0,0
"'203230'","'2013'","'01'","'2'","'3'","'5'","'219'","'13313'",1,2,1,0,1,0,0
"'155495'","'2013'","'05'","'20'","'8'","'5'","'219'","'12511'",1,17,2,0,2,1,0
"'410057'","'2013'","'01'","'4'","'7'","'5'","'219'","'13539'",1,5,2,0,1,1,0
"'301799'","'2013'","'06'","'26'","'9'","'5'","'219'","'4182'",2,4,4,7,2,0,0
"'368889'","'2013'","'02'","'5'","'10'","'18'","'129'","'8192'",1,143,2,1,1,0,0
"'36708'","'2013'","'01'","'1'","'7'","'5'","'123'","'25479'",1,25,1,0,1,0,1
"'335506'","'2013'","'03'","'12'","'6'","'5'","'219'","'22945'",2,44,2,0,1,1,1
"'323471'","'2012'","'11'","'44'","'1'","'5'","'137'","'23904'",4,27,1,0,1,1,0
"'288549'","'2012'","'12'","'52'","'7'","'14'","'100'","'12454'",1,6,2,0,1,0,0
"'557712'","'2013'","'03'","'10'","'8'","'5'","'219'","'11230'",1,6,2,0,1,0,0
"'28908'","'2013'","'05'","'18'","'7'","'5'","'219'","'13870'",2,28,2,0,1,0,0
"'417445'","'2013'","'03'","'11'","'11'","'5'","'219'","'10999'",2,3,2,0,1,1,0
"'71682'","'2013'","'03'","'9'","'8'","'15'","'55'","'5192'",2,6,2,0,1,1,0
"'136629'","'2013'","'02'","'7'","'6'","'5'","'223'","'24131'",2,125,2,0,1,1,0
"'559729'","'2013'","'06'","'25'","'7'","'5'","'219'","'20268'",1,134,4,0,2,1,0
"'207899'","'2012'","'12'","'51'","'10'","'5'","'219'","'352'",2,1,2,1,1,0,0
"'466620'","'2012'","'11'","'48'","'7'","'14'","'100'","'23246'",1,41,2,0,1,0,0
"'21853'","'2013'","'05'","'20'","'6'","'5'","'219'","'988'",2,18,2,0,1,1,0
"'343737'","'2013'","'02'","'8'","'5'","'5'","'219'","'3073'",1,10,2,0,1,1,0
"'317597'","'2012'","'11'","'46'","'10'","'5'","'219'","'27959'",1,3,2,0,1,1,0
"'20380'","'2013'","'01'","'2'","'9'","'5'","'219'","'4747'",1,17,2,0,1,1,0
"'642828'","'2013'","'03'","'13'","'6'","'5'","'219'","'23904'",1,5,1,2,1,0,0
"'416598'","'2012'","'12'","'52'","'7'","'5'","'219'","'19631'",2,0,2,0,1,1,0
"'638353'","'2013'","'04'","'17'","'11'","'12'","'73'","'18360'",5,123,2,2,1,0,0
"'354953'","'2013'","'02'","'6'","'10'","'5'","'219'","'16517'",1,53,2,0,1,1,0
"'369207'","'2013'","'02'","'9'","'4'","'5'","'219'","'13832'",1,1,2,0,1,0,0
"'536571'","'2013'","'06'","'26'","'11'","'5'","'219'","'10424'",1,4,2,0,1,0,1
"'459854'","'2013'","'06'","'22'","'7'","'5'","'219'","'24596'",1,15,2,0,1,0,0
"'14425'","'2013'","'05'","'19'","'9'","'5'","'219'","'10898'",2,6,1,0,1,0,1
"'568179'","'2013'","'02'","'6'","'10'","'5'","'219'","'10893'",2,13,2,0,1,0,0
"'318856'","'2012'","'12'","'50'","'10'","'14'","'100'","'7933'",2,0,2,0,1,1,0
"'159116'","'2013'","'05'","'22'","'4'","'5'","'219'","'25426'",3,8,2,0,1,1,0
"'348479'","'2012'","'11'","'46'","'11'","'5'","'219'","'19781'",1,1,2,0,1,1,0
"'237715'","'2013'","'01'","'3'","'5'","'5'","'219'","'2518'",3,2,4,4,2,1,0
"'127280'","'2013'","'03'","'13'","'4'","'31'","'219'","'21913'",1,0,2,0,1,0,0
"'282398'","'2013'","'04'","'16'","'2'","'5'","'219'","'12519'",1,8,2,2,1,0,1
"'436721'","'2013'","'03'","'12'","'9'","'5'","'219'","'27280'",2,1,2,0,1,0,1
"'178850'","'2013'","'04'","'15'","'8'","'5'","'219'","'7246'",1,5,2,0,1,1,0
"'368529'","'2013'","'03'","'13'","'9'","'15'","'55'","'982'",5,54,2,1,1,0,1
"'20163'","'2013'","'03'","'13'","'7'","'5'","'219'","'25540'",2,28,2,0,1,0,1
"'4258'","'2012'","'12'","'49'","'7'","'5'","'219'","'3849'",3,3,1,0,1,0,0
"'266762'","'2013'","'05'","'21'","'3'","'5'","'219'","'4923'",2,24,2,0,1,1,1
"'160689'","'2013'","'01'","'1'","'5'","'5'","'219'","'21382'",1,10,2,0,1,1,1
"'445119'","'2012'","'11'","'45'","'6'","'5'","'219'","'15764'",1,17,1,0,1,1,1
"'274349'","'2013'","'04'","'14'","'7'","'5'","'219'","'24232'",1,1,2,0,1,0,0
"'18445'","'2012'","'12'","'51'","'8'","'5'","'219'","'13870'",2,15,2,1,1,0,0
"'480761'","'2013'","'06'","'26'","'5'","'5'","'219'","'13233'",1,21,2,0,1,0,1
"'485887'","'2013'","'03'","'13'","'5'","'5'","'219'","'9402'",3,36,2,0,1,0,1
"'590859'","'2013'","'01'","'2'","'9'","'15'","'55'","'24232'",1,65,2,0,1,0,0
"'366474'","'2013'","'06'","'24'","'5'","'5'","'219'","'6066'",1,61,2,0,1,0,0
"'643223'","'2013'","'03'","'10'","'9'","'5'","'219'","'11357'",1,30,2,0,1,0,0
"'128425'","'2013'","'05'","'21'","'5'","'5'","'219'","'13105'",1,63,1,0,1,1,1
"'658350'","'2013'","'04'","'17'","'10'","'5'","'219'","'4075'",1,22,1,0,1,0,0
"'153031'","'2013'","'06'","'23'","'11'","'5'","'219'","'23904'",2,59,2,0,1,0,0
"'543280'","'2013'","'03'","'11'","'6'","'14'","'100'","'18495'",1,34,2,0,1,1,0
"'86426'","'2012'","'12'","'49'","'6'","'5'","'219'","'27769'",1,0,1,0,1,1,0
"'601078'","'2013'","'04'","'17'","'6'","'5'","'219'","'12282'",5,3,2,0,1,0,0
"'572630'","'2012'","'11'","'44'","'12'","'18'","'219'","'23605'",2,2,2,1,1,0,0
"'121297'","'2013'","'04'","'14'","'6'","'5'","'219'","'10679'",2,25,1,0,1,0,0
"'636510'","'2013'","'03'","'11'","'12'","'5'","'219'","'13202'",2,1,2,0,1,1,1
"'557003'","'2013'","'06'","'23'","'2'","'5'","'219'","'4748'",3,40,2,0,1,1,1
"'97461'","'2013'","'02'","'6'","'5'","'5'","'219'","'16609'",2,6,2,1,1,1,0
"'305505'","'2013'","'02'","'8'","'4'","'5'","'219'","'1143'",1,2,2,0,1,1,0
"'282797'","'2013'","'06'","'24'","'6'","'5'","'219'","'26458'",1,32,2,0,1,1,0
"'424420'","'2013'","'02'","'6'","'6'","'5'","'219'","'4182'",2,58,2,1,1,1,0
"'73455'","'2013'","'03'","'12'","'6'","'25'","'215'","'8628'",3,12,2,0,1,0,0
"'300'","'2013'","'01'","'2'","'6'","'14'","'100'","'20319'",14,70,2,0,1,0,1
"'635856'","'2013'","'05'","'21'","'7'","'5'","'219'","'19045'",1,3,1,0,1,0,0
"'472431'","'2013'","'01'","'2'","'5'","'5'","'219'","'5437'",1,8,3,0,3,0,0
"'372850'","'2013'","'05'","'21'","'11'","'5'","'219'","'15307'",1,23,2,3,1,1,1
"'152605'","'2013'","'01'","'1'","'10'","'5'","'219'","'16645'",2,2,1,0,1,1,0
"'184630'","'2013'","'02'","'9'","'6'","'5'","'219'","'13539'",3,1,1,0,1,0,0
"'385675'","'2012'","'11'","'47'","'7'","'5'","'219'","'24232'",4,1,1,0,1,0,0
"'374011'","'2013'","'01'","'3'","'7'","'5'","'219'","'13870'",1,10,1,0,1,0,0
"'411923'","'2013'","'06'","'24'","'12'","'5'","'85'","'15307'",3,21,2,0,1,1,1
"'68083'","'2012'","'12'","'52'","'5'","'5'","'219'","'26765'",1,3,2,0,1,0,0
"'438935'","'2013'","'03'","'12'","'5'","'5'","'219'","'20551'",1,3,4,0,2,0,0
"'37143'","'2013'","'03'","'9'","'9'","'29'","'55'","'16076'",4,1,1,0,1,1,0
"'553806'","'2013'","'03'","'10'","'8'","'5'","'219'","'4748'",1,0,2,0,1,0,0
"'124277'","'2013'","'04'","'14'","'12'","'5'","'219'","'9179'",1,37,1,0,1,1,0
"'596860'","'2013'","'02'","'7'","'4'","'5'","'219'","'7516'",6,18,1,0,1,0,1
"'48326'","'2012'","'12'","'52'","'5'","'5'","'219'","'26141'",7,6,1,0,1,0,0
"'371078'","'2013'","'06'","'26'","'9'","'5'","'219'","'7384'",2,2,1,0,1,0,0
"'162072'","'2013'","'04'","'15'","'5'","'5'","'219'","'23246'",1,1,2,0,1,0,1
"'280245'","'2013'","'01'","'3'","'10'","'14'","'100'","'25801'",4,57,2,0,1,1,0
"'140058'","'2013'","'06'","'26'","'7'","'5'","'219'","'18774'",1,0,1,0,1,1,0
"'232052'","'2012'","'12'","'49'","'9'","'5'","'219'","'24232'",1,1,2,0,1,0,0
"'618608'","'2012'","'12'","'52'","'7'","'5'","'219'","'23313'",1,65,2,2,1,0,0
"'638355'","'2013'","'03'","'11'","'10'","'5'","'219'","'15846'",1,6,2,1,1,1,0
"'326797'","'2013'","'02'","'9'","'2'","'32'","'220'","'13870'",4,169,2,0,1,1,0
"'415838'","'2012'","'12'","'50'","'6'","'5'","'219'","'3806'",1,19,2,0,1,1,0
"'194426'","'2012'","'12'","'52'","'6'","'5'","'219'","'10446'",1,5,1,0,1,1,0
"'126586'","'2013'","'06'","'23'","'9'","'5'","'100'","'13216'",4,28,2,2,1,0,1
"'76150'","'2012'","'12'","'49'","'8'","'5'","'219'","'18774'",1,0,2,0,1,0,0
"'589809'","'2013'","'04'","'16'","'8'","'5'","'219'","'17713'",8,61,2,2,1,0,1
"'592002'","'2013'","'04'","'15'","'9'","'5'","'219'","'22730'",2,96,2,0,1,1,1
"'218586'","'2013'","'06'","'24'","'7'","'5'","'219'","'14348'",2,13,1,0,1,0,0
"'242174'","'2012'","'11'","'44'","'7'","'5'","'219'","'28201'",2,7,2,0,1,1,1
"'570547'","'2013'","'05'","'19'","'10'","'14'","'100'","'982'",1,1,2,0,1,1,0
"'463102'","'2013'","'06'","'25'","'1'","'5'","'219'","'14683'",1,16,2,0,1,0,0
"'531156'","'2013'","'04'","'16'","'7'","'5'","'219'","'8347'",1,13,4,0,1,1,1
"'23167'","'2013'","'05'","'20'","'11'","'32'","'220'","'10032'",7,23,2,0,1,0,0
"'623949'","'2013'","'06'","'22'","'10'","'5'","'219'","'3735'",3,15,2,0,1,0,0
"'447542'","'2013'","'06'","'23'","'8'","'5'","'219'","'5536'",3,29,1,0,1,1,0
"'75277'","'2013'","'04'","'14'","'6'","'5'","'45'","'9402'",2,45,2,0,1,0,0
"'36810'","'2013'","'01'","'2'","'5'","'5'","'219'","'18547'",5,66,2,3,1,0,1
"'264236'","'2012'","'12'","'49'","'9'","'5'","'219'","'10893'",1,3,2,0,1,1,0
"'216478'","'2013'","'03'","'11'","'1'","'5'","'219'","'17713'",6,44,2,0,1,0,0
"'645060'","'2013'","'02'","'9'","'8'","'5'","'219'","'18774'",1,39,2,0,1,1,1
"'576849'","'2012'","'12'","'50'","'6'","'5'","'219'","'12736'",2,50,2,0,1,0,0
"'168680'","'2013'","'02'","'6'","'10'","'5'","'219'","'19779'",1,84,2,0,1,1,0
"'504991'","'2013'","'02'","'6'","'6'","'5'","'219'","'11590'",2,19,2,0,1,0,0
"'301418'","'2013'","'04'","'15'","'6'","'5'","'219'","'3698'",1,6,2,2,1,1,0
"'411947'","'2013'","'04'","'17'","'4'","'5'","'219'","'24280'",1,15,1,0,1,1,0
"'577912'","'2012'","'11'","'48'","'12'","'14'","'100'","'6792'",1,2,2,2,1,1,0
"'272067'","'2012'","'11'","'45'","'8'","'18'","'129'","'18933'",2,159,1,0,1,0,1
"'297324'","'2013'","'05'","'20'","'9'","'5'","'219'","'7473'",3,11,4,1,2,1,1
"'103610'","'2012'","'11'","'45'","'11'","'5'","'219'","'18774'",1,1,2,0,1,1,1
"'172474'","'2013'","'05'","'18'","'7'","'5'","'219'","'21494'",2,11,2,1,2,0,0
"'435497'","'2013'","'03'","'11'","'7'","'5'","'219'","'7971'",4,6,2,0,1,0,1
"'130044'","'2012'","'11'","'47'","'11'","'5'","'219'","'9402'",2,1,1,0,1,1,0
"'317067'","'2013'","'05'","'21'","'10'","'5'","'219'","'24131'",2,24,2,0,1,1,1
"'512005'","'2013'","'01'","'5'","'9'","'5'","'219'","'25377'",4,2,1,0,1,0,0
"'480535'","'2013'","'03'","'12'","'5'","'5'","'219'","'18410'",2,12,2,0,1,1,0
"'346725'","'2012'","'11'","'47'","'7'","'5'","'219'","'22646'",3,1,1,0,1,0,0
"'605210'","'2013'","'03'","'11'","'8'","'5'","'219'","'27155'",2,2,2,2,1,1,0
"'331540'","'2013'","'02'","'5'","'9'","'5'","'219'","'19521'",1,26,2,0,1,1,0
"'646763'","'2013'","'06'","'24'","'9'","'5'","'31'","'10446'",3,63,2,0,1,1,1
"'101376'","'2013'","'01'","'4'","'7'","'32'","'220'","'13870'",4,266,2,1,1,1,0
"'431329'","'2013'","'02'","'7'","'8'","'14'","'100'","'19215'",11,46,1,0,1,0,0
"'510732'","'2013'","'02'","'8'","'4'","'5'","'219'","'9220'",1,1,1,0,1,0,0
"'372521'","'2012'","'11'","'48'","'7'","'5'","'219'","'15906'",1,1,2,0,1,1,1
"'3557'","'2013'","'01'","'3'","'9'","'5'","'219'","'18774'",2,3,2,0,1,0,0
"'39710'","'2013'","'06'","'24'","'11'","'32'","'220'","'13870'",6,127,2,0,1,0,0
"'619937'","'2013'","'06'","'26'","'8'","'15'","'55'","'18367'",1,14,2,0,1,1,0
"'496981'","'2013'","'06'","'25'","'11'","'5'","'219'","'10559'",1,38,2,2,1,1,0
"'1511'","'2013'","'06'","'26'","'9'","'5'","'219'","'4637'",2,48,2,0,1,0,1
"'662004'","'2012'","'11'","'48'","'6'","'5'","'219'","'25964'",1,11,2,0,1,0,0
"'40705'","'2012'","'12'","'49'","'8'","'32'","'220'","'23246'",1,22,4,2,2,1,0
"'38346'","'2012'","'12'","'51'","'1'","'5'","'117'","'9402'",1,75,2,0,1,0,1
"'52792'","'2013'","'01'","'2'","'5'","'5'","'219'","'14713'",3,62,2,0,1,1,0
"'657787'","'2013'","'01'","'1'","'5'","'5'","'219'","'18547'",1,4,2,0,1,1,0
"'307843'","'2013'","'01'","'3'","'11'","'32'","'220'","'8714'",3,114,1,1,2,1,0
"'176163'","'2013'","'01'","'5'","'9'","'5'","'219'","'5973'",1,1,2,2,1,1,0
"'526337'","'2013'","'02'","'9'","'11'","'5'","'219'","'9899'",2,32,2,1,1,0,0
"'657211'","'2013'","'01'","'3'","'12'","'5'","'219'","'15588'",2,6,2,0,1,1,1
"'435302'","'2013'","'04'","'16'","'3'","'5'","'219'","'5384'",1,10,2,0,1,1,0
"'640454'","'2013'","'06'","'26'","'7'","'5'","'219'","'25964'",1,27,2,0,2,0,0
"'434499'","'2013'","'01'","'5'","'11'","'5'","'219'","'25737'",3,93,1,0,1,1,1
"'413932'","'2012'","'12'","'51'","'5'","'5'","'219'","'22567'",1,0,1,0,1,1,0
"'466211'","'2013'","'06'","'24'","'11'","'5'","'219'","'11381'",4,110,2,0,1,1,0
"'448534'","'2012'","'12'","'49'","'9'","'15'","'55'","'6785'",3,5,1,0,1,0,0
"'87945'","'2013'","'02'","'9'","'11'","'14'","'100'","'7683'",3,32,2,0,1,1,0
"'646842'","'2013'","'06'","'24'","'10'","'5'","'219'","'16570'",1,15,2,2,1,1,1
"'392163'","'2012'","'12'","'49'","'3'","'5'","'219'","'15846'",1,6,2,0,1,0,0
"'382666'","'2012'","'12'","'49'","'4'","'5'","'219'","'11357'",1,8,1,0,1,0,0
"'295942'","'2013'","'02'","'8'","'9'","'5'","'219'","'23246'",1,29,3,0,3,0,0
"'638340'","'2012'","'12'","'50'","'7'","'5'","'219'","'4182'",1,19,3,0,1,0,1
"'612137'","'2013'","'02'","'7'","'10'","'5'","'219'","'10446'",1,6,2,0,1,0,1
"'194573'","'2012'","'12'","'49'","'7'","'5'","'219'","'10794'",1,5,2,0,1,1,0
"'172515'","'2012'","'12'","'49'","'9'","'5'","'219'","'3908'",1,25,4,0,1,1,0
"'401157'","'2012'","'11'","'44'","'5'","'5'","'219'","'27280'",2,0,2,0,1,1,0
"'76244'","'2013'","'01'","'3'","'9'","'5'","'219'","'8192'",3,6,2,0,1,0,0
"'38848'","'2012'","'11'","'47'","'7'","'5'","'219'","'25964'",1,1,2,0,1,1,0
"'295498'","'2012'","'11'","'45'","'7'","'5'","'219'","'4562'",3,6,1,0,1,0,0
"'594996'","'2013'","'03'","'13'","'6'","'5'","'219'","'11873'",1,3,1,0,1,1,0
"'446239'","'2013'","'01'","'2'","'10'","'5'","'219'","'13870'",1,36,2,1,1,0,0
"'468921'","'2013'","'02'","'9'","'5'","'5'","'219'","'8628'",2,95,1,1,1,1,0
"'514190'","'2013'","'01'","'3'","'6'","'5'","'149'","'16645'",4,42,1,0,1,0,1
"'367626'","'2013'","'06'","'26'","'6'","'5'","'219'","'9265'",4,11,2,0,1,0,0
"'607538'","'2013'","'06'","'24'","'6'","'5'","'219'","'15124'",1,47,1,0,1,1,0
"'248124'","'2013'","'06'","'23'","'8'","'5'","'219'","'4687'",1,57,4,0,1,1,0
"'533789'","'2012'","'11'","'46'","'12'","'5'","'219'","'25768'",2,9,2,0,1,1,0
"'83067'","'2013'","'05'","'20'","'2'","'5'","'219'","'14155'",5,50,1,0,1,0,0
"'645835'","'2012'","'12'","'53'","'9'","'5'","'219'","'4748'",1,1,2,3,1,0,1
"'262648'","'2013'","'02'","'7'","'8'","'5'","'219'","'9402'",1,7,1,0,1,1,0
"'88270'","'2013'","'01'","'1'","'7'","'15'","'55'","'10114'",1,42,2,0,1,1,1
"'304924'","'2013'","'03'","'11'","'1'","'14'","'100'","'9402'",1,2,2,2,1,0,0
"'112733'","'2013'","'03'","'11'","'8'","'5'","'219'","'18310'",1,1,2,0,1,1,0
"'411128'","'2013'","'04'","'15'","'10'","'5'","'219'","'4182'",2,8,1,0,1,1,1
"'192720'","'2013'","'03'","'11'","'7'","'14'","'100'","'25556'",5,39,2,0,1,0,1
"'37596'","'2012'","'11'","'47'","'5'","'14'","'100'","'13870'",9,244,2,2,1,0,1
"'340523'","'2013'","'02'","'7'","'12'","'5'","'219'","'1158'",1,1,2,2,1,1,0
"'544963'","'2012'","'12'","'51'","'10'","'12'","'99'","'13216'",2,74,2,2,1,1,1
"'520859'","'2013'","'02'","'7'","'11'","'14'","'100'","'13870'",5,41,2,2,1,0,1
"'322788'","'2013'","'04'","'15'","'11'","'5'","'219'","'8081'",2,3,2,0,1,1,0
"'497774'","'2012'","'11'","'46'","'4'","'14'","'100'","'19898'",1,2,3,0,1,0,0
"'612471'","'2013'","'03'","'13'","'5'","'15'","'55'","'11523'",1,4,2,0,1,0,0
"'255535'","'2012'","'11'","'47'","'7'","'5'","'219'","'10340'",1,8,1,0,1,1,0
"'538852'","'2013'","'04'","'16'","'12'","'5'","'219'","'23246'",1,2,1,0,1,1,1
"'331955'","'2013'","'05'","'20'","'4'","'14'","'100'","'6948'",1,3,2,0,1,0,0
"'374839'","'2013'","'06'","'26'","'4'","'5'","'219'","'25051'",1,24,2,2,1,0,0
"'461372'","'2013'","'05'","'21'","'8'","'5'","'219'","'8745'",2,7,4,0,1,1,0
"'386100'","'2013'","'05'","'20'","'11'","'5'","'219'","'14472'",1,17,2,0,1,0,1
"'223462'","'2012'","'11'","'46'","'6'","'5'","'219'","'11357'",1,8,6,0,3,0,0
"'539615'","'2013'","'01'","'2'","'6'","'32'","'219'","'4748'",1,11,1,0,1,1,0
"'152591'","'2012'","'11'","'46'","'11'","'5'","'219'","'16172'",1,11,2,0,1,1,0
"'90835'","'2013'","'06'","'26'","'5'","'5'","'134'","'2502'",1,1,2,1,1,1,0
"'515055'","'2012'","'11'","'46'","'9'","'15'","'55'","'8347'",9,41,2,2,1,0,0
"'622802'","'2013'","'04'","'16'","'6'","'5'","'219'","'28235'",4,0,1,0,1,1,0
"'378764'","'2012'","'12'","'49'","'10'","'5'","'219'","'14109'",1,35,2,0,1,1,0
"'459887'","'2013'","'03'","'9'","'12'","'5'","'219'","'16570'",3,2,2,0,1,0,0
"'513095'","'2012'","'12'","'49'","'11'","'15'","'55'","'17012'",7,117,1,0,1,0,1
"'302939'","'2013'","'03'","'13'","'4'","'5'","'219'","'794'",1,12,2,0,1,1,0
"'167930'","'2012'","'12'","'53'","'1'","'5'","'219'","'3073'",1,0,2,0,1,0,0
"'3102'","'2013'","'02'","'7'","'7'","'5'","'219'","'5859'",2,100,1,0,1,1,1
"'353935'","'2013'","'03'","'11'","'7'","'5'","'219'","'5144'",2,6,1,0,1,0,0
"'10502'","'2012'","'12'","'52'","'9'","'5'","'219'","'10446'",2,2,2,0,1,0,0
"'641954'","'2013'","'04'","'14'","'3'","'14'","'219'","'26067'",1,0,1,1,1,0,0
"'51378'","'2013'","'05'","'20'","'11'","'5'","'219'","'10794'",7,44,1,1,1,0,1
"'600874'","'2012'","'12'","'50'","'10'","'5'","'219'","'8192'",1,7,4,0,2,0,0
"'593191'","'2013'","'06'","'25'","'6'","'5'","'219'","'3073'",2,5,2,0,1,0,0
"'200501'","'2013'","'01'","'2'","'4'","'5'","'219'","'26765'",1,0,2,0,1,0,0
"'123187'","'2013'","'01'","'1'","'10'","'5'","'219'","'13216'",2,5,3,0,1,1,0
"'159574'","'2013'","'02'","'8'","'11'","'18'","'129'","'24674'",1,272,2,0,1,1,0
"'268368'","'2013'","'03'","'12'","'7'","'5'","'219'","'8347'",7,99,2,0,1,0,0
"'172572'","'2013'","'06'","'23'","'12'","'14'","'100'","'23246'",6,2,2,1,1,0,0
"'655907'","'2013'","'03'","'12'","'9'","'5'","'219'","'9899'",1,1,2,0,1,1,0
"'91126'","'2013'","'06'","'26'","'11'","'5'","'219'","'4335'",1,7,3,0,1,1,0
"'105788'","'2012'","'11'","'48'","'4'","'5'","'219'","'1641'",3,11,1,0,1,0,0
"'285208'","'2013'","'01'","'1'","'10'","'18'","'129'","'17644'",1,133,2,1,1,0,0
"'543113'","'2013'","'06'","'23'","'4'","'5'","'219'","'27155'",1,11,2,0,1,1,0
"'615749'","'2013'","'01'","'4'","'6'","'5'","'127'","'4182'",2,15,1,0,1,1,1
"'69500'","'2013'","'06'","'26'","'4'","'5'","'219'","'12022'",1,5,2,2,1,0,0
"'68932'","'2013'","'06'","'23'","'6'","'5'","'219'","'15846'",5,42,2,0,1,0,0
"'433042'","'2013'","'02'","'7'","'6'","'5'","'219'","'25556'",6,38,4,0,2,0,0
"'658523'","'2012'","'11'","'47'","'4'","'5'","'219'","'13104'",1,14,1,0,1,0,0
"'274603'","'2012'","'11'","'45'","'10'","'14'","'100'","'15146'",1,48,2,0,1,0,0
"'11243'","'2013'","'05'","'20'","'9'","'5'","'219'","'8675'",2,71,2,2,1,1,0
"'331056'","'2012'","'11'","'45'","'4'","'14'","'100'","'1346'",3,23,2,0,1,0,0
"'203311'","'2013'","'01'","'1'","'5'","'5'","'219'","'7643'",1,10,2,0,1,1,1
"'512987'","'2013'","'03'","'10'","'6'","'5'","'219'","'12736'",4,20,4,0,1,0,0
"'371348'","'2013'","'04'","'15'","'10'","'5'","'219'","'8644'",1,3,2,0,1,1,0
"'647851'","'2012'","'12'","'49'","'6'","'5'","'219'","'11468'",1,8,2,0,1,1,1
"'305077'","'2013'","'04'","'14'","'8'","'5'","'219'","'6443'",2,10,2,0,1,1,0
"'494242'","'2012'","'11'","'45'","'11'","'5'","'219'","'27620'",1,4,1,0,1,0,0
"'61214'","'2013'","'04'","'16'","'7'","'5'","'219'","'1565'",1,7,2,0,1,0,0
"'352045'","'2012'","'12'","'51'","'8'","'5'","'219'","'22134'",1,8,2,0,1,0,0
"'537150'","'2013'","'01'","'4'","'5'","'5'","'219'","'9899'",2,37,2,0,1,1,0
"'101114'","'2013'","'03'","'9'","'8'","'5'","'219'","'24737'",1,0,1,0,1,1,0
"'78651'","'2013'","'01'","'4'","'4'","'5'","'219'","'5241'",2,135,2,0,1,1,0
"'616844'","'2013'","'04'","'15'","'8'","'5'","'219'","'4715'",3,30,2,0,1,1,0
"'457653'","'2013'","'01'","'5'","'4'","'5'","'219'","'6615'",3,5,1,0,1,0,0
"'205841'","'2013'","'01'","'1'","'8'","'5'","'219'","'15934'",3,1,2,2,1,1,0
"'504741'","'2012'","'11'","'44'","'9'","'5'","'219'","'8347'",1,47,2,0,1,1,1
"'628225'","'2013'","'01'","'4'","'11'","'15'","'55'","'9402'",2,61,2,0,1,0,0
"'316516'","'2013'","'01'","'3'","'12'","'5'","'219'","'4687'",7,1,1,0,1,0,0
"'506269'","'2013'","'05'","'20'","'6'","'5'","'219'","'23433'",1,1,2,0,1,1,0
"'350017'","'2012'","'12'","'50'","'9'","'5'","'219'","'13202'",1,19,1,0,1,1,0
"'53666'","'2012'","'11'","'48'","'9'","'5'","'219'","'9402'",2,2,2,0,1,1,0
"'291880'","'2012'","'12'","'50'","'9'","'5'","'219'","'5536'",2,9,2,2,1,1,0
"'574052'","'2013'","'06'","'23'","'7'","'31'","'219'","'4687'",2,14,2,0,1,1,0
"'402332'","'2012'","'11'","'46'","'12'","'5'","'219'","'13202'",1,7,1,3,1,1,0
"'64035'","'2012'","'12'","'52'","'11'","'5'","'219'","'9402'",3,1,2,0,1,0,1
"'358551'","'2013'","'03'","'11'","'9'","'5'","'219'","'7146'",2,2,4,0,2,0,0
"'337106'","'2012'","'12'","'51'","'4'","'5'","'213'","'11537'",1,5,1,0,1,0,0
"'16526'","'2013'","'02'","'8'","'10'","'5'","'219'","'8192'",3,8,4,0,4,0,0
"'518405'","'2013'","'03'","'10'","'10'","'5'","'219'","'13468'",4,10,1,0,1,0,0
"'332838'","'2012'","'11'","'45'","'4'","'5'","'219'","'5206'",1,40,2,0,1,1,1
"'158828'","'2013'","'01'","'1'","'10'","'5'","'219'","'44'",1,0,2,0,1,1,0
"'290053'","'2013'","'05'","'21'","'9'","'5'","'219'","'18774'",2,0,2,0,1,0,1
