"dairportid","dcity","dcountry","dlatitude","dlongitude","dtimezone","ddst"
"'979'","Maputo","Mozambique",-25.920836,32.572606,4,"U"
"'984'","Nampula","Mozambique",-15.105611,39.2818,4,"U"
"'985'","Pemba","Mozambique",-12.986753,40.522492,4,"U"
"'986'","Quelimane","Mozambique",-17.8555,36.869106,4,"U"
"'988'","Tete","Mozambique",-16.104817,33.640181,4,"U"
"'990'","Vilankulu","Mozambique",-22.018431,35.313297,4,"U"
"'994'","Mahe","Seychelles",-4.674342,55.521839,4,"U"
"'995'","Praslin","Seychelles",-4.319292,55.691417,4,"U"
"'999'","N'djamena","Chad",12.133689,15.034019,3,"N"
"'1001'","Bulawayo","Zimbabwe",-20.017431,28.617869,4,"U"
"'1004'","Victoria Falls","Zimbabwe",-18.095881,25.839006,4,"U"
"'1005'","Harare","Zimbabwe",-17.931806,31.092847,4,"U"
"'1013'","Blantyre","Malawi",-15.679053,34.974014,4,"U"
"'1016'","Lilongwe","Malawi",-13.789378,33.781,4,"U"
"'1018'","Maseru","Lesotho",-29.462256,27.552503,4,"U"
"'1020'","Kinshasa","Congo (Kinshasa)",-4.38575,15.444569,3,"N"
"'1026'","Mbandaka","Congo (Kinshasa)",0.0226,18.288744,3,"N"
"'1028'","Gemena","Congo (Kinshasa)",3.235369,19.771258,3,"N"
"'1031'","Kisangani","Congo (Kinshasa)",0.5175,25.155014,4,"U"
"'1032'","Isiro","Congo (Kinshasa)",2.827606,27.588253,4,"U"
"'1033'","Bunia","Congo (Kinshasa)",1.565719,30.220833,4,"U"
"'1035'","Bukavu/kavumu","Congo (Kinshasa)",-2.308978,28.808803,4,"U"
"'1036'","Goma","Congo (Kinshasa)",-1.670814,29.238464,4,"U"
"'1037'","Kindu","Congo (Kinshasa)",-2.919178,25.915361,4,"U"
"'1038'","Lubumashi","Congo (Kinshasa)",-11.591333,27.530889,4,"U"
"'1042'","Kananga","Congo (Kinshasa)",-5.900055,22.469166,4,"U"
"'1043'","Mbuji-mayi","Congo (Kinshasa)",-6.121236,23.569008,4,"U"
"'1044'","Bamako","Mali",12.533544,-7.949944,3,"N"
"'1050'","Banjul","Gambia",13.337961,-16.652206,3,"N"
"'1051'","Fuerteventura","Spain",28.452717,-13.863761,3,"E"
"'1052'","Hierro","Spain",27.814847,-17.887056,3,"E"
"'1053'","Santa Cruz De La Palma","Spain",28.626478,-17.755611,3,"E"
"'1054'","Gran Canaria","Spain",27.931886,-15.386586,3,"E"
"'1055'","Las Palmas","Spain",28.945464,-13.605225,3,"E"
"'1056'","Tenerife","Spain",28.044475,-16.572489,3,"E"
"'1057'","Tenerife","Spain",28.482653,-16.341536,3,"E"
"'1058'","Melilla","Spain",35.279817,-2.956256,3,"E"
"'1059'","Freetown","Sierra Leone",8.616444,-13.195489,3,"N"
"'1062'","Monrovia","Liberia",6.289061,-10.758722,3,"N"
"'1063'","Monrovia","Liberia",6.233789,-10.362311,3,"N"
"'1064'","Agadir","Morocco",30.381353,-9.546311,3,"N"
"'1065'","Tan Tan","Morocco",28.448194,-11.161347,3,"N"
"'1066'","Fes","Morocco",33.927261,-4.977958,3,"N"
"'1070'","Oujda","Morocco",34.78715,-1.923986,3,"N"
"'1072'","Rabat","Morocco",34.051467,-6.751519,3,"N"
"'1074'","Casablanca","Morocco",33.367467,-7.589967,3,"N"
"'1075'","Marrakech","Morocco",31.606886,-8.0363,3,"N"
"'1077'","Ouarzazate","Morocco",30.939053,-6.909431,3,"N"
"'1078'","Al Hociema","Morocco",35.177103,-3.839525,3,"N"
"'1079'","Tetouan","Morocco",35.594333,-5.320019,3,"N"
"'1080'","Tanger","Morocco",35.726917,-5.916889,3,"N"
"'1081'","Ziguinchor","Senegal",12.555617,-16.281783,3,"N"
"'1082'","Cap Skiring","Senegal",12.4102,-16.746125,3,"N"
"'1084'","Dakar","Senegal",14.739708,-17.490225,3,"N"
"'1094'","Nouakschott","Mauritania",18.097856,-15.947956,3,"N"
"'1097'","Nouadhibou","Mauritania",20.933067,-17.029956,3,"N"
"'1102'","Amilcar Cabral","Cape Verde",16.741389,-22.949444,3,"U"
"'1103'","Boa Vista","Cape Verde",16.136531,-22.888897,3,"U"
"'1104'","Maio","Cape Verde",15.155928,-23.213703,3,"U"
"'1105'","Sao Nocolau Island","Cape Verde",16.588356,-24.284656,3,"U"
"'1106'","Sao Vicente Island","Cape Verde",16.833689,-25.054661,3,"U"
"'1107'","Addis Ababa","Ethiopia",8.977889,38.799319,4,"U"
"'1109'","Arba Minch","Ethiopia",6.039389,37.590453,4,"U"
"'1110'","Axum","Ethiopia",14.14675,38.772833,4,"U"
"'1111'","Bahar Dar","Ethiopia",11.608075,37.321644,4,"U"
"'1112'","Dire Dawa","Ethiopia",9.6247,41.854203,4,"U"
"'1113'","Gambella","Ethiopia",8.128764,34.563131,4,"U"
"'1114'","Gondar","Ethiopia",12.5199,37.434047,4,"U"
"'1116'","Jimma","Ethiopia",7.666094,36.816639,4,"U"
"'1117'","Lalibella","Ethiopia",11.975014,38.979969,4,"U"
"'1118'","Makale","Ethiopia",13.467367,39.533464,4,"U"
"'1119'","Asosa","Ethiopia",10.01855,34.586253,4,"U"
"'1120'","Bujumbura","Burundi",-3.324019,29.318519,4,"U"
"'1121'","Hargeisa","Somalia",9.518167,44.088758,4,"U"
"'1122'","Berbera","Somalia",10.389167,44.941106,4,"U"
"'1127'","Abu Simbel","Egypt",22.375953,31.611722,4,"U"
"'1128'","Cairo","Egypt",30.121944,31.405556,4,"U"
"'1130'","Hurghada","Egypt",27.178317,33.799436,4,"U"
"'1132'","Luxor","Egypt",25.671028,32.706583,4,"U"
"'1136'","Aswan","Egypt",23.964356,32.819975,4,"U"
"'1138'","Eldoret","Kenya",0.404458,35.238928,4,"U"
"'1140'","Kisumu","Kenya",-0.086139,34.728892,4,"U"
"'1141'","Kitale","Kenya",0.971989,34.958556,4,"U"
"'1143'","Lodwar","Kenya",3.121967,35.608692,4,"U"
"'1144'","Lamu","Kenya",-2.252417,40.913097,4,"U"
"'1145'","Mombasa","Kenya",-4.034833,39.59425,4,"U"
"'1147'","Nairobi","Kenya",-1.321719,36.814833,4,"U"
"'1149'","Wajir","Kenya",1.733239,40.091606,4,"U"
"'1152'","Ghat","Libya",25.145564,10.142647,4,"N"
"'1153'","Kufra","Libya",24.178728,23.313958,4,"N"
"'1154'","Benghazi","Libya",32.096786,20.269472,4,"N"
"'1157'","Tripoli","Libya",32.663544,13.159011,4,"N"
"'1162'","Ghadames","Libya",30.151695,9.715305,4,"N"
"'1165'","Kigali","Rwanda",-1.968628,30.13945,4,"U"
"'1166'","Kamembe","Rwanda",-2.462242,28.90795,4,"U"
"'1169'","El Fasher","Sudan",13.614892,25.32465,4,"U"
"'1173'","Juba","South Sudan",4.872006,31.601117,4,"U"
"'1175'","Khartoum","Sudan",15.589497,32.553161,4,"U"
"'1176'","Arusha","Tanzania",-3.367794,36.633333,4,"U"
"'1177'","Dar Es Salaam","Tanzania",-6.878111,39.202625,4,"U"
"'1180'","Kilimanjaro","Tanzania",-3.429406,37.074461,4,"U"
"'1182'","Mtwara","Tanzania",-10.339058,40.181781,4,"U"
"'1183'","Mwanza","Tanzania",-2.444486,32.932667,4,"U"
"'1186'","Zanzibar","Tanzania",-6.222025,39.224886,4,"U"
"'1187'","Entebbe","Uganda",0.042386,32.443503,4,"U"
"'1190'","Tirana","Albania",41.414742,19.720561,3,"E"
"'1191'","Bourgas","Bulgaria",42.569583,27.515236,4,"E"
"'1193'","Plovdiv","Bulgaria",42.067806,24.850833,4,"E"
"'1194'","Sofia","Bulgaria",42.695194,23.406167,4,"E"
"'1196'","Varna","Bulgaria",43.232072,27.825106,4,"E"
"'1197'","Larnaca","Cyprus",34.875117,33.62485,4,"E"
"'1198'","Paphos","Cyprus",34.718039,32.485731,4,"E"
"'1200'","Dubrovnik","Croatia",42.561353,18.268244,3,"E"
"'1202'","Osijek","Croatia",45.462667,18.810156,3,"E"
"'1203'","Pula","Croatia",44.893533,13.922192,3,"E"
"'1205'","Rijeka","Croatia",45.216889,14.570267,3,"E"
"'1206'","Split","Croatia",43.538944,16.297964,3,"E"
"'1208'","Zagreb","Croatia",45.742931,16.068778,3,"E"
"'1209'","Zadar","Croatia",44.108269,15.346697,3,"E"
"'1212'","Alicante","Spain",38.282169,-0.558156,3,"E"
"'1213'","Almeria","Spain",36.843936,-2.370097,3,"E"
"'1214'","Aviles","Spain",43.563567,-6.034622,3,"E"
"'1216'","Bilbao","Spain",43.301097,-2.910608,3,"E"
"'1218'","Barcelona","Spain",41.297078,2.078464,3,"E"
"'1219'","Badajoz","Spain",38.89125,-6.821333,3,"E"
"'1220'","La Coruna","Spain",43.302061,-8.377256,3,"E"
"'1222'","Gerona","Spain",41.900969,2.760547,3,"E"
"'1223'","Granada","Spain",37.188731,-3.777356,3,"E"
"'1225'","Ibiza","Spain",38.872858,1.373117,3,"E"
"'1226'","Jerez","Spain",36.744622,-6.060111,3,"E"
"'1227'","Murcia","Spain",37.774972,-0.812389,3,"E"
"'1229'","Madrid","Spain",40.493556,-3.566764,3,"E"
"'1230'","Malaga","Spain",36.6749,-4.499106,3,"E"
"'1231'","Menorca","Spain",39.862597,4.218647,3,"E"
"'1234'","Pamplona","Spain",42.770039,-1.646331,3,"E"
"'1236'","Reus","Spain",41.147392,1.167172,3,"E"
"'1238'","Salamanca","Spain",40.952117,-5.501986,3,"E"
"'1242'","San Sebastian","Spain",43.356519,-1.790611,3,"E"
"'1243'","Santiago","Spain",42.896333,-8.415144,3,"E"
"'1246'","Valencia","Spain",39.489314,-0.481625,3,"E"
"'1247'","Valladolid","Spain",41.706111,-4.851944,3,"E"
"'1250'","Vigo","Spain",42.2318,-8.626775,3,"E"
"'1251'","Santander","Spain",43.427064,-3.820006,3,"E"
"'1252'","Zaragoza","Spain",41.666242,-1.041553,3,"E"
"'1253'","Sevilla","Spain",37.418,-5.893106,3,"E"
"'1262'","Agen","France",44.174721,0.590556,3,"E"
"'1264'","Bordeaux","France",44.828335,-0.715556,3,"E"
"'1265'","Bergerac","France",44.825279,0.518611,3,"E"
"'1268'","Poitiers","France",46.587745,0.306666,3,"E"
"'1270'","Limoges","France",45.862778,1.179444,3,"E"
"'1273'","Toulouse","France",43.629075,1.363819,3,"E"
"'1274'","Pau","France",43.38,-0.418611,3,"E"
"'1276'","Tarbes","France",43.178675,-0.006439,3,"E"
"'1277'","Angouleme","France",45.729247,0.221456,3,"E"
"'1278'","Brive","France",45.150833,1.469167,3,"E"
"'1279'","Perigueux","France",45.198055,0.815556,3,"E"
"'1280'","Biarritz-bayonne","France",43.468419,-1.523325,3,"E"
"'1285'","Castres","France",43.55625,2.289183,3,"E"
"'1289'","Rodez","France",44.407869,2.482672,3,"E"
"'1309'","Dole","France",47.039014,5.42725,3,"E"
"'1313'","Le Puy","France",45.080689,3.762889,3,"E"
"'1320'","Metz","France",48.982142,6.251319,3,"E"
"'1321'","Bastia","France",42.552664,9.483731,3,"E"
"'1322'","Calvi","France",42.530753,8.793189,3,"E"
"'1323'","Figari","France",41.500557,9.097777,3,"E"
"'1324'","Ajaccio","France",41.923637,8.802917,3,"E"
"'1330'","Clermont-Ferrand","France",45.786661,3.169169,3,"E"
"'1335'","Lyon","France",45.726387,5.090833,3,"E"
"'1344'","Aurillac","France",44.891388,2.421944,3,"E"
"'1350'","St-Etienne","France",45.540554,4.296389,3,"E"
"'1352'","Carcassonne","France",43.215978,2.306317,3,"E"
"'1353'","Marseille","France",43.435555,5.213611,3,"E"
"'1354'","Nice","France",43.658411,7.215872,3,"E"
"'1356'","Perpignan","France",42.740442,2.870667,3,"E"
"'1359'","Montpellier","France",43.576194,3.963014,3,"E"
"'1360'","Beziers","France",43.323522,3.353903,3,"E"
"'1361'","Avignon","France",43.9073,4.901831,3,"E"
"'1367'","Beauvais","France",49.454444,2.112778,3,"E"
"'1371'","Le Havre","France",49.533889,0.088056,3,"E"
"'1374'","Chalons","France",48.776072,4.184492,3,"E"
"'1376'","Tours","France",47.432222,0.727606,3,"E"
"'1382'","Paris","France",49.012779,2.55,3,"E"
"'1386'","Paris","France",48.725278,2.359444,3,"E"
"'1399'","Lille","France",50.561942,3.089444,3,"E"
"'1403'","Brest","France",48.447911,-4.418539,3,"E"
"'1405'","Dinard","France",48.587683,-2.079958,3,"E"
"'1408'","Deauville","France",49.365339,0.154306,3,"E"
"'1409'","Lorient","France",47.760555,-3.44,3,"E"
"'1412'","Caen","France",49.173333,-0.45,3,"E"
"'1415'","Rennes","France",48.069508,-1.734794,3,"E"
"'1416'","Lannion","France",48.754378,-3.471656,3,"E"
"'1417'","Quimper","France",47.974981,-4.167786,3,"E"
"'1418'","Nantes","France",47.153189,-1.610725,3,"E"
"'1423'","Mulhouse","France",47.589583,7.529914,3,"E"
"'1425'","Dijon","France",47.26889,5.09,3,"E"
"'1435'","Strasbourg","France",48.538319,7.628233,3,"E"
"'1438'","Hyeres","France",43.0973,6.14603,3,"E"
"'1439'","Nimes","France",43.757444,4.416347,3,"E"
"'1441'","St.-pierre","Saint Pierre and Miquelon",46.762904,-56.173088,2,"U"
"'1446'","Alexandroupolis","Greece",40.855869,25.956264,4,"E"
"'1448'","Nea Anghialos","Greece",39.219619,22.794339,4,"E"
"'1450'","Chios","Greece",38.343175,26.140572,4,"E"
"'1451'","Ioannina","Greece",39.696388,20.8225,4,"E"
"'1452'","Heraklion","Greece",35.339719,25.180297,4,"E"
"'1453'","Kastoria","Greece",40.446294,21.282186,4,"E"
"'1454'","Kithira","Greece",36.274258,23.016978,4,"E"
"'1455'","Keffallinia","Greece",38.120069,20.500481,4,"E"
"'1456'","Kalamata","Greece",37.068319,22.025525,4,"E"
"'1458'","Kos","Greece",36.793335,27.091667,4,"E"
"'1459'","Karpathos","Greece",35.421408,27.146008,4,"E"
"'1460'","Kerkyra/corfu","Greece",39.601944,19.911667,4,"E"
"'1461'","Kasos","Greece",35.421358,26.910047,4,"E"
"'1462'","Kavala","Greece",40.913306,24.619223,4,"E"
"'1463'","Kozani","Greece",40.28611,21.840834,4,"E"
"'1464'","Leros","Greece",37.184903,26.800289,4,"E"
"'1465'","Limnos","Greece",39.917072,25.236308,4,"E"
"'1468'","Mykonos","Greece",37.435128,25.348103,4,"E"
"'1469'","Mytilini","Greece",39.056667,26.598333,4,"E"
"'1470'","Preveza","Greece",38.925467,20.765311,4,"E"
"'1472'","Rhodos","Greece",36.405419,28.086192,4,"E"
"'1473'","Patras","Greece",38.151111,21.425556,4,"E"
"'1474'","Chania","Greece",35.531747,24.149678,4,"E"
"'1475'","Skiathos","Greece",39.1771,23.503675,4,"E"
"'1476'","Samos","Greece",37.689999,26.911667,4,"E"
"'1479'","Thira","Greece",36.399169,25.479333,4,"E"
"'1480'","Sitia","Greece",35.216108,26.101325,4,"E"
"'1482'","Skiros","Greece",38.967553,24.487228,4,"E"
"'1486'","Thessaloniki","Greece",40.519725,22.97095,4,"E"
"'1488'","Zakynthos","Greece",37.750853,20.88425,4,"E"
"'1489'","Budapest","Hungary",47.436933,19.255592,3,"E"
"'1490'","Debrecen","Hungary",47.488917,21.615333,3,"E"
"'1501'","Bari","Italy",41.138856,16.760594,3,"E"
"'1505'","Pescara","Italy",42.431656,14.181067,3,"E"
"'1506'","Brindisi","Italy",40.657633,17.947033,3,"E"
"'1508'","Lamezia","Italy",38.905394,16.242269,3,"E"
"'1509'","Catania","Italy",37.466781,15.0664,3,"E"
"'1510'","Lampedusa","Italy",35.497914,12.618083,3,"E"
"'1511'","Pantelleria","Italy",36.816519,11.968864,3,"E"
"'1512'","Palermo","Italy",38.175958,13.091019,3,"E"
"'1514'","Reggio Calabria","Italy",38.071206,15.651556,3,"E"
"'1515'","Trapani","Italy",37.911403,12.487961,3,"E"
"'1517'","Alghero","Italy",40.632133,8.290772,3,"E"
"'1519'","Cagliari","Italy",39.251469,9.054283,3,"E"
"'1520'","Olbia","Italy",40.898661,9.517628,3,"E"
"'1524'","Milano","Italy",45.630606,8.728111,3,"E"
"'1525'","Bergamo","Italy",45.673889,9.704166,3,"E"
"'1526'","Torino","Italy",45.200761,7.649631,3,"E"
"'1528'","Genoa","Italy",44.413333,8.8375,3,"E"
"'1529'","Milan","Italy",45.445103,9.276739,3,"E"
"'1531'","Parma","Italy",44.824483,10.296367,3,"E"
"'1534'","Cuneo","Italy",44.547019,7.623217,3,"E"
"'1536'","Bolzano","Italy",46.460194,11.326383,3,"E"
"'1538'","Bologna","Italy",44.535444,11.288667,3,"E"
"'1539'","Treviso","Italy",45.6484,12.194422,3,"E"
"'1545'","Ronchi De Legionari","Italy",45.8275,13.472222,3,"E"
"'1546'","Rimini","Italy",44.020292,12.611747,3,"E"
"'1550'","Villafranca","Italy",45.395706,10.888533,3,"E"
"'1551'","Venice","Italy",45.505278,12.351944,3,"E"
"'1553'","Rome","Italy",41.799361,12.594936,3,"E"
"'1555'","Rome","Italy",41.804475,12.250797,3,"E"
"'1558'","Marina Di Campo","Italy",42.760277,10.239445,3,"E"
"'1561'","Naples","Italy",40.886033,14.290781,3,"E"
"'1562'","Pisa","Italy",43.683917,10.39275,3,"E"
"'1563'","Florence","Italy",43.809953,11.2051,3,"E"
"'1567'","Perugia","Italy",43.095906,12.513222,3,"E"
"'1569'","Ljubljana","Slovenia",46.223686,14.457611,3,"E"
"'1579'","Karlovy Vary","Czech Republic",50.202978,12.914983,3,"E"
"'1582'","Ostrava","Czech Republic",49.696292,18.111053,3,"E"
"'1584'","Pardubice","Czech Republic",50.013419,15.738647,3,"E"
"'1587'","Prague","Czech Republic",50.100833,14.26,3,"E"
"'1588'","Brno","Czech Republic",49.151269,16.694433,3,"E"
"'1590'","Tel-aviv","Israel",32.011389,34.886667,4,"U"
"'1594'","Elat","Israel",29.561281,34.960081,4,"U"
"'1596'","Haifa","Israel",32.809444,35.043056,4,"U"
"'1602'","Ovda","Israel",29.94025,34.93585,4,"U"
"'1605'","Tel-aviv","Israel",32.114661,34.782239,4,"U"
"'1606'","Malta","Malta",35.857497,14.4775,3,"E"
"'1609'","Graz","Austria",46.991067,15.439628,3,"E"
"'1610'","Innsbruck","Austria",47.260219,11.343964,3,"E"
"'1611'","Linz","Austria",48.233219,14.187511,3,"E"
"'1612'","Salzburg","Austria",47.793304,13.004333,3,"E"
"'1613'","Vienna","Austria",48.110278,16.569722,3,"E"
"'1617'","Santa Maria (island)","Portugal",36.97139,-25.170639,3,"E"
"'1625'","Flores","Portugal",39.455272,-31.131361,3,"E"
"'1626'","Faro","Portugal",37.014425,-7.965911,3,"E"
"'1627'","Graciosa Island","Portugal",39.092169,-28.029847,3,"E"
"'1628'","Horta","Portugal",38.519894,-28.715872,3,"E"
"'1629'","Lajes (terceira Island)","Portugal",38.761842,-27.090797,3,"E"
"'1633'","Ponta Delgada","Portugal",37.741184,-25.69787,3,"E"
"'1634'","Pico","Portugal",38.554333,-28.441333,3,"E"
"'1636'","Porto","Portugal",41.248055,-8.681389,3,"E"
"'1637'","Porto Santo","Portugal",33.073386,-16.349975,3,"E"
"'1638'","Lisbon","Portugal",38.781311,-9.135919,3,"E"
"'1639'","Sao Jorge Island","Portugal",38.6655,-28.175817,3,"E"
"'1645'","Mostar","Bosnia and Herzegovina",43.2829,17.845878,3,"E"
"'1646'","Sarajevo","Bosnia and Herzegovina",43.824583,18.331467,3,"E"
"'1647'","Arad","Romania",46.17655,21.262022,4,"E"
"'1649'","Baia Mare","Romania",47.658389,23.470022,4,"E"
"'1651'","Constanta","Romania",44.362222,28.488333,4,"E"
"'1652'","Cluj-napoca","Romania",46.785167,23.686167,4,"E"
"'1654'","Craiova","Romania",44.318139,23.888611,4,"E"
"'1655'","Iasi","Romania",47.178492,27.620631,4,"E"
"'1656'","Oradea","Romania",47.025278,21.9025,4,"E"
"'1657'","Bucharest","Romania",44.572161,26.102178,4,"E"
"'1658'","Sibiu","Romania",45.785597,24.091342,4,"E"
"'1659'","Satu Mare","Romania",47.703275,22.8857,4,"E"
"'1662'","Tirgu Mures","Romania",46.467714,24.412525,4,"E"
"'1663'","Timisoara","Romania",45.809861,21.337861,4,"E"
"'1665'","Geneva","Switzerland",46.238064,6.10895,3,"E"
"'1675'","Lugano","Switzerland",46.004275,8.910578,3,"E"
"'1676'","Bern","Switzerland",46.9141,7.497153,3,"E"
"'1678'","Zurich","Switzerland",47.464722,8.549167,3,"E"
"'1679'","Altenrhein","Switzerland",47.485033,9.560775,3,"E"
"'1682'","Ankara","Turkey",40.128082,32.995083,4,"E"
"'1685'","Adana","Turkey",36.982166,35.280388,4,"E"
"'1688'","Antalya","Turkey",36.898731,30.800461,4,"E"
"'1689'","Gaziantep","Turkey",36.947183,37.478683,4,"E"
"'1691'","Konya","Turkey",37.979,32.561861,4,"E"
"'1693'","Merzifon","Turkey",40.829375,35.521992,4,"E"
"'1694'","Sivas","Turkey",39.813828,36.903497,4,"E"
"'1695'","Malatya","Turkey",38.435347,38.091006,4,"E"
"'1696'","Kayseri","Turkey",38.770386,35.495428,4,"E"
"'1699'","Denizli","Turkey",37.785567,29.701297,4,"E"
"'1701'","Istanbul","Turkey",40.976922,28.814606,4,"E"
"'1706'","Izmir","Turkey",38.292392,27.156953,4,"E"
"'1715'","Dalaman","Turkey",36.713056,28.7925,4,"E"
"'1721'","Elazig","Turkey",38.606925,39.291417,4,"E"
"'1722'","Diyabakir","Turkey",37.893897,40.201019,4,"E"
"'1723'","Erzincan","Turkey",39.710203,39.527003,4,"E"
"'1724'","Erzurum","Turkey",39.956501,41.170166,4,"E"
"'1726'","Trabzon","Turkey",40.995108,39.789728,4,"E"
"'1728'","Van","Turkey",38.468219,43.3323,4,"E"
"'1729'","Batman","Turkey",37.928969,41.116583,4,"E"
"'1735'","Chisinau","Moldova",46.927744,28.930978,4,"E"
"'1737'","Skopje","Macedonia",41.961622,21.621381,3,"E"
"'1738'","Gibraltar","Gibraltar",36.151219,-5.349664,3,"N"
"'1739'","Belgrade","Serbia",44.818444,20.309139,3,"E"
"'1741'","Podgorica","Montenegro",42.359392,19.251894,3,"E"
"'1742'","Pristina","Serbia",42.572778,21.035833,3,"E"
"'1743'","Tivat","Montenegro",42.404664,18.723286,3,"E"
"'1745'","Bratislava","Slovakia",48.170167,17.212667,3,"E"
"'1746'","Kosice","Slovakia",48.663055,21.241112,3,"E"
"'1754'","Providenciales","Turks and Caicos Islands",21.773625,-72.265886,2,"U"
"'1755'","South Caicos","Turks and Caicos Islands",21.515739,-71.528528,2,"U"
"'1759'","La Romana","Dominican Republic",18.450711,-68.911833,2,"U"
"'1760'","Punta Cana","Dominican Republic",18.567367,-68.363431,2,"U"
"'1761'","Puerto Plata","Dominican Republic",19.7579,-70.570033,2,"U"
"'1762'","Santo Domingo","Dominican Republic",18.429664,-69.668925,2,"U"
"'1764'","Santiago","Dominican Republic",19.406092,-70.604689,2,"U"
"'1767'","Guatemala City","Guatemala",14.583272,-90.527475,1,"U"
"'1771'","La Ceiba","Honduras",15.742481,-86.853036,1,"U"
"'1772'","San Pedro Sula","Honduras",15.452639,-87.923556,1,"U"
"'1773'","Guanaja","Honduras",16.445367,-85.906611,1,"U"
"'1774'","Roatan","Honduras",16.316814,-86.522961,1,"U"
"'1776'","Tegucigalpa","Honduras",14.060883,-87.217197,1,"U"
"'1779'","Kingston","Jamaica",17.935667,-76.7875,2,"U"
"'1780'","Montego Bay","Jamaica",18.503717,-77.913358,2,"U"
"'1783'","Acapulco","Mexico",16.757061,-99.753953,1,"S"
"'1785'","Aguascalientes","Mexico",21.705558,-102.317858,1,"S"
"'1786'","Huatulco","Mexico",15.775317,-96.262572,1,"S"
"'1789'","Ciudad Del Carmen","Mexico",18.653739,-91.799017,1,"S"
"'1792'","Culiacan","Mexico",24.764547,-107.474717,1,"S"
"'1793'","Chetumal","Mexico",18.504667,-88.326847,1,"S"
"'1794'","Ciudad Obregon","Mexico",27.392639,-109.833111,1,"S"
"'1795'","Campeche","Mexico",19.816794,-90.500314,1,"S"
"'1796'","Ciudad Juarez","Mexico",31.636133,-106.428667,1,"S"
"'1797'","Chihuahua","Mexico",28.702875,-105.964567,1,"S"
"'1798'","Ciudad Victoria","Mexico",23.703336,-98.956486,1,"S"
"'1800'","Cozumel","Mexico",20.522403,-86.925644,1,"S"
"'1801'","Durango","Mexico",24.124194,-104.528014,1,"S"
"'1802'","Tepic","Mexico",21.419453,-104.842581,1,"S"
"'1804'","Guadalajara","Mexico",20.5218,-103.311167,1,"S"
"'1807'","Hermosillo","Mexico",29.095858,-111.047858,1,"S"
"'1808'","Colima","Mexico",19.277011,-103.577397,1,"S"
"'1810'","Saltillo","Mexico",25.549497,-100.928669,1,"S"
"'1813'","Lazard Cardenas","Mexico",18.001731,-102.220525,1,"S"
"'1814'","Los Mochis","Mexico",25.685194,-109.080806,1,"S"
"'1815'","Del Bajio","Mexico",20.993464,-101.480847,1,"S"
