"movieid","namewords","namepar","year","action","adventure","animation","children.s","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
"'273'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f"
"'274'",4,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'275'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'276'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'277'",4,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'278'",2,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'279'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'280'",4,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'281'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'282'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'283'",3,"f","'1995'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'286'",3,"f","'1995'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'287'",4,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'288'",3,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'289'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'290'",3,"f","'1994'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'291'",3,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'292'",1,"f","'1995'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'293'",6,"t","'1994'","f","f","f","f","f","t","f","t","f","f","f","f","f","t","f","t","f","f"
"'294'",3,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'295'",4,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'296'",2,"f","'1994'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'297'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'298'",2,"f","'1992'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'299'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'300'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'301'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'302'",5,"t","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'303'",5,"f","'1995'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'304'",1,"f","'1995'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'305'",4,"t","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'306'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'307'",3,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'308'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'309'",4,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'310'",1,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'311'",2,"f","'1994'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'312'",4,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'313'",3,"f","'1994'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'314'",5,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'315'",2,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'316'",1,"f","'1994'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'317'",3,"f","'1994'","f","f","f","t","t","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'318'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'319'",2,"f","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'320'",1,"f","'1993'","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f"
"'321'",6,"t","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'322'",3,"f","'1995'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'324'",4,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'325'",4,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'326'",3,"t","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'327'",2,"f","'1995'","t","f","f","f","t","f","f","f","f","f","f","t","f","f","t","f","f","f"
"'328'",7,"f","'1995'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'329'",3,"f","'1994'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'330'",4,"f","'1995'","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'331'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'332'",4,"f","'1995'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'333'",2,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'334'",4,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'335'",2,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'336'",3,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'337'",4,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'338'",1,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'339'",4,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'340'",2,"f","'1994'","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'341'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'342'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'343'",3,"f","'1995'","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'344'",4,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'345'",8,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'346'",1,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f","f","f","f"
"'347'",2,"f","'1992'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'348'",3,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'349'",4,"f","'1994'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'350'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f","t","f","f"
"'351'",2,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'352'",1,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'353'",2,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f"
"'354'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'355'",2,"f","'1994'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'356'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","t","f"
"'357'",5,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'358'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'359'",5,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'360'",3,"f","'1994'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'361'",5,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'362'",3,"f","'1994'","f","t","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'363'",11,"t","'1993'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'364'",3,"f","'1994'","f","f","t","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'365'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'366'",4,"f","'1994'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'367'",2,"f","'1994'","f","f","f","f","t","t","f","f","t","f","f","f","f","f","f","f","f","f"
"'368'",1,"f","'1994'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'369'",6,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'370'",7,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'371'",2,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'372'",2,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'373'",3,"f","'1992'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'374'",2,"f","'1994'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'375'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'376'",3,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'377'",1,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f"
"'378'",1,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'379'",1,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'380'",2,"f","'1994'","t","t","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'381'",6,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'382'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f"
"'383'",2,"f","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'384'",2,"f","'1995'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'385'",5,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'386'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'387'",5,"f","'1994'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'388'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'389'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","t","f"
"'390'",4,"f","'1965'","t","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'391'",2,"f","'1994'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'392'",6,"f","'1993'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'393'",2,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'394'",1,"f","'1995'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'396'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'397'",2,"f","'1995'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'398'",3,"f","'1995'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'401'",1,"f","'1995'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'402'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'404'",7,"f","'1994'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'405'",4,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'406'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'407'",5,"f","'1995'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'408'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'409'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'410'",3,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'411'",3,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'412'",4,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'413'",1,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'414'",4,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'415'",2,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'416'",2,"f","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'417'",1,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'418'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'419'",3,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'420'",4,"f","'1994'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'421'",2,"f","'1994'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'422'",1,"f","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'423'",2,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'424'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'425'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'426'",2,"f","'1993'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","t","f","f"
"'427'",2,"f","'1993'","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","t","f","f"
"'428'",3,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'429'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'430'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'431'",2,"f","'1993'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'432'",8,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'433'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'434'",1,"f","'1993'","t","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'435'",1,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'436'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'437'",3,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'438'",3,"f","'1994'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'439'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'440'",1,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'441'",3,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'442'",2,"f","'1993'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'443'",4,"f","'1994'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'444'",5,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'445'",2,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'446'",3,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'447'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'448'",1,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'449'",5,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'450'",2,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'451'",3,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","t","t","f","f","f","f"
"'452'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'453'",4,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'454'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'455'",2,"f","'1993'","f","t","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'456'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'457'",2,"f","'1993'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'458'",4,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t"
"'459'",2,"f","'1994'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'460'",4,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'461'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'462'",5,"f","'1994'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'463'",3,"f","'1993'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","f"
"'464'",2,"f","'1993'","t","t","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'465'",3,"f","'1993'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'466'",4,"f","'1993'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'467'",3,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'468'",12,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'469'",5,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'470'",3,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'471'",3,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'472'",3,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'473'",4,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'474'",5,"f","'1993'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'475'",6,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'476'",2,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'477'",7,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'478'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'479'",2,"f","'1993'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'480'",2,"f","'1993'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'481'",1,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'482'",2,"f","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'483'",4,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'484'",1,"f","'1994'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'485'",3,"f","'1993'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'486'",3,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
