"userid","ureviewcnt","ustars","vuseful","vfunny","vcool","gender"
"_kOKwnIguM9eOUrDg76AIg",454,3.74,491,303,303,"M"
"_kOY5cdtI73oFMPK6OFMgA",13,3.54,33,24,20,"F"
"_KT63-iB6D5a3YLS1EtCDQ",2,5,2,1,1,"M"
"_KUclCeH47THrV8FiKSzdg",11,3.5,5,1,1,"F"
"_KVtRkDSo-tdZ2JQ6iFmtQ",1,5,3,0,1,"F"
"_kvzxfG0xtA9-A2fILfjAg",2,2.5,1,0,0,"M"
"_l2-nuRUe0LjA6Awiq1xkQ",3,4.33,1,1,1,"M"
"_l26-ZZq6PVZt6NdF_KNDw",244,3.55,99,25,30,"F"
"_L2cdicSee0N72-uilgHyg",76,3.76,54,29,33,"M"
"_l3bvqKe-guxOltSdoZ5-w",152,3.76,222,119,160,"M"
"_l7Q2dwQoN76T81DdTcuqA",4,5,1,0,0,"M"
"_l7xTcmshzR04v1sF9owXw",1,5,0,0,0,"F"
"_L9bVY6Z6_zO4UwDAwzsaQ",56,3.89,86,24,25,"F"
"_L9oKO8FSCQ4emxTcxNZwA",173,3.79,138,85,66,"M"
"_lA4GgcUKW1f892o5jGhBQ",14,3.93,24,17,13,"M"
"_LaAgLAuUIv2HCZYLiUe0A",1,1,3,0,0,"M"
"_lE0CuNLpl0VjSjvergZZw",21,3.24,36,20,5,"F"
"_LEQt7oTVjiaXyVHK_MM7g",68,3.68,141,109,104,"F"
"_LEWHyKohTUSmL-uu2Y7pw",7,3.71,5,0,1,"M"
"_LFbPkb2g7-AqdFr-3nZMw",2,5,0,1,0,"M"
"_LGc_12v8LaaOdz0mdYkXQ",16,3.4,10,1,5,"F"
"_LHissON9dLohfu5oTxZKw",1,5,0,0,0,"F"
"_Li1-mskJaqD2lhQRlWo0A",34,3.53,67,17,26,"F"
"_LIGXXPQzba-ldVRM5KWtA",2,5,0,0,1,"M"
"_LMSMMRVxqrSzt_meu90_Q",4,4.5,2,0,0,"F"
"_lqsH9JNiAU3aZvKeMMnaw",1,5,0,0,0,"F"
"_LR-R1hIA6XWBfPuU-sarg",2,4,0,0,0,"F"
"_lr5PweCiZTa8FHysPVwuw",9,4.11,7,1,0,"M"
"_lRiQndNbOD-mtMtCGBSSw",1,2,2,0,0,"M"
"_lS0ib7YMjZsH79b1Fh-0w",14,3.79,5,0,4,"F"
"_ltON5w7zuVN0ucCxozoCA",2,3,2,0,0,"M"
"_luyn-9gHhNXGoHlfqO4Xg",3,4.67,1,2,0,"M"
"_lvBXBxpW0AFO3TQ4_yPzA",2,3,2,0,0,"F"
"_LxdVv-81bOCpo5asObxIg",3,2,2,1,1,"M"
"_lXfUU3ecHm4yRyPQAYnrw",281,3.5,224,103,95,"F"
"_Ly15VDGZwZPjTsd0ZoBVg",2,4.5,0,0,0,"M"
"_lyR-OYpih8fXTficqZW2g",34,3.62,26,4,17,"M"
"_Lz4b5QL0K8ndeyz2vxslA",31,3.9,17,5,3,"F"
"_lZtxss4YlZFa9te6dGhow",14,4.15,15,6,5,"M"
"_m-_O8MWIvJsaojnJcQmyQ",3,4.67,0,0,0,"F"
"_M-uWdcvYYTgNz_A1XecEw",9,4,22,3,4,"M"
"_M1XuXiMlgi2Bkh43v9y3A",1,1,3,0,0,"F"
"_M2Mt2whJMhXc_iPerB6rQ",100,4.81,11,3,6,"M"
"_M2Q-1d_aNXPTVJD-DP2vg",2,1,0,0,0,"M"
"_m6TR4FW3_BL2DUA49NesQ",5,3.4,6,2,1,"F"
"_M8Az1JG5pg2tSgedL7jLg",10,4.4,6,0,0,"M"
"_mA9NNHOSjId9kLarbMf1w",1,4,0,0,0,"M"
"_MdGXJe0azoWflTyERmnJQ",5,5,1,0,0,"M"
"_MGUzXMVM7l-5NczZo3Hqg",2,5,1,1,1,"M"
"_mjXNMEBG_0Vp3ga6l0XdA",2,5,2,0,0,"M"
"_mkxnjhBzsG_PYvSIVp4tA",8,3.5,13,3,4,"F"
"_MLUOGwK-1jgwub4Wzwk_A",1,5,0,0,0,"M"
"_mo4LtybzPjvg-i6meN-tw",115,3.7,273,92,178,"F"
"_moQEWlhs-b-l50Kc9GEmg",2,3.5,0,0,0,"M"
"_mQ8bDND8WLQQ3LzKDVfZw",2,3.5,3,1,0,"F"
"_mqsvFD9hbFVpzLele419g",2,3,1,0,0,"M"
"_MucjBvznq2y3yDEt9rOHA",1,5,0,0,0,"F"
"_mXOwLl-ZntFB875PMHnsg",17,3.65,7,2,2,"M"
"_N-DeS909pOyryxC0mMAjw",134,3.81,105,57,54,"M"
"_N3bu6YuxkdT9gOSt1v8lw",8,2.57,5,0,0,"M"
"_n4GlpyAIHZqm15_XRbmDA",7,3.14,10,5,2,"F"
"_n6n9lirDx7SPAwTDaYNdQ",31,3.19,58,41,14,"M"
"_nAt9tvfjCVx3f_-VQCVOg",23,4.04,13,1,4,"M"
"_NcR9qOi_DrdCFvH13P0rQ",25,3.6,37,5,7,"F"
"_Ne1ZIVsyjAM1xnUE9J9Dw",9,3.33,7,4,2,"M"
"_Nf5-5EE5pRIClNle43iOQ",1,1,1,0,0,"M"
"_nffzo0sK8aYVhH7emeWEg",4,4.5,7,1,3,"F"
"_Ng6CqgQbZJ3c9ZhWGCu_A",16,4,9,1,6,"F"
"_niq6W4WwggP0TSHDuTlvQ",201,3.54,330,174,161,"F"
"_NJsfonIPeuEp6_BUms5Lg",1,4,1,0,0,"F"
"_nKsyDUIdoTimDPM9aG23w",14,3.79,1,0,0,"F"
"_Nn8lZA9B-1nE0xP-L6hng",12,1.92,30,7,2,"M"
"_nObductLRlK6fyMt1wjtw",15,3.93,37,8,10,"M"
"_NqHp4GZNgiTkOzGLR7FZA",6,5,4,1,1,"F"
"_nt_6qJXQ2gOpzCy5ksU4A",9,4.25,2,0,1,"F"
"_NTHxj8JzWc2zrKWqYNSPw",1,1,1,0,0,"F"
"_nVpYxfiNxrXLoV6LMMyqA",1,5,0,0,0,"M"
"_nx3fPywabQzRkSb-Shftg",9,3,4,1,0,"F"
"_NzaLS_ShPihFW6YT4BWLw",2,5,3,0,0,"M"
"_o01hUGYT5TdJ5exQYpNFA",4,4.5,4,1,1,"M"
"_o49Gr11TjM4x9y9PJMJ7A",6,2.5,2,2,1,"F"
"_o6oPctZvYr5Hi0qChBUsw",462,3.6,2141,1740,1794,"M"
"_o9bFRA94HkzYVJ2adakxg",4,4.5,2,0,0,"F"
"_OAu7G03E42LMr39as19Gw",1,5,3,0,2,"F"
"_oCctJEJ9eR3XTGBsmzY9g",24,4.17,18,2,3,"M"
"_oeeZwI4VY-Gyxs9lMhJnQ",4,3.5,4,3,3,"M"
"_OhvZDcj6wYIXmEAL9zikw",13,3.23,7,1,1,"M"
"_ojI4-V0QIdADPnnLFcMxw",1,5,0,0,0,"F"
"_OKkWgobGfcFscBramhyDw",28,3.93,86,13,15,"F"
"_OLBq0aZR7K-UdPCrByatg",6,4.83,7,0,0,"M"
"_oMJgA8CC8EtcywAsl28SA",5,3.2,1,0,1,"F"
"_onchCmViNiUHJTossHNPA",1,5,1,0,0,"M"
"_oNqrg69OsmK8gNaqew7hQ",10,4.4,5,0,1,"F"
"_orELiNZg7FC4YPG_M-CbQ",4,2,0,0,0,"M"
"_ou2L_pMuXi0JvTn7l4cHQ",13,4.5,2,2,0,"M"
"_P_SVOfSJHWLYYz7YBAOkQ",3,4,0,0,1,"F"
"_p-JkCLupqxm8uev3g5iFw",2,5,2,0,1,"M"
"_P3ncPwJb53OWBvQQxEkKg",8,3.75,7,4,3,"F"
"_P7IAXe-1utwpyk5iytPzQ",2,4,2,0,1,"F"
"_p9EnnLQg6KDlIRU2fYEJA",53,3.21,106,58,49,"M"
"_PamYt-E2Do4Jey1EGEsgA",6,3.83,17,6,1,"M"
"_Pb1oErQ1d0gOEt5D3XTlw",7,3.29,4,4,2,"M"
"_Pcu--HeFV94yAgHHdBQbQ",3,1.33,2,0,0,"M"
"_PEgNzLWS2BgnqeXGQ4iHA",9,4.29,4,0,0,"F"
"_peSrTu0KXMMRGlX-PDXdg",5,4.5,8,0,4,"F"
"_PfzyJIqUsn-X6q77ywjEQ",432,3.91,304,50,158,"M"
"_Pj89RnDeZqelfkAUNvYig",11,4.09,8,5,0,"F"
"_PmOqDgJHS8_uLFSbWygmQ",5,3,7,0,2,"F"
"_PrNbtn0GETIAODetNHytw",5,4.6,1,1,2,"M"
"_pwLekarLM3gITztIf-nZg",21,4.05,14,3,9,"M"
"_PYNitMI2T4PzkNRdb2LuA",1,4,1,0,0,"F"
"_PZOxen887JYIixu-reMJA",27,4.52,12,4,3,"F"
"_PzSNcfrCjeBxSLXRoMmgQ",518,3.68,1175,651,740,"F"
"_Q_wfjOBuZKw_Nx84EIoIg",4,4.75,1,0,0,"F"
"_q107YQfLaUlxmmZclUsSg",2,5,1,0,0,"F"
"_Q3yF9La2WmEwhWOckt24w",101,3.79,126,33,79,"M"
"_q7MX1OcxuEucDvrNsF5ew",12,4.08,26,14,21,"F"
"_Q86NbrhbBGYcH1yqqvnuw",6,3.83,3,3,0,"M"
"_Q8KWRMHyXzVB0YeRfA4KA",9,3.89,3,2,3,"F"
"_QBTD5TY7fwqoOan6BvSqg",4,4.25,1,0,2,"M"
"_QCFrsbx2QDqy5nQEczpNQ",4,3,2,1,0,"F"
"_qDCRA8PTafuoXc0VWyBlw",195,4.08,271,105,162,"F"
"_qdcYuTFitMpmX1qNQ3lbA",1,5,1,0,0,"M"
"_qEHpIm100z3kWEzUKBL4w",4,3,0,0,0,"F"
"_QEz_4cXvMTKaKt1_vwv1g",8,4,14,8,5,"M"
"_QHDTunNfbvtdbv_JqQD4Q",153,3.97,2631,2544,2638,"M"
"_qIE1IZwp5L9MIi0Yf3YeA",386,3.37,428,154,212,"M"
"_QiMEhnlQUvCyFLX3UxCBg",7,3.86,3,0,0,"M"
"_Qmu6kRzKkgMZh_24e6Fwg",1,2,3,0,0,"M"
"_Qnd1qfvgj208_RralhTaA",3,5,1,1,1,"F"
"_qNPiKbcQNMmgxpa7ZWb3g",1,1,1,1,0,"M"
"_qo_IoMloeFYEskKmcmjjg",20,3.06,6,1,1,"M"
"_qOJdvpDvU3XT8Rx6ELIGA",22,3.57,13,6,1,"F"
"_qQJEA45k_E6EGE7vuzUDA",16,3.38,42,24,16,"M"
"_qRCoIFvhXfXm22wA8_TRQ",4,3.25,2,1,0,"F"
"_QrW0F17JNDfgao-bpz9Ng",5,4,0,0,0,"M"
"_qvJ42Toq5L2VWvJuEGnMA",2,5,4,0,0,"F"
"_qVXJjorFTm92Z-f77bBtA",1,5,0,0,0,"M"
"_r233CP60yEM4tvHDR37Tw",1,5,2,0,0,"M"
"_r41TOiRnnYnp1PO6gh_FQ",300,3.29,1072,508,738,"M"
"_R7VHVlXk12JDJ_3oyqoEw",2,5,5,5,6,"F"
"_r8vGOF3c-ogwC_WgKQtIQ",34,3.47,67,23,30,"M"
"_rb9ye10FvgoNp07S_Q6bw",4,4,4,0,3,"F"
"_RbGVrd8NvmsIY0BAQL_ng",10,3.75,24,5,2,"F"
"_rcPBlfL6SPBJAaqE_-KIA",1,1,1,1,0,"M"
"_rcvKZqCCzOcNjLf_V5y_A",6,3.83,5,0,1,"F"
"_rg8SIAg4w2_CsVJNlm7Uw",81,3.75,46,21,25,"F"
"_rG9FJ7N6PQ5Z07Ex9QnKg",9,3.89,0,0,0,"F"
"_Rjh0T26n0kTvPTEUNRr_Q",14,4,15,2,3,"F"
"_rjRFFVLrZN-QFHLHbihVw",1,1,2,0,0,"F"
"_rk4cINsGKNy9bR_grbE0w",6,1,7,0,0,"F"
"_RN13rQ1c77hAi9LU7nwnA",236,3.9,262,136,173,"F"
"_roSZRszLaEVvADgGvNCRQ",19,3.32,58,9,7,"M"
"_rq5yLVpO5gFQNnRUZ6Nbg",47,3.32,30,5,9,"F"
"_rQwlflob-9LVlhbgnJ68g",7,2.6,5,2,1,"M"
"_RtZvDI6yQ2_NJDxm0aQAQ",2,1,2,0,0,"M"
"_Rx2iNZzYsLBp03uB27lXQ",25,4.12,11,3,2,"F"
"_ryfvOUWCEYHJqQ0NdQmsg",1,5,1,0,0,"F"
"_S3ExzlAk-x-ZpBaGmhIiQ",2,5,2,0,0,"M"
"_S4K06Zsf-DJnVaDymIK-g",28,4.36,14,1,1,"F"
"_s5a44jizT4G6prC0yAHrQ",4,4.75,1,0,0,"M"
"_S6kRY8_NppNtWLeGITV5Q",10,3.3,4,1,1,"F"
"_S6yHI_0cApOYdutByNuZQ",66,4.03,89,9,36,"F"
"_SGgZ2gvz_hsxjc73tlrdQ",3,5,0,0,0,"F"
"_sH7eUZa6FKLbT5efS7DaQ",2,3.5,1,0,1,"M"
"_SHoGS8qtT-v_gwGgZLwwg",3,5,1,2,1,"M"
"_Si0t2IOZl5Lfgl2vRWvxg",2,4.5,0,0,0,"F"
"_SiErghkqBPrzi9WHc_bvg",4,5,3,0,1,"M"
"_SlXpoTPL8NQlASv1Pl3fQ",2,5,2,1,1,"M"
"_sMAbMc0ajVApMN3O-r7ZQ",345,4.08,1132,972,930,"F"
"_smlsuzRkhr2LcxMciYP6A",14,3.86,5,0,4,"M"
"_snGutOrxEnAsq7Ba7uIlA",1,2,2,0,0,"M"
"_soMjh8JyPc7ZrnZ6l7_Vg",6,3.8,1,1,1,"M"
"_st1_drv3enx-lFUU8t4gw",30,3.03,28,21,10,"M"
"_Sucb8GQpwJcN4NS_R_mrg",5,3.8,2,1,1,"F"
"_SW59zNhxSmmOBnIx0J4FQ",1,3,0,0,0,"M"
"_SXqziDvvAyNO4OgaMLGmQ",17,4.19,1,0,1,"F"
"_Sy3QhDu-3dTz9x3_bHqUg",3,4.5,1,0,0,"F"
"_t_3Dl44GbyMo35IMtlT6Q",7,3.57,9,2,2,"F"
"_T1n_tMYvgt73Ned56TwGQ",74,4,48,4,15,"F"
"_t3tNHlXdgxdJtyVV-izcQ",83,4.45,245,199,225,"F"
"_T4n3k4_pLDzpAepp7iomg",30,3.57,23,7,8,"M"
"_tBu-2i9uT6LFxh-TyEOHA",7,3.33,8,2,3,"M"
"_tcp042Uw6YhkYsst1CZjA",6,4.33,7,1,5,"M"
"_TD_Ig3ACArz8XtmViblrg",79,3.59,67,12,14,"M"
"_tD87EWAtMagkrCuoRfCBA",3,5,4,0,1,"F"
"_TfzMPtfO1LZRHHedDsoVw",8,4.29,11,6,0,"M"
"_tH9ttWZNQjr7KaUVp2fXQ",12,3.83,12,3,3,"M"
"_THWnEpJp48u-ffNO8k8Uw",138,3.57,640,436,431,"M"
"_TKHvI5i-NeRO87jL0IHfQ",15,3.47,6,7,5,"M"
"_tN36282k3Dejcn4l-Qrxw",4,3.75,6,2,1,"F"
"_TnXqVAlRSoDHS80RCjxsg",2,3.5,2,0,0,"F"
"_TS3aQ5wSe_JEjOjXe3WJg",4,4.5,1,0,0,"F"
"_tTNzjkD-pvWqSb-Ahw9Uw",30,3.34,19,15,5,"M"
"_TUmUYMRZSa3rLwADWlqcQ",5,4.4,0,1,0,"F"
"_TvgE2G5gXG59pTRvW_18w",77,3.57,63,19,30,"M"
"_tVI6-YW4917BSzKodlpOQ",10,4.1,7,1,1,"F"
"_tVtwI9UKHpmIHb76LOzAQ",10,3.6,20,2,2,"F"
"_TwebdfnmS1XjbbTCsG6OA",15,4.33,2,3,3,"F"
"_TWXVolZxzI3j3RveB4yZA",3,5,1,1,1,"F"
"_TX75svGN4X26g7W8RyDrQ",2,4.5,1,0,0,"F"
"_tYBfde1tz-Q-b_bcVzMRw",12,4.82,7,14,4,"M"
"_U3qgsKent5QyoEkRAxOhA",2,5,1,0,0,"F"
"_u633kLv1SQ-6tgcxLIyyQ",2,2.5,0,0,0,"M"
"_U96A40H3j1OfGCaKbaZLw",4,5,4,0,0,"M"
"_uaE6QuGOZcwopWWC_2Z-Q",2,5,0,1,0,"F"
"_UAyLUAFAe8lnry2NEfVGA",245,3.6,38,9,15,"F"
"_uBFjCsLsaKnIWNsQZzTFQ",95,3.59,108,43,37,"M"
"_UBgVUci7IU_kFnsty5njQ",9,4,19,15,19,"M"
"_ueBLYa9E3WO8KRpc37yBA",27,4.27,47,7,12,"M"
"_UhFmYeZOzi2GTFkSUuo8A",23,3.91,19,4,2,"F"
"_UHTCaa2p8U37B0u9vHzYA",72,4.21,55,20,47,"M"
"_uJfNzJxh1XcsS1D8AGaTQ",6,2.83,5,2,1,"M"
"_UJjAun37KxkCoj40H5w8A",14,3.86,29,3,9,"F"
"_uL7OiQSfNsCd60DrAf7qQ",216,3.87,489,204,284,"F"
"_uLtybFNthITalKyAiFurA",42,3.63,36,13,10,"M"
"_un2DLiOivOx7fMMyjmZ9g",1,5,0,0,0,"M"
"_UN5qVrlY4ZU-Ce1At5flg",1,3,0,0,0,"M"
"_uNcCzXHXi-Bxwa3byEdag",3,4.67,1,0,0,"M"
"_uNkmoeAfBSBUlSawTEkpg",1,4,0,2,0,"F"
"_UntjFaTK8MCx7EfBVtSAg",327,3.69,466,289,319,"F"
"_uPfI-nF_8CvMj2Dc4Z3BQ",88,3.31,78,42,18,"F"
"_uPqvlRzNNUTjpuBS8kGYQ",16,3.81,23,10,12,"M"
"_UQ2AbFjztSg7RWFdX2YIA",1,1,2,1,1,"F"
"_Uq8LfC6X3UJoTurlbiUrA",2,1.5,2,0,0,"M"
"_UroR-PVu7ZK6Iv_1TSY_w",1,1,0,0,0,"M"
"_uTNISvvdkO4ymOmkuNMVg",1,3,1,1,0,"M"
"_uWc9mBsSXz1gQw3rf-1fg",18,3.22,4,0,0,"F"
"_UYIO5gOdWyhR0kKcRCZqg",224,3.23,670,610,561,"F"
"_v0jAk50pZB9-grAwFpsIA",4,5,1,1,1,"F"
"_v3rSWQNbfxayqyNGCy4bw",10,4.4,10,2,3,"F"
"_v6xJSrCHNnK0CEnu1ZM0w",5,3.4,1,1,0,"M"
"_vF06EErKqgoOkmpLpspOA",1,5,1,1,1,"F"
"_Vg2vXkC_8_owQhHRUjzUQ",2,4.5,2,1,0,"F"
"_vh0gXPma2RMmhU1YUvM0Q",3,4.33,5,1,1,"M"
"_VhRJnEP_YcfFIerTSd7XQ",4,4.25,5,2,0,"M"
"_VjumgyA7erYrM8Zcbwn0w",20,3,34,8,12,"M"
"_vJwqJw0kq2HLaERMwGn5Q",17,4.18,16,8,7,"M"
"_vLV2UIwknuqV5Ez1I6c9Q",107,3.93,45,18,13,"F"
"_VM0ZZfqobfEg_WUPmm9Mw",6,4,7,1,1,"F"
"_vmcHwVnvUCz5TdRyd4jNA",12,4.25,11,0,2,"F"
"_VMmezOMTCnZr4vh7l80pQ",3,5,4,0,1,"M"
"_VNTAefAwYnVWWn2mcWl6w",2,4,6,0,0,"M"
"_VnUd2VTHID7qrQf1mc3Aw",1,5,2,1,3,"F"
"_vqTpp_s1aKr2UobJyXkWQ",7,3.14,16,4,1,"M"
"_vse1j9b-G2j4qzM4WitgA",5,2.6,11,3,4,"F"
"_Vskj_AsnSoDBgeXmfCwlA",6,3.5,1,1,1,"M"
"_vSplejv6v2fMDhgMARd0Q",267,3.62,186,111,91,"F"
"_vTyqTbfhZ-SlQVxz9HH8A",70,3.03,43,8,20,"F"
"_vX8GF9uMxkGtMy_k7BeEg",5,3.2,6,1,2,"M"
"_vYaOd7kdLpbT-YxkiJOaQ",6,4.33,9,1,5,"F"
"_Vz_FO6Mp3Ffyfbx_6beaw",2,5,0,0,0,"M"
"_w_fJpUp6zZZmobQfFLZLA",4,3.5,6,0,0,"M"
"_w_hrcZ-9uObIBepDmLJwg",1,5,1,0,0,"F"
"_w3nEzisBIdhonjIJt8RlQ",3,3,3,0,0,"M"
"_w4uNlrT3UMdtWc7w8Szlg",3,4.5,0,0,0,"M"
"_W5CrweclBgxUoH2m4DGBw",50,4.18,26,16,13,"M"
"_W6oR77P23Bv6asfA0ea8Q",2,4.5,2,0,1,"F"
"_w6TcXLd3XzDxuq9TPoneQ",2,3,1,1,1,"F"
"_W7ecnOluJboLxCVWVAaOg",2,1,1,0,0,"F"
"_w9Heqb4e-597dC-3JP_qg",2,4.5,0,0,1,"M"
"_WaVElGHbkLLUniFGR808Q",6,4.67,5,0,0,"M"
"_wCV4dGv2icqT3ehW3aBCw",3,3,3,1,1,"M"
"_wD3ZoyLdZedmO-mD6j4nQ",2,3,0,0,0,"M"
"_Wevc86W40uH5ZyjAWiJbQ",5,3.25,3,0,0,"M"
"_wfddB2WyV2lXdX7gDHbdg",23,4.22,21,4,7,"M"
"_wfE9qupXGPasdhwhRWrEw",44,3.86,49,12,17,"M"
"_WhFFzGEtKynzPo-GBcGVA",4,5,3,1,1,"M"
"_WjZIZP9JnYgE_fBp8tIJg",2,2,6,0,0,"M"
"_wkx_mk530QJ0ftvWs-3fg",1,5,1,1,2,"M"
"_WLf7qbP6VUSNiEr10P3kg",1,5,0,0,0,"F"
"_wmjgPcNCCe-jByO68VcWg",2,5,1,0,0,"F"
"_wnIcBPW8txQbuzNuVNfVg",3,5,0,0,0,"F"
"_wO4h6Tq3INW6wYAK1oFYA",15,4.2,17,0,1,"F"
"_wrWwHH25SkSNanFFmXv4w",4,4,3,1,1,"F"
"_Wsaswxl1nchulQZQ1Dk1Q",17,3.75,18,3,4,"M"
"_WsYM2E-FxTfUvpjMNq99w",40,3.9,106,36,53,"F"
"_wT5tL5J5r_Q3sS28ltOzA",8,4.25,3,0,2,"M"
"_wTSOfumctqKLTf5tWhZHg",8,4.33,5,1,3,"F"
"_wUMD9kZtGZ1es0E71lHnw",1,1,1,1,0,"M"
"_wvX9DS9pQpO4Jznpk6q1A",32,3.91,54,14,12,"M"
"_wWDuIIibeQFY-1e6DQ7Vg",1,5,1,0,0,"M"
"_wY1dHBXKN4NjB5IsIk4eQ",264,3.74,2337,2025,2286,"F"
"_wyCFNqRGkS3A0EmGCUNJQ",4,4.75,3,1,1,"M"
"_x_ZjMYJrxgaVWrv7W0aIQ",3,5,0,0,0,"M"
"_X0UMURuPHHZSIdZKpvn0g",7,4.14,5,4,1,"M"
"_X1zedRYJt_pf7fosmForA",18,3.33,29,7,6,"M"
"_X8od78WA-0xaDfiw3hvfg",1,1,0,0,0,"F"
"_XaulsDbn5ZGrNHG1NT5ug",7,5,5,0,2,"F"
"_xgHmVtCsGvBU3sX7-vfeQ",7,2.86,4,0,1,"F"
"_xJkcMftrm3of1IzUrfhFw",1,1,0,1,0,"M"
"_XKBfvm8QWOFJqKo87Ywrg",3,5,2,1,1,"M"
"_XOVjcbUsQL19dXdqEMTwA",3,4.5,3,0,0,"F"
"_XP8ZlSoxCwqczUoCk0X-w",8,4,22,4,5,"F"
"_XrD5E0sM0P6J_4CvJYq-w",11,3.1,15,1,5,"F"
"_xt9upq-UIMNFFFbklranw",39,4.13,22,6,9,"F"
"_XtSFErEgPFtE0iQj5z6wA",2,1,2,1,1,"M"
"_XUAMVEoTmNUmS6-OZ-1eQ",2,5,1,0,0,"M"
"_XXQEkN20UnCKKbVDu5QHg",15,4.21,16,2,3,"F"
"_y4dlsoL5iX4edAtlBYVhQ",1,5,0,0,0,"F"
"_Y8R8-KObMKut1yUPJ75AA",1,5,0,0,0,"F"
"_YBLJ3LFHWvqaHy7puKfOQ",13,3.38,14,4,5,"M"
"_YdRYVQhgBBso_Erefhk5w",10,4.1,0,0,0,"M"
"_YFr0NsiulAoUOAtARP_Xw",9,3.78,28,4,9,"F"
"_YFR6-hazqMoElCx9iyrXA",2,5,2,0,0,"M"
"_ygG26BvuLCtcss3do0e5Q",2,4,0,0,0,"F"
"_yHJOWee2trtkQZcPk7cEA",1,2,0,0,0,"M"
"_yM1lAE62d41f4-4ht2E_A",29,3.66,16,2,4,"M"
"_yNB6a_dAo-ayngAtZ4Lhg",132,3.88,75,12,15,"F"
"_YNKf7vrI08r2eI0tM6zqw",218,4.03,504,60,257,"M"
"_yPN_z0BTWvSdUoNjSFqBQ",8,4.88,8,0,2,"M"
"_YqBqnkw7MWNH3aCU33M4A",3,4.33,1,1,0,"F"
"_yrAYMjEwTKD8CFUwE2SAA",1,1,0,0,0,"F"
"_ysWGVN5yGuf703yyRoGHA",2,5,3,0,0,"M"
"_YTOJaWER-bPqO3Uxm7TXQ",3,2,1,0,0,"F"
"_YvaKqDlRuNhV5x7eIXgNA",2,3,4,1,1,"M"
"_YyY-GXUun7I7pUpOD25tw",1,1,3,2,1,"M"
"_z_hsl5RCh-k7TfdS9DSgw",7,4,4,0,2,"M"
"_z52G4oMS7biipY6KEdkAA",4,3.25,3,1,0,"M"
"_zaFZkZczLPTfvztdSDWSw",19,3.63,12,1,0,"F"
"_zdPkM5MzBzGRGpXvBZl_A",3,4,8,1,4,"F"
"_zDy7VyK8w7R_Je_xFVGnw",1,5,0,0,0,"F"
"_zfWY0azQDLxEEs-QdKmXw",1,5,0,0,0,"F"
"_ziwLnD-H4kQCTognv_Shg",2,5,4,1,1,"M"
"_ZJanTGDypTxfm1Ut7IqaQ",49,4.1,50,13,10,"M"
"_zKLlHKzoHH5JoKI9ZXSNQ",8,3.5,7,0,7,"M"
"_ztEoAb-TG-ojLClkrddTQ",2,1,0,0,0,"F"
"_ZXThWhgLL94mAXOntLDXA",562,3.55,382,141,171,"M"
"_zy06PmV-FmYvmod9yFOhw",15,3.73,4,2,1,"M"
"_Zyg6nLWg_fEFp_uFqlOEg",8,3.5,18,3,3,"F"
"_zzbOKGWJPalnZ6hgKE6zg",14,3.64,15,2,1,"F"
"-_33GV5Jdy0K-1m3LUtx3A",42,3.12,71,34,16,"M"
"-_3p-2J3onbOHKMltqTCdQ",26,4.15,94,29,64,"F"
"-_60mfgx5GNsroA0QSRqcw",94,3.64,162,27,55,"M"
"-_GtJEB9B4Ckm7Cd8RIq1A",17,3.64,74,23,8,"F"
"-_GY1HTGxxE0ZyQ6cw0KSQ",3,2.33,2,0,0,"F"
"-_ilQMnX9m3hthIioMGNwg",4,3,2,0,0,"F"
"-_kYtEITbj5khWLI1P9TDQ",6,3.83,10,2,4,"M"
"-_loVFMd357p7ryUkqcaHQ",6,4.5,1,0,1,"F"
"-_mDUXmM5CWo1Q4qwuoiPA",45,4.36,126,59,74,"F"
"-_UkIF706Xr2H1aaYEhdww",1,5,0,0,0,"M"
"--5hzxWLz5ozIg6OMo6tpQ",11,2.67,13,0,1,"F"
"--65q1FpAL_UQtVZ2PTGew",187,4.16,733,396,541,"M"
"--AqBuo717RyacADExYbSA",1,5,0,0,0,"M"
"--dofeOsROFpm0q_dmqTTA",2,4.5,0,0,0,"M"
"--lMCM6K8-9NTvPlbCMXEA",19,3.58,8,2,2,"F"
"--LzFD0UDbYE-Oho3AhsOg",31,3.9,5,0,2,"F"
"--M-cIkGnH1KhnLaCOmoPQ",6,3.6,5,7,5,"F"
"--RD0Z_F0tV4L-AzhOzXYA",68,3.91,78,50,64,"M"
"--rlgfAvvi0BtfRDA1p-VQ",9,4.56,4,1,2,"M"
"--VxRvXk3b8FwsSbC2Zpxw",26,4.12,34,5,15,"F"
"--xayi5_x00uSNZZGQgY6A",141,3.32,74,17,24,"M"
"-01H9S7YxFrhRgNdvxmaVQ",2,5,0,0,0,"M"
"-06LYbA4Qm_9E83KNT1Jrg",7,4.71,8,2,2,"M"
"-0D3oSKIIWCTtii9ggLpcw",1,5,0,0,0,"M"
"-0gh7015nDOhZlwzlNNxwA",11,4.09,6,3,2,"M"
"-0heMfd5ngN1qm3vrVL83g",1,5,4,0,4,"F"
"-0Js-tuVNbipC-AG_1lfbw",2,4.5,0,0,1,"M"
"-0nLkzsZsFiX3nE4UKw5vg",67,4.31,104,7,53,"F"
"-0stzn_U5HE0pkIaU1YKPA",3,4.67,3,0,0,"M"
"-0t6A5EL5CCX1EFu5VxPTg",1,3,0,0,0,"F"
