"businessid","cat109","cat363","cat361","cat366","cat344","cat33","city","cat501","cat444","cat404","cat259","cat246","cat79","open","cat221","cat314","cat104","state","latitude","longitude","bstars","breviewcnt","wday1","wday2","wday3","wday4","wday5","wend1","wend2","wend3","wend4","wend5"
"_sBRg5hmoBqkZPzFpcMBOQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.507962,-112.028682,3.5,4,0,2,4,0,8,0,0,2,2,3
"_SNUn-zCwX_r-xaztpSjpg","f","f","t","f","f","f","Peoria","f","t","f","f","f","f","t","f","f","f","AZ",33.638898,-112.243053,1,5,0,2,5,4,0,0,0,3,0,0
"_sppJb0durssEnD1fs94mw","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6255226,-111.9436496,2.5,4,0,8,3,2,2,0,1,1,1,0
"_tBjV5yVrOgbTUpri56Ruw","f","f","t","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.495225,-112.038091,3.5,3,4,4,4,4,4,4,4,4,4,4
"_TekkyyFeX_8MBepPIxuTg","f","f","f","f","f","f","Chandler","f","f","f","t","f","f","t","f","f","f","AZ",33.3023282,-111.8427622,4.5,103,0,4,13,13,20,0,0,7,5,8
"_TJGY39JZkeQuHw53ySsPg","f","f","f","f","f","t","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.351089,-111.84303,4.5,3,4,4,4,4,4,4,4,4,4,4
"_tkAI5Q5XQSfgbqJzDKSDQ","t","f","f","f","f","f","Scottsdale","f","f","f","f","t","f","t","f","f","f","AZ",33.4931793,-111.9320931,3,138,0,2,2,9,22,0,1,1,2,8
"_TOy0-P-UMA1_mpL-lPgxw","t","f","f","f","f","f","Gilbert","f","f","f","t","f","f","f","f","f","f","AZ",33.3299681,-111.7922733,4.5,4,4,4,4,4,4,4,4,4,4,4
"_tqUyEHN0pKnALyhY6BNFg","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4295988,-111.9407222,3.5,5,1,1,3,7,2,0,2,3,0,0
"_TsQL0GYnStvozi_xOtV2w","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.64085,-112.030411,4,8,0,1,4,4,1,0,1,0,0,0
"_tULIKll0EQsIAnPnxaoLg","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.2937998,-111.7218861,2.5,5,0,2,2,1,2,0,0,0,3,0
"_tWPlLKRenyHPvkxqZ2UQQ","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6566467285156,-111.866561889648,5,4,0,0,2,6,5,0,0,0,1,0
"_TWT58PWunYIyPgpz1fuog","t","f","f","f","t","f","Scottsdale","t","f","f","f","t","t","t","f","f","f","AZ",33.639896,-111.94439,3.5,34,7,1,10,11,27,3,2,4,5,10
"_tx3bW0cC2xjOfn9FqlsXg","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","t","t","AZ",33.4949032,-112.0302201,4.5,3,4,4,4,4,4,4,4,4,4,4
"_txmjWyyMsJEF-Jz2FTgjQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5790844,-111.8865662,4,10,0,2,7,10,5,0,1,4,4,1
"_uc_VNsFQKsvclW8lmONjg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.505353,-111.997797,5,3,0,2,0,0,5,0,0,1,1,0
"_uf5F_RiMBPHSl2Saex8AA","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","f","f","f","f","AZ",33.3223,-111.8767,3,9,4,4,4,4,4,4,4,4,4,4
"_ufhmY-588fNlV5ers3UQQ","t","f","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.6372391359233,-112.355997562408,4.5,4,0,0,4,5,2,0,0,3,1,0
"_uJ3nZSeZjlrUV2ne1L-4Q","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.496767,-112.10151,4.5,10,0,6,6,9,2,0,2,4,2,1
"_UrbZpgCq638dWrS0Vly2A","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6297775,-111.8874099,3.5,10,0,2,4,4,1,0,1,4,1,0
"_uUlWKhPmjFUUxOSS-EP_w","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6694612565176,-111.9049680233,3,6,0,10,8,3,2,0,3,2,1,4
"_uy2i0KjsilMG0kGHr9q8Q","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.4145172,-111.8345171,4.5,20,0,3,8,3,6,0,0,1,0,0
"_w2wIsBh-1M1ZCed2KjLlw","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3928296,-111.9426162,3,31,1,1,9,7,12,0,0,0,1,1
"_wAFGWHxmWoogZ15Jn1Daw","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5510673918785,-112.057160942137,2.5,4,0,1,1,0,0,0,0,1,1,0
"_wrA7CMbMqcWEDCNghi5cg","t","f","f","f","t","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6385407,-112.2194127,2.5,30,0,13,14,3,12,0,7,6,3,2
"_wSjXbRK5TffUEkwpbD9GQ","f","f","f","f","f","t","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.484439,-112.364213,3,4,4,4,4,4,4,4,4,4,4,4
"_X4onMscIcbmDNaY92octg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4949303,-111.9828806,4.5,5,0,0,1,3,1,0,0,0,0,0
"_xQE0T6qC8fo8f60fesX8g","f","f","f","f","f","f","Mesa","f","f","t","f","f","f","t","f","f","f","AZ",33.3982889,-111.7881059,4.5,3,4,4,4,4,4,4,4,4,4,4
"_yfprBETaYgySkKyl8ZWMQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4504828,-112.0739897,3,43,1,3,4,5,17,1,4,3,4,3
"_yGo2ubkwQPXcKrdcURSNw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.460294,-111.985653,3,19,3,13,16,12,17,0,5,3,4,5
"_YP4DLfj7Gcx6_qxhgkxIg","f","f","f","f","f","t","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4150462,-111.8733645,3,4,4,4,4,4,4,4,4,4,4,4
"_yPLHvbeRcFazrUusCNHKA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4878314,-112.0304322,5,3,4,4,4,4,4,4,4,4,4,4
"_YswYrpv6YdO3R3CP8R8oQ","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.625473,-111.9263251,3,40,0,1,3,7,13,0,0,1,3,6
"_yUeZBoHERR8A-8wGlQ56Q","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.260653,-111.857424,3,6,1,7,9,8,16,0,2,7,3,4
"_yUnSG3p6yn2L2KiEjr-XQ","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.391919,-111.892053,4,4,0,2,11,5,0,0,1,2,1,0
"_yW2zLQAmqhj2m7rBbpFPw","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.611403,-112.236825,4,14,1,2,10,5,12,0,0,6,1,5
"_YyzQyz2gwXKRfL6aorfIg","f","f","t","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.712233,-112.101323,3.5,3,0,2,3,2,0,0,1,0,0,0
"_Z7YhbiFwGkE9JFI7s3u2Q","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6293721,-111.8875733,2,7,0,4,8,5,1,0,1,2,0,1
"_ZFiCMNEoAX3InUXhZVYOA","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.597127,-112.152723,2.5,7,4,6,4,6,9,1,3,1,3,2
"_Zkp3zoHDdpFrD4ea2Pr4g","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.421385,-111.94297,3,3,1,0,5,2,1,0,0,2,0,1
"_zksiS8qbYcn9GMi6kqhoA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3842246,-112.073296,2.5,3,4,4,4,4,4,4,4,4,4,4
"_ZP5cN3wMmHlOEgP-yH9Gg","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.408901,-111.853046,4,10,0,3,7,4,2,0,0,1,1,0
"_zpoklU8dTPDgoyQmyNSUQ","f","f","f","f","f","t","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2958392,-111.899491,3.5,6,1,2,2,3,0,0,0,3,0,0
"_Ztp2sSQKQuwFUX-rp-xlQ","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4659722,-112.1503713,4.5,3,1,10,11,6,10,0,6,2,4,3
"_ZUjcIbbKAhRiPDbtKzOBg","f","f","f","f","f","f","Phoenix","f","f","t","f","f","f","t","f","f","f","AZ",33.7110102,-112.1142778,2.5,5,0,3,4,4,8,0,0,3,2,3
"-_0Dx-cEvnQ0w2mauUpyXA","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","t","t","AZ",33.450047,-112.075677,4.5,30,0,6,4,4,1,0,2,3,1,0
"-_JBgygYYD_UkuD-GVTp6A","t","f","f","f","f","f","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.451414,-112.357595,3.5,5,0,3,9,4,2,0,1,3,0,1
"-_K8AE722c1u9Dsa8jo_vg","f","f","f","f","f","f","Apache Junction","f","f","f","f","f","f","t","f","f","f","AZ",33.4153525,-111.603996,4,6,4,4,4,4,4,4,4,4,4,4
"-_Ke8q969OAwEE_-U0qUjw","t","f","f","f","f","f","Glendale","f","f","f","t","f","f","f","f","f","f","AZ",33.6538701,-112.1862714,4.5,6,4,4,4,4,4,4,4,4,4,4
"-_npP9XdyzILAjtFfX8UAQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4499,-112.0739,3,15,0,0,3,2,0,0,1,1,0,2
"-_R8e87VykfxZxRz8Sosqw","f","f","f","f","f","t","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3492329,-111.952101,4,10,0,3,3,5,1,0,1,2,1,0
"-_v2x-BHC0awbCykFJEmHg","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4303965,-111.9377527,5,5,4,4,4,4,4,4,4,4,4,4
"-_wk7WTa_--ZJWFF_i5v_w","f","f","f","f","f","f","Phoenix","t","f","f","f","t","t","t","f","f","f","AZ",33.5531987,-112.0571347,4,5,1,0,2,12,13,1,2,3,4,5
"--5jkZ3-nUPZxUvtcbr8Uw","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4633733188117,-111.926908493042,4.5,11,0,1,10,5,12,0,1,4,3,2
"--BlvDO_RG2yElKu9XA1_g","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.621463,-111.8983054,4,37,0,5,15,7,14,0,1,6,3,5
"-0bUDim5OGuv8R0Qqq6J4A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5396436,-112.0993598,2.5,6,1,6,5,0,0,3,2,4,0,1
"-0D_CYhlD2ILkmLR0pBmnA","f","f","f","f","f","f","Peoria","f","f","f","t","f","f","t","f","f","f","AZ",33.5515055,-112.2698024,4,5,0,0,1,2,1,0,0,0,0,0
"-0QBrNvhrPQCaeo7mTo0zQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4511634,-112.11428,4.5,3,1,0,2,0,3,1,0,1,0,1
"-0xwm_AwS0d_5rwUprHGuw","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.3932601,-111.8686061,4,16,0,7,3,2,7,1,0,2,0,0
"-1-sUowC7fJ-cn7mCxvJ5w","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.497981,-111.927413,2.5,3,4,4,4,4,4,4,4,4,4,4
"-1bOb2izeJBZjHC7NWxiPA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4801124,-112.0771796,3.5,51,0,21,11,0,0,0,8,5,0,0
"-1N0Z3uM8xbxKS8XiAnaog","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6225455,-111.9285701,2.5,3,4,4,4,4,4,4,4,4,4,4
"-2xCV0XGD9NxfWaVwA1-DQ","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.5662639,-112.276615,4,4,0,1,1,0,1,0,0,0,0,0
"-34jE_5dujSWMIOBudQsiQ","f","t","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.637203,-111.882191,5,4,4,4,4,4,4,4,4,4,4,4
"-3WVw1TNQbPBzaKCaQQ1AQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.48585,-112.0691813,3.5,145,0,5,16,13,16,0,1,4,5,5
"-3xbryp44xhpN4BohxXDdQ","t","f","f","f","f","f","Phoenix","f","f","f","f","t","t","t","f","f","f","AZ",33.678615,-111.9746066,3.5,65,0,2,9,13,20,0,1,4,5,6
"-4A5xmN21zi_TXnUESauUQ","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.477178,-111.925799,4.5,255,6,25,20,9,2,1,9,8,3,1
"-4QayefhaPXm6wPp-Zpb0A","f","f","f","f","f","f","Tolleson","f","f","f","f","f","f","t","f","f","f","AZ",33.464005,-112.238603,4.5,3,1,5,2,2,4,0,1,2,1,1
"-4zMr3jk0ykmsk5sxsQMlA","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.335144,-111.8590783,4,5,0,6,5,4,2,0,1,1,4,3
"-5EWgRkudDlcCbQSIL_twA","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.459023,-112.068175,2,12,0,2,3,2,0,0,0,0,0,0
"-5IgAihccTd8_iENVgpd9A","f","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.6368363,-112.236722,3.5,3,1,1,1,2,1,0,0,0,0,1
"-5rFC4EVrT-v8g1PSEf6Xg","t","f","f","f","f","f","Avondale","f","f","f","f","f","f","t","f","f","f","AZ",33.4823893,-112.3408511,4,35,0,0,7,5,7,0,0,3,1,3
"-5XAZC1hC6G0NDkmPyhmUg","f","f","f","f","f","f","Gilbert","f","f","f","t","f","f","t","f","f","f","AZ",33.3372093,-111.7559502,3.5,5,0,6,7,5,8,0,1,5,4,3
"-65rmLRQ5JDwI-l8UDEV7Q","f","f","f","f","f","t","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.333651,-111.7727912,3.5,3,0,0,5,0,0,0,1,1,0,0
"-6O53B-ksqSKzWM6Y9moEQ","t","f","f","f","f","f","Gilbert","t","f","f","f","t","t","t","f","f","f","AZ",33.3783296,-111.8323874,2.5,7,0,3,4,0,0,0,1,1,0,0
"-6Roo-EHgSdUa4rP3tWyRw","t","f","f","f","t","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.306411,-111.89307,3.5,42,0,18,13,8,10,0,5,7,2,5
"-6yIYUuwYcZnClI_8_ojVg","f","f","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.63636,-112.37466,2.5,3,4,4,4,4,4,4,4,4,4,4
"-73hx2hut_2KPcGpCTO5YA","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","t","f","f","f","AZ",33.5278497,-111.9258842,3,15,0,1,2,2,10,0,0,2,2,4
"-7smFzvh2E2fOOYs-0Dl8w","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3796242,-111.7559874,4.5,4,0,2,6,5,7,0,1,1,0,1
"-7XuLxfYwZ9x72mEKXdv0A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.48001,-112.167718,4.5,7,0,1,1,3,2,0,0,0,0,0
"-8aZ0v511M1zpoZAC3N3VA","f","t","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.4077705,-111.9537169,4,7,0,1,3,2,1,0,0,0,0,0
"-8IvK1VBMRqYY6CQzD6arg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3582072,-112.0641947,3,13,0,5,2,3,0,0,3,3,0,1
"-8PVP-Pnv232xPOUgPrxmg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.666611,-112.118879,3.5,3,0,12,13,11,9,0,5,7,5,4
"-8vrk9UzM2oIey95PZOHuA","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.652158,-112.257284,1.5,5,0,2,0,1,0,0,0,0,0,0
"-8wyZkzfBmCFkMwCGcR4PQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.505884,-112.047907,3.5,33,0,6,13,2,0,0,1,4,0,0
"-8Z6AiHwXInpnl6Q1Ey_5w","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.638405,-111.979837,2,4,4,4,4,4,4,4,4,4,4,4
"-92fePI5W6MwOaxMxphFjA","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.641598,-112.225578,3.5,6,0,1,4,6,3,0,0,2,1,0
"-98noPZy1sH6NndWmdtuDw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4499,-112.0739,2.5,5,0,4,4,3,2,0,1,5,1,2
"-9meXYVIw8yFg_yMG5RvCw","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3051971,-111.9660156,3.5,3,1,1,0,0,0,0,0,0,0,2
"-9pVS__IliMA2aNEYzrQrg","t","f","f","f","t","f","Scottsdale","t","f","f","f","t","t","t","f","f","f","AZ",33.500169,-111.919817,3,107,9,3,10,15,28,5,2,6,4,12
"-A5CFmkgdMEggaihtyxX4Q","f","f","f","f","f","f","Phoenix","f","f","f","f","t","t","f","f","f","f","AZ",33.457863,-112.068359,3.5,12,0,0,0,1,2,0,0,1,0,0
"-A82xEVAjOYZtDdRQw1FQw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.638405,-111.979837,5,5,4,4,4,4,4,4,4,4,4,4
"-AAig9FG0s8gYE4f8GfowQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5006532,-112.0739689,4.5,278,0,5,20,15,14,0,1,8,3,3
"-aBTFWuluGAJId7C4KNqeQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6543072884178,-112.007406949997,3,7,0,3,10,6,1,0,2,5,3,0
"-AcBphGFzYILy1XhnAwQTw","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4366655,-111.9403254,5,3,4,4,4,4,4,4,4,4,4,4
"-aDuOZelvBHWKh-NrXooow","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.609811,-112.119194,4,13,0,8,13,3,1,0,2,3,0,2
"-AEvCwVegPstHNAkhds-UA","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3814295,-111.7568672,4,3,0,1,1,2,0,0,0,0,0,0
"-b_VjHZmA7-8LVWp6z36VA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4068343,-112.0235948,3.5,21,0,0,3,1,2,0,1,1,1,0
"-B55j4VAqKcxCQz2T1obJA","f","t","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.401362,-111.728268,2.5,5,4,4,4,4,4,4,4,4,4,4
"-Bb1Xwd677TBSIPjw4x7oA","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.4320859998357,-111.864777803421,2.5,19,1,9,18,13,21,0,3,7,5,8
"-bd26a1QEEpqUZjBmtBUiQ","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.421909,-111.9506847,4,179,2,3,18,12,16,0,1,7,6,6
"-BQHw828VNrNZ7LtFnFJCA","f","f","t","f","f","f","Surprise","f","t","f","f","f","f","t","f","f","f","AZ",33.653328,-112.375846,5,3,4,4,4,4,4,4,4,4,4,4
"-Bt99QgCCzmoZbchuDG_ew","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.363559,-111.890896,5,4,4,4,4,4,4,4,4,4,4,4
"-cKWUXE-16M1R15UOt6sqQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5025941,-111.9296765,3.5,13,0,4,9,8,5,0,1,2,3,1
"-cy8EpdXs44iT3FR4En0QA","t","f","f","f","f","f","Queen Creek","f","f","f","f","f","f","t","f","f","f","AZ",33.2549107,-111.6335652,4,19,0,3,10,4,5,0,2,1,2,1
"-CYr479M7Y49UqIPwFcjEg","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.699198,-112.142065,5,4,4,11,5,5,3,0,3,2,1,1
"-CZ78c-H3tTxpP-uQ09CWw","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.4212308,-111.9823707,4.5,3,4,4,4,4,4,4,4,4,4,4
"-d1I0dwtCg1IIjnI3DZ38Q","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4088426,-112.0471014,3.5,6,0,1,3,0,0,0,1,0,0,0
"-dAVih5pWe7DEohm3tF69A","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","t","f","f","AZ",33.6117897,-111.9783582,3.5,3,4,4,4,4,4,4,4,4,4,4
"-DGbZCnfEiHUy-ksKeJ72Q","t","f","f","f","t","f","Tempe","t","f","f","f","t","t","t","f","f","f","AZ",33.413399,-111.909728,3.5,10,2,3,6,12,8,1,3,4,4,5
"-dRR_A0y3EfW83CrKxXTQQ","f","f","f","t","f","f","Queen Creek","f","f","f","f","f","f","t","f","f","f","AZ",33.234537,-111.615091,5,4,4,4,4,4,4,4,4,4,4,4
"-dz2h55a0SdnBJEXQm9CAQ","f","f","f","f","f","f","Gilbert","f","f","t","f","f","f","t","f","f","f","AZ",33.321564,-111.804857,3.5,7,0,6,4,0,0,0,1,1,1,0
"-E6XYf1ce1NCtV3QQI-3xA","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.389011,-111.844019,4,5,0,0,4,2,4,0,0,0,0,0
"-EctXOb3B7T177jGYUhjVA","t","f","f","f","t","f","Tempe","f","f","f","f","t","t","t","f","f","f","AZ",33.407561,-111.9475246,4,139,8,6,18,15,30,2,3,7,6,12
"-eE4PAWu5FBRnAvbIMzWqg","t","f","f","f","f","f","Paradise Valley","f","f","f","f","f","f","f","f","f","f","AZ",33.5297976,-111.9258158,2,4,4,4,4,4,4,4,4,4,4,4
"-eim7j3MfRWxhatv-udhYw","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5401509,-112.0565528,5,4,0,2,6,0,0,0,0,0,0,0
"-EOZn5fbMKUo_3QEDFfedQ","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2927543,-111.7961668,2.5,6,1,14,9,0,2,0,2,1,2,3
"-ev01HlCKf7CYsh8ZXG_7w","f","f","f","f","f","f","Phoenix","f","f","t","t","f","f","f","f","f","f","AZ",33.5094453,-112.0290689,3.5,8,4,4,4,4,4,4,4,4,4,4
"-Ez-Awbe41Tq8rNItBdA-A","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5063676,-112.0335679,2.5,3,0,0,1,1,0,0,2,1,0,0
"-F9-dpfu6eVuS7HGs1ptsQ","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.383123,-111.964485,3,11,0,1,11,9,6,0,0,6,4,1
"-fgp41smAIXPBzmWzpY1aQ","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6387572,-112.1879,4,5,0,1,1,4,1,0,0,1,1,0
"-fIGHIUdHX-T_ZGh2IQz4Q","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5023163,-111.9276581,2.5,4,0,1,1,5,4,0,1,1,2,1
"-fpBB1Oa7fVi7liNUd8qow","f","f","f","f","f","f","Chandler","f","f","f","f","t","f","t","f","f","f","AZ",33.3198659,-111.9086311,4.5,4,0,3,6,5,14,0,1,6,3,4
"-fsCfTYEnJ4s6yStgBnQig","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.6151575,-111.9264331,4,46,0,1,4,4,7,0,0,1,4,3
"-ftQeUsqwDkExRg6IYrubQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6543532140261,-112.083579911637,4.5,105,1,4,18,13,11,0,2,8,3,2
"-Fv9yPpyBd2Ophih6b2mTw","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.503024,-112.047179,4,7,0,0,2,4,5,0,0,1,1,0
"-g5leVOzKA33Ruabe2Zo9w","t","f","f","f","f","f","Gilbert","f","f","f","t","f","f","t","f","f","f","AZ",33.3348676,-111.7895811,2.5,12,0,6,2,0,0,0,0,2,0,0
"-gefwOTDqW9HWGDvWBPSMQ","t","f","f","f","f","f","Phoenix","f","f","f","f","t","f","t","f","f","f","AZ",33.4504575,-112.0743441,3.5,127,8,2,16,13,30,4,0,8,5,12
"-GPiLRLH0MWH6Pjs0WDglg","t","f","f","f","t","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6383375,-112.2229387,2.5,11,0,0,1,7,6,0,0,2,1,1
"-Gse8l_ec33gkWgotCLsew","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","f","f","f","f","AZ",33.334634,-111.913015,4,7,0,0,2,0,1,0,0,0,0,1
"-GYx5GAx_-4XEsn7mFwdkA","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3838835,-111.8059007,2.5,11,0,0,13,7,16,0,0,6,3,4
"-h-q6zTIdPlkz9BDP11sBg","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5102068,-112.0272041,4,145,0,4,18,14,24,0,1,5,6,6
"-H0JvSyF8r8vGDEBjRNArg","f","f","f","f","f","t","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.4628571,-112.3581953,3.5,3,4,4,4,4,4,4,4,4,4,4
"-h1WpfgqAmJcJDqyXXJ2og","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3938633,-111.6922657,4.5,13,0,2,18,10,11,0,1,7,4,4
"-h9LochyBgKpsLwNXfTiOw","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","f","f","f","f","AZ",33.5674985,-112.1670965,3,9,4,4,4,4,4,4,4,4,4,4
