"bookid","titlewords","authorwords","year","publisher"
"'1012'",2,2,"'1993'","'56'"
"'1013'",2,2,"'1996'","'19'"
"'1017'",1,2,"'1998'","'6'"
"'1018'",3,2,"'1985'","'397'"
"'1019'",3,3,"'1994'","'7'"
"'1021'",7,2,"'2001'","'394'"
"'1022'",1,2,"'1993'","'7'"
"'1023'",3,2,"'1996'","'7'"
"'1024'",4,2,"'1989'","'7'"
"'1025'",3,2,"'1993'","'398'"
"'1026'",3,2,"'1990'","'92'"
"'1027'",8,2,"'1993'","'209'"
"'1028'",4,2,"'2002'","'151'"
"'1029'",10,3,"'1993'","'399'"
"'1030'",13,2,"'1987'","'180'"
"'1032'",8,2,"'1999'","'63'"
"'1044'",2,2,"'1995'","'39'"
"'1045'",3,3,"'1995'","'28'"
"'1046'",5,2,"'1994'","'99'"
"'1047'",4,2,"'1994'","'99'"
"'1048'",4,3,"'2002'","'404'"
"'1049'",11,2,"'1991'","'40'"
"'1050'",2,2,"'1999'","'249'"
"'1051'",2,2,"'1983'","'36'"
"'1052'",2,2,"'1994'","'10'"
"'1053'",6,2,"'2002'","'169'"
"'1054'",3,3,"'1996'","'405'"
"'1055'",3,2,"'2001'","'185'"
"'1056'",5,2,"'1988'","'34'"
"'1057'",7,2,"'1987'","'109'"
"'1058'",10,2,"'1982'","'406'"
"'1059'",10,1,"'0'","'407'"
"'1060'",5,2,"'2004'","'29'"
"'1061'",6,3,"'2003'","'66'"
"'1062'",2,2,"'1980'","'408'"
"'1063'",5,2,"'1998'","'99'"
"'1064'",12,2,"'1993'","'140'"
"'1065'",5,2,"'2000'","'140'"
"'1067'",7,3,"'1995'","'410'"
"'1068'",11,2,"'1998'","'156'"
"'1070'",7,3,"'1994'","'410'"
"'1072'",6,2,"'2002'","'161'"
"'1073'",3,2,"'2002'","'39'"
"'1074'",3,2,"'2003'","'36'"
"'1075'",3,2,"'1989'","'137'"
"'1077'",2,2,"'1987'","'19'"
"'1078'",2,2,"'1998'","'19'"
"'1079'",4,2,"'1999'","'28'"
"'1080'",1,3,"'1990'","'171'"
"'1081'",17,2,"'1960'","'412'"
"'1082'",5,2,"'1989'","'66'"
"'1084'",2,2,"'1995'","'44'"
"'1085'",11,2,"'1994'","'39'"
"'1086'",8,2,"'1997'","'28'"
"'1087'",3,2,"'1995'","'10'"
"'1090'",3,1,"'1997'","'414'"
"'1091'",8,2,"'2001'","'394'"
"'1092'",3,2,"'1975'","'415'"
"'1093'",2,2,"'2002'","'61'"
"'1094'",2,2,"'1996'","'56'"
"'1095'",5,2,"'1993'","'40'"
"'1097'",6,2,"'1992'","'56'"
"'1098'",5,2,"'1991'","'56'"
"'1099'",2,2,"'1995'","'140'"
"'1100'",4,2,"'1988'","'39'"
"'1101'",5,2,"'1986'","'39'"
"'1102'",8,2,"'1974'","'143'"
"'1103'",3,2,"'1999'","'417'"
"'1106'",8,2,"'1997'","'66'"
"'1107'",7,2,"'1996'","'175'"
"'1108'",2,2,"'1985'","'36'"
"'1109'",4,2,"'1997'","'160'"
"'1111'",4,2,"'2000'","'140'"
"'1112'",5,3,"'1970'","'46'"
"'1114'",7,2,"'2001'","'421'"
"'1116'",3,2,"'1993'","'19'"
"'1117'",1,2,"'1998'","'72'"
"'1118'",2,2,"'2000'","'9'"
"'1119'",4,2,"'1986'","'423'"
"'1120'",9,2,"'1994'","'281'"
"'1121'",1,3,"'1989'","'56'"
"'1123'",4,2,"'1976'","'214'"
"'1128'",5,2,"'1981'","'160'"
"'1129'",2,2,"'1990'","'40'"
"'1130'",3,2,"'1995'","'74'"
"'1131'",2,2,"'1983'","'425'"
"'1132'",8,2,"'1993'","'28'"
"'1133'",6,2,"'1997'","'74'"
"'1134'",8,2,"'2001'","'28'"
"'1135'",7,2,"'1991'","'75'"
"'1136'",5,2,"'1999'","'398'"
"'1139'",5,2,"'1996'","'139'"
"'1140'",2,2,"'1994'","'7'"
"'1141'",10,2,"'1997'","'28'"
"'1142'",8,2,"'1999'","'15'"
"'1143'",7,2,"'2002'","'374'"
"'1145'",2,2,"'1997'","'427'"
"'1146'",9,2,"'2001'","'56'"
"'1148'",5,3,"'1994'","'57'"
"'1149'",6,2,"'2001'","'76'"
"'1150'",4,2,"'1999'","'28'"
"'1151'",6,2,"'1999'","'429'"
"'1153'",4,2,"'2002'","'239'"
"'1155'",10,2,"'1999'","'143'"
"'1156'",11,2,"'1998'","'160'"
"'1157'",5,2,"'2000'","'400'"
"'1160'",3,2,"'2001'","'43'"
"'1162'",6,2,"'1999'","'118'"
"'1164'",4,2,"'1999'","'120'"
"'1166'",3,2,"'0'","'432'"
"'1167'",3,2,"'1998'","'126'"
"'1170'",5,2,"'2000'","'118'"
"'1171'",8,2,"'1999'","'116'"
"'1172'",13,2,"'1992'","'180'"
"'1173'",13,4,"'1992'","'109'"
"'1175'",2,2,"'1991'","'56'"
"'1176'",2,2,"'2002'","'38'"
"'1177'",17,2,"'2002'","'74'"
"'1178'",3,3,"'1991'","'109'"
"'1179'",11,2,"'1989'","'66'"
"'1183'",4,3,"'1985'","'59'"
"'1185'",8,2,"'1996'","'435'"
"'1186'",12,3,"'1982'","'28'"
"'1187'",10,3,"'1984'","'28'"
"'1188'",7,3,"'1981'","'109'"
"'1190'",12,2,"'1978'","'28'"
"'1191'",12,3,"'1978'","'109'"
"'1192'",3,2,"'1991'","'140'"
"'1193'",1,2,"'1984'","'425'"
"'1195'",2,2,"'2000'","'168'"
"'1196'",2,2,"'1999'","'28'"
"'1198'",11,2,"'1996'","'39'"
"'1201'",5,2,"'1990'","'133'"
"'1202'",2,2,"'2003'","'79'"
"'1203'",4,2,"'2000'","'213'"
"'1206'",15,2,"'2002'","'394'"
"'1208'",1,2,"'1998'","'35'"
"'1210'",3,2,"'1978'","'35'"
"'1214'",11,2,"'2002'","'40'"
"'1215'",5,2,"'1997'","'154'"
"'1216'",4,3,"'1986'","'400'"
"'1217'",3,3,"'1996'","'36'"
"'1218'",6,2,"'1997'","'53'"
"'1220'",1,2,"'1988'","'439'"
"'1221'",3,2,"'1999'","'76'"
"'1223'",2,2,"'1998'","'56'"
"'1224'",8,2,"'1974'","'44'"
"'1225'",6,3,"'1989'","'140'"
"'1226'",3,2,"'1997'","'59'"
"'1228'",4,2,"'0'","'425'"
"'1230'",2,2,"'2003'","'441'"
"'1233'",3,2,"'2000'","'118'"
"'1234'",5,3,"'2003'","'118'"
"'1235'",4,3,"'1966'","'122'"
"'1236'",7,2,"'1974'","'123'"
"'1239'",2,2,"'2002'","'118'"
"'1240'",22,3,"'1997'","'7'"
"'1241'",1,2,"'1996'","'36'"
"'1242'",3,2,"'1997'","'36'"
"'1243'",6,2,"'1997'","'100'"
"'1244'",3,2,"'1996'","'59'"
"'1249'",6,2,"'1992'","'213'"
"'1251'",3,2,"'1993'","'332'"
"'1253'",9,2,"'1993'","'140'"
"'1255'",10,2,"'2000'","'107'"
"'1256'",7,4,"'1989'","'56'"
"'1262'",2,2,"'0'","'446'"
"'1263'",7,2,"'1989'","'56'"
"'1264'",5,2,"'0'","'95'"
"'1266'",8,2,"'2002'","'40'"
"'1267'",3,2,"'1982'","'447'"
"'1268'",1,2,"'2002'","'448'"
"'1269'",3,2,"'1998'","'99'"
"'1275'",5,2,"'1997'","'31'"
"'1276'",2,3,"'1996'","'31'"
"'1278'",7,3,"'1997'","'118'"
"'1282'",1,2,"'2002'","'88'"
"'1283'",4,2,"'2000'","'88'"
"'1285'",10,2,"'2003'","'66'"
"'1287'",3,2,"'1999'","'454'"
"'1289'",10,2,"'1994'","'252'"
"'1290'",3,2,"'1990'","'456'"
"'1291'",10,2,"'1996'","'185'"
"'1292'",2,2,"'1990'","'273'"
"'1293'",6,3,"'1990'","'457'"
"'1294'",3,2,"'1993'","'92'"
"'1295'",10,2,"'2002'","'36'"
"'1296'",7,3,"'1992'","'25'"
"'1297'",7,2,"'1999'","'69'"
"'1299'",4,3,"'1989'","'56'"
"'1300'",3,2,"'2002'","'25'"
"'1302'",6,2,"'1992'","'140'"
"'1303'",6,2,"'1983'","'109'"
"'1305'",3,2,"'1979'","'109'"
"'1306'",6,3,"'2003'","'459'"
"'1307'",12,2,"'1997'","'169'"
"'1308'",5,2,"'1990'","'246'"
"'1309'",4,2,"'1994'","'28'"
"'1310'",1,2,"'1988'","'28'"
"'1312'",4,2,"'2002'","'59'"
"'1313'",8,2,"'1993'","'36'"
"'1315'",3,2,"'2001'","'140'"
"'1320'",3,2,"'1990'","'109'"
"'1321'",3,2,"'1980'","'28'"
"'1322'",2,2,"'1982'","'109'"
"'1323'",5,2,"'1991'","'57'"
"'1324'",2,2,"'1988'","'40'"
"'1325'",6,2,"'2002'","'96'"
"'1326'",7,2,"'2001'","'96'"
"'1327'",4,2,"'1986'","'39'"
"'1328'",5,2,"'1989'","'40'"
"'1329'",7,3,"'2002'","'140'"
"'1330'",6,2,"'2000'","'377'"
"'1331'",6,2,"'2000'","'213'"
"'1332'",9,2,"'2001'","'461'"
"'1333'",1,2,"'2003'","'106'"
"'1335'",10,4,"'2001'","'169'"
"'1336'",2,2,"'2002'","'39'"
"'1337'",3,3,"'2002'","'134'"
"'1338'",3,2,"'2002'","'213'"
"'1341'",2,2,"'1988'","'154'"
"'1342'",4,2,"'2002'","'76'"
"'1344'",3,2,"'1998'","'4'"
"'1348'",5,2,"'1993'","'154'"
"'1349'",2,2,"'1999'","'43'"
"'1350'",8,2,"'1986'","'462'"
"'1351'",6,2,"'1996'","'56'"
"'1352'",2,2,"'2000'","'28'"
"'1353'",2,2,"'1996'","'59'"
"'1355'",5,2,"'2002'","'57'"
"'1356'",4,2,"'1999'","'132'"
"'1357'",2,2,"'2002'","'40'"
"'1358'",3,2,"'1995'","'57'"
"'1359'",1,2,"'2003'","'256'"
"'1360'",2,3,"'1993'","'28'"
"'1361'",5,2,"'1994'","'40'"
"'1363'",1,2,"'2001'","'381'"
"'1364'",4,3,"'1996'","'319'"
"'1365'",3,2,"'2002'","'134'"
"'1374'",5,2,"'1999'","'66'"
"'1375'",7,3,"'1997'","'140'"
"'1376'",9,2,"'1994'","'28'"
"'1377'",1,2,"'1999'","'175'"
"'1378'",7,3,"'1990'","'66'"
"'1379'",6,2,"'2003'","'465'"
"'1380'",3,2,"'1992'","'466'"
"'1381'",1,3,"'2004'","'256'"
"'1382'",5,2,"'0'","'68'"
"'1383'",4,2,"'1996'","'467'"
"'1384'",9,2,"'2002'","'56'"
"'1385'",8,2,"'2000'","'468'"
"'1386'",8,2,"'1998'","'469'"
"'1387'",6,2,"'1998'","'469'"
"'1388'",5,2,"'1990'","'28'"
"'1393'",10,2,"'2003'","'472'"
"'1394'",4,2,"'2002'","'472'"
"'1395'",2,2,"'1973'","'32'"
"'1396'",18,2,"'1986'","'43'"
"'1397'",13,2,"'2001'","'473'"
"'1398'",2,2,"'2003'","'28'"
"'1399'",3,3,"'1986'","'96'"
"'1400'",5,2,"'1998'","'66'"
"'1401'",3,2,"'1985'","'214'"
"'1402'",6,2,"'2001'","'10'"
"'1403'",2,3,"'1984'","'39'"
"'1405'",4,2,"'2003'","'474'"
"'1406'",5,2,"'2003'","'61'"
"'1407'",11,3,"'2003'","'88'"
"'1408'",10,2,"'2001'","'96'"
"'1409'",3,2,"'1996'","'57'"
"'1411'",1,2,"'2001'","'76'"
"'1412'",1,2,"'1994'","'175'"
"'1413'",8,3,"'1996'","'388'"
"'1414'",13,2,"'1990'","'186'"
"'1415'",6,2,"'1988'","'73'"
"'1420'",2,2,"'1995'","'180'"
"'1421'",3,2,"'1998'","'140'"
"'1422'",17,2,"'1999'","'200'"
"'1423'",2,3,"'2000'","'389'"
"'1424'",3,2,"'1996'","'36'"
"'1425'",8,2,"'2003'","'477'"
"'1426'",18,2,"'2003'","'320'"
"'1428'",6,2,"'1991'","'478'"
"'1429'",13,2,"'1997'","'15'"
"'1430'",4,2,"'1992'","'137'"
"'1431'",7,2,"'1997'","'57'"
"'1432'",2,2,"'1985'","'180'"
"'1433'",8,2,"'2002'","'355'"
"'1434'",1,3,"'2001'","'479'"
"'1436'",8,3,"'1996'","'56'"
"'1441'",16,3,"'1988'","'482'"
"'1442'",8,2,"'2002'","'160'"
"'1443'",1,2,"'2003'","'182'"
"'1446'",4,2,"'2001'","'485'"
"'1450'",5,4,"'1995'","'269'"
"'1451'",4,2,"'2001'","'255'"
"'1452'",2,2,"'2002'","'129'"
"'1453'",3,2,"'2004'","'129'"
"'1455'",6,2,"'1997'","'46'"
"'1456'",12,2,"'2002'","'487'"
"'1457'",7,2,"'1999'","'289'"
"'1459'",9,2,"'2003'","'149'"
"'1461'",2,2,"'1998'","'185'"
"'1462'",5,2,"'1998'","'70'"
"'1464'",6,2,"'2002'","'7'"
"'1465'",2,2,"'2001'","'38'"
"'1467'",2,3,"'1996'","'36'"
"'1469'",3,2,"'1987'","'434'"
"'1470'",2,2,"'2000'","'83'"
"'1471'",10,2,"'2002'","'182'"
"'1472'",2,2,"'1998'","'38'"
"'1473'",5,2,"'1984'","'40'"
"'1476'",1,2,"'1995'","'40'"
"'1477'",3,2,"'2000'","'103'"
"'1478'",10,2,"'2004'","'9'"
"'1479'",10,2,"'2002'","'253'"
"'1481'",4,2,"'2002'","'490'"
"'1482'",2,2,"'2001'","'476'"
"'1483'",5,2,"'1995'","'36'"
"'1484'",3,2,"'2001'","'491'"
"'1485'",7,2,"'1996'","'172'"
"'1486'",4,2,"'2002'","'66'"
"'1487'",4,3,"'1993'","'79'"
"'1488'",3,2,"'1996'","'492'"
"'1489'",3,2,"'1996'","'75'"
"'1490'",2,2,"'2003'","'182'"
"'1491'",3,2,"'2000'","'28'"
"'1492'",2,2,"'2001'","'28'"
"'1493'",2,2,"'1994'","'39'"
"'1494'",2,2,"'1996'","'493'"
"'1495'",2,2,"'1999'","'168'"
"'1496'",1,2,"'1994'","'494'"
"'1497'",3,2,"'2002'","'175'"
"'1498'",5,2,"'1996'","'57'"
"'1499'",3,2,"'1998'","'19'"
"'1500'",3,2,"'1995'","'57'"
"'1501'",1,2,"'1998'","'88'"
"'1502'",2,2,"'2001'","'198'"
"'1503'",7,2,"'1984'","'36'"
"'1504'",2,2,"'1999'","'132'"
"'1505'",3,2,"'1992'","'140'"
"'1506'",3,3,"'2000'","'40'"
"'1507'",6,2,"'1992'","'28'"
"'1508'",2,2,"'1997'","'495'"
"'1509'",6,2,"'1999'","'44'"
"'1510'",4,2,"'1997'","'74'"
"'1511'",12,3,"'1996'","'56'"
"'1512'",5,2,"'2000'","'394'"
"'1513'",4,2,"'1997'","'72'"
"'1514'",5,2,"'1995'","'140'"
"'1515'",5,2,"'1997'","'88'"
"'1516'",2,3,"'1995'","'35'"
"'1517'",2,2,"'1990'","'28'"
"'1518'",5,2,"'1998'","'75'"
"'1519'",8,2,"'1989'","'67'"
"'1520'",9,2,"'1995'","'88'"
"'1521'",5,2,"'2001'","'38'"
"'1522'",2,2,"'1997'","'38'"
"'1524'",5,2,"'1990'","'140'"
"'1525'",6,2,"'2003'","'83'"
"'1526'",4,2,"'2003'","'74'"
"'1527'",6,3,"'2003'","'171'"
"'1528'",2,2,"'2003'","'7'"
"'1530'",3,2,"'2003'","'83'"
"'1532'",8,2,"'2002'","'72'"
"'1533'",7,2,"'1994'","'105'"
"'1534'",3,3,"'2000'","'40'"
"'1535'",3,2,"'1999'","'40'"
"'1537'",13,2,"'1997'","'83'"
"'1538'",8,2,"'2002'","'374'"
"'1539'",2,2,"'2001'","'46'"
"'1540'",3,2,"'1994'","'40'"
"'1541'",6,2,"'1996'","'40'"
"'1542'",1,2,"'1997'","'38'"
"'1543'",3,2,"'1991'","'40'"
"'1544'",3,2,"'2001'","'246'"
"'1545'",3,2,"'2002'","'149'"
"'1546'",3,2,"'2002'","'149'"
"'1548'",11,2,"'1994'","'168'"
"'1549'",3,2,"'2003'","'149'"
"'1552'",3,2,"'2003'","'38'"
"'1554'",6,2,"'2001'","'140'"
"'1555'",14,3,"'2000'","'499'"
"'1557'",13,2,"'2002'","'149'"
"'1558'",5,2,"'1976'","'35'"
"'1559'",2,2,"'1996'","'308'"
"'1560'",10,2,"'2004'","'56'"
"'1561'",3,2,"'2001'","'133'"
"'1562'",2,2,"'2000'","'140'"
"'1563'",1,2,"'2003'","'96'"
"'1564'",3,3,"'2002'","'161'"
"'1565'",6,2,"'2001'","'28'"
"'1566'",5,2,"'2003'","'133'"
"'1567'",6,2,"'1997'","'278'"
"'1568'",6,2,"'1995'","'19'"
"'1569'",2,2,"'2002'","'149'"
"'1570'",4,2,"'1996'","'154'"
"'1572'",12,2,"'1986'","'180'"
"'1573'",2,3,"'1975'","'34'"
"'1574'",6,2,"'2002'","'172'"
"'1575'",13,2,"'2001'","'66'"
"'1576'",1,2,"'2003'","'114'"
"'1578'",3,2,"'1991'","'168'"
"'1579'",12,2,"'1998'","'502'"
"'1580'",1,2,"'2002'","'75'"
"'1585'",5,2,"'1996'","'25'"
"'1586'",8,2,"'1978'","'97'"
"'1589'",8,3,"'2001'","'41'"
"'1590'",6,2,"'1990'","'109'"
"'1591'",7,2,"'1989'","'239'"
"'1592'",7,2,"'1989'","'239'"
"'1593'",3,2,"'2004'","'7'"
"'1594'",3,3,"'2002'","'40'"
"'1596'",6,2,"'2002'","'40'"
"'1597'",2,2,"'1997'","'7'"
"'1598'",3,2,"'2003'","'39'"
"'1599'",3,2,"'2002'","'39'"
"'1600'",8,3,"'1997'","'465'"
"'1601'",3,3,"'2000'","'160'"
"'1602'",5,2,"'1994'","'117'"
"'1605'",2,2,"'1997'","'149'"
"'1606'",4,2,"'1994'","'505'"
"'1610'",3,2,"'1999'","'149'"
"'1611'",17,2,"'1994'","'35'"
"'1612'",2,2,"'1980'","'507'"
"'1613'",4,2,"'1991'","'140'"
"'1616'",3,2,"'1998'","'82'"
"'1622'",2,2,"'1973'","'50'"
"'1625'",4,2,"'2002'","'308'"
"'1626'",4,3,"'2002'","'508'"
"'1629'",5,2,"'2000'","'50'"
"'1632'",4,2,"'0'","'511'"
"'1633'",6,2,"'1985'","'71'"
"'1639'",6,2,"'2001'","'114'"
"'1641'",5,3,"'1999'","'246'"
"'1642'",7,3,"'1984'","'156'"
"'1644'",4,2,"'2001'","'284'"
"'1645'",4,2,"'1998'","'514'"
"'1646'",1,2,"'1990'","'36'"
"'1650'",9,2,"'2001'","'35'"
"'1651'",5,2,"'1997'","'25'"
"'1652'",2,2,"'2001'","'40'"
"'1653'",6,1,"'1998'","'516'"
"'1654'",6,2,"'1989'","'56'"
"'1656'",2,2,"'2002'","'517'"
"'1657'",7,2,"'1991'","'28'"
"'1659'",7,2,"'2000'","'39'"
"'1661'",7,2,"'2000'","'171'"
"'1665'",4,2,"'1996'","'28'"
"'1666'",5,2,"'1972'","'286'"
"'1667'",4,2,"'1998'","'521'"
"'1668'",1,2,"'1997'","'154'"
"'1670'",5,2,"'1991'","'393'"
"'1672'",1,2,"'1997'","'272'"
"'1673'",8,5,"'1997'","'523'"
"'1674'",2,3,"'1997'","'92'"
"'1676'",5,2,"'1999'","'127'"
"'1679'",2,2,"'1982'","'215'"
"'1680'",7,3,"'2000'","'160'"
"'1681'",2,2,"'1999'","'168'"
"'1682'",3,2,"'2002'","'525'"
"'1683'",4,2,"'2003'","'147'"
"'1685'",8,2,"'1996'","'527'"
"'1686'",1,2,"'2003'","'295'"
"'1687'",14,2,"'2001'","'528'"
"'1691'",6,2,"'1989'","'457'"
"'1692'",2,3,"'1984'","'68'"
"'1695'",8,2,"'1993'","'303'"
"'1696'",8,3,"'2000'","'66'"
"'1697'",8,2,"'2001'","'28'"
"'1698'",5,3,"'1995'","'28'"
"'1701'",3,2,"'2003'","'493'"
"'1702'",2,2,"'2002'","'390'"
"'1703'",2,2,"'1999'","'140'"
"'1704'",2,2,"'2001'","'268'"
"'1705'",3,2,"'2002'","'66'"
"'1706'",7,3,"'2001'","'143'"
"'1707'",7,2,"'2002'","'56'"
"'1708'",6,2,"'1956'","'530'"
"'1709'",24,3,"'2000'","'531'"
"'1710'",8,2,"'1987'","'160'"
"'1711'",11,2,"'2002'","'28'"
"'1712'",4,2,"'1985'","'74'"
"'1713'",5,2,"'1994'","'213'"
"'1714'",5,3,"'1997'","'134'"
"'1715'",2,3,"'1999'","'6'"
"'1716'",12,3,"'2001'","'435'"
"'1718'",5,2,"'2000'","'533'"
"'1722'",12,2,"'2000'","'43'"
"'1723'",6,2,"'1988'","'252'"
"'1726'",6,2,"'1991'","'329'"
"'1727'",12,2,"'2001'","'538'"
"'1728'",8,2,"'2003'","'182'"
"'1730'",3,2,"'2002'","'69'"
"'1732'",2,2,"'2002'","'539'"
"'1733'",2,2,"'1993'","'92'"
"'1735'",2,2,"'0'","'540'"
"'1737'",1,2,"'1997'","'56'"
"'1743'",15,2,"'2002'","'354'"
"'1746'",3,2,"'2001'","'544'"
"'1748'",7,2,"'1998'","'52'"
"'1749'",3,2,"'1978'","'214'"
"'1750'",8,2,"'2003'","'286'"
"'1751'",1,2,"'2001'","'538'"
"'1752'",4,2,"'1998'","'59'"
"'1754'",6,2,"'1998'","'53'"
"'1758'",4,3,"'1959'","'547'"
"'1760'",2,2,"'1999'","'432'"
"'1761'",2,2,"'2004'","'38'"
"'1762'",8,3,"'2003'","'7'"
"'1763'",6,2,"'2002'","'152'"
"'1764'",5,4,"'1973'","'253'"
"'1765'",5,2,"'2002'","'32'"
"'1767'",2,2,"'2002'","'548'"
"'1771'",2,2,"'1995'","'126'"
"'1773'",8,2,"'2000'","'116'"
"'1774'",5,2,"'2001'","'10'"
"'1775'",2,2,"'2001'","'7'"
"'1776'",2,2,"'1999'","'7'"
"'1777'",2,2,"'1998'","'168'"
"'1778'",2,2,"'1995'","'39'"
"'1779'",4,2,"'2000'","'109'"
"'1780'",5,2,"'1997'","'66'"
"'1781'",4,2,"'2004'","'394'"
"'1782'",6,2,"'2003'","'161'"
"'1784'",15,3,"'2003'","'404'"
"'1785'",4,2,"'2000'","'180'"
"'1786'",1,2,"'1991'","'19'"
"'1787'",7,2,"'1999'","'38'"
"'1788'",3,2,"'2003'","'213'"
"'1789'",5,2,"'2001'","'134'"
"'1790'",8,3,"'2000'","'134'"
"'1791'",5,2,"'2001'","'28'"
"'1792'",5,3,"'1996'","'28'"
"'1793'",12,2,"'1999'","'88'"
"'1794'",3,2,"'1997'","'88'"
"'1795'",14,2,"'2003'","'129'"
"'1797'",2,3,"'1994'","'57'"
"'1800'",6,2,"'1978'","'214'"
"'1801'",5,3,"'1996'","'381'"
"'1803'",2,2,"'2000'","'131'"
"'1804'",3,2,"'1993'","'39'"
"'1805'",7,2,"'1998'","'72'"
"'1806'",14,2,"'1990'","'92'"
"'1811'",4,2,"'2000'","'75'"
"'1813'",3,3,"'1997'","'53'"
"'1814'",3,2,"'1996'","'246'"
"'1815'",5,2,"'0'","'250'"
"'1816'",2,2,"'1996'","'24'"
"'1818'",11,3,"'2004'","'554'"
"'1819'",3,2,"'2002'","'168'"
"'1820'",14,2,"'2000'","'200'"
"'1821'",6,2,"'1996'","'394'"
"'1822'",3,3,"'1997'","'7'"
"'1823'",1,2,"'2002'","'9'"
"'1824'",3,3,"'1992'","'289'"
"'1828'",8,2,"'1995'","'303'"
"'1829'",3,2,"'1999'","'143'"
"'1830'",4,2,"'2001'","'169'"
"'1835'",6,2,"'1997'","'127'"
"'1836'",9,2,"'2001'","'57'"
"'1837'",3,2,"'1995'","'40'"
"'1839'",5,2,"'1997'","'154'"
"'1841'",12,2,"'2004'","'198'"
"'1842'",2,2,"'1987'","'128'"
"'1845'",4,2,"'1996'","'257'"
"'1846'",7,3,"'1983'","'4'"
"'1848'",20,3,"'1997'","'182'"
"'1849'",8,2,"'2003'","'160'"
"'1850'",6,3,"'2000'","'160'"
"'1853'",12,3,"'2000'","'435'"
"'1854'",5,3,"'2000'","'134'"
"'1855'",2,2,"'2000'","'7'"
"'1858'",2,2,"'2002'","'182'"
"'1859'",2,2,"'1998'","'57'"
"'1860'",3,3,"'1999'","'7'"
"'1861'",2,2,"'1992'","'28'"
"'1862'",2,2,"'1989'","'132'"
"'1863'",3,2,"'2000'","'325'"
"'1864'",5,2,"'2002'","'132'"
"'1867'",2,2,"'1993'","'92'"
"'1868'",2,3,"'1998'","'168'"
"'1869'",2,2,"'2001'","'57'"
"'1870'",6,2,"'2001'","'38'"
"'1871'",2,3,"'0'","'310'"
"'1872'",3,2,"'2001'","'9'"
"'1873'",1,3,"'1999'","'41'"
"'1875'",2,2,"'1999'","'123'"
"'1877'",8,2,"'1992'","'126'"
"'1880'",1,2,"'1997'","'40'"
"'1884'",6,2,"'2003'","'39'"
"'1885'",12,3,"'1999'","'570'"
"'1886'",7,2,"'1995'","'281'"
"'1891'",5,2,"'1992'","'35'"
"'1893'",3,2,"'1990'","'35'"
"'1895'",20,3,"'2000'","'15'"
"'1896'",4,2,"'1986'","'19'"
"'1903'",25,2,"'1997'","'576'"
"'1906'",1,2,"'0'","'577'"
"'1907'",2,2,"'1970'","'99'"
"'1909'",12,2,"'1998'","'88'"
"'1910'",8,2,"'1990'","'156'"
"'1912'",11,2,"'2000'","'499'"
"'1913'",3,2,"'2001'","'579'"
"'1914'",2,2,"'0'","'580'"
"'1915'",5,2,"'1999'","'160'"
"'1916'",2,2,"'1991'","'7'"
"'1918'",6,2,"'2002'","'582'"
"'1919'",5,2,"'1990'","'38'"
"'1920'",3,2,"'2000'","'53'"
"'1921'",4,2,"'1999'","'38'"
"'1922'",2,3,"'1993'","'34'"
"'1923'",4,2,"'1995'","'140'"
"'1924'",6,3,"'1993'","'85'"
"'1926'",3,3,"'1999'","'246'"
"'1927'",6,2,"'2002'","'40'"
"'1928'",9,3,"'2002'","'40'"
"'1929'",2,2,"'2001'","'168'"
"'1931'",6,2,"'1999'","'355'"
"'1932'",7,2,"'1998'","'28'"
"'1933'",6,3,"'2002'","'584'"
"'1934'",2,2,"'1988'","'346'"
"'1935'",4,2,"'2002'","'172'"
"'1936'",4,2,"'2002'","'138'"
"'1938'",3,3,"'2003'","'61'"
"'1939'",9,2,"'2001'","'66'"
"'1940'",2,2,"'1998'","'128'"
"'1941'",4,2,"'2002'","'109'"
"'1942'",1,2,"'1980'","'39'"
"'1943'",5,2,"'2002'","'585'"
"'1944'",12,2,"'2001'","'295'"
"'1946'",3,2,"'1998'","'7'"
"'1947'",15,2,"'1995'","'72'"
"'1948'",3,2,"'1996'","'28'"
"'1949'",11,2,"'1999'","'586'"
"'1950'",1,2,"'2002'","'587'"
"'1951'",1,2,"'1977'","'39'"
"'1952'",4,2,"'1989'","'39'"
"'1953'",8,2,"'2000'","'56'"
"'1954'",4,2,"'2002'","'49'"
"'1955'",4,2,"'1997'","'412'"
"'1959'",3,3,"'1989'","'476'"
"'1960'",5,2,"'1999'","'7'"
"'1961'",7,2,"'1997'","'34'"
"'1962'",9,3,"'2002'","'320'"
"'1963'",2,2,"'1996'","'74'"
"'1964'",4,2,"'2002'","'4'"
"'1969'",3,2,"'1988'","'591'"
"'1970'",13,2,"'1987'","'34'"
"'1971'",5,2,"'1989'","'139'"
"'1974'",1,2,"'1983'","'66'"
"'1976'",5,2,"'2001'","'69'"
"'1977'",10,2,"'1987'","'36'"
"'1981'",17,3,"'1997'","'69'"
"'1982'",6,2,"'1992'","'39'"
"'1983'",3,2,"'2003'","'74'"
"'1984'",2,2,"'1998'","'132'"
"'1985'",2,2,"'1989'","'36'"
"'1986'",3,2,"'1989'","'92'"
"'1987'",9,2,"'1999'","'10'"
"'1988'",2,2,"'1987'","'57'"
"'1989'",3,2,"'2003'","'28'"
"'1990'",4,2,"'1993'","'57'"
"'1991'",15,2,"'1999'","'25'"
"'1992'",3,2,"'0'","'594'"
"'1993'",2,2,"'2003'","'38'"
