"artistid","numscrobbles","numlistens","rock","electronic","indie","pop","hiphop"
"'856'",37270386,1717493,"t","f","f","f","f"
"'857'",71596177,2105054,"t","f","f","f","f"
"'858'",50424153,1342641,"t","f","f","f","f"
"'859'",88051512,2135871,"t","f","t","f","f"
"'860'",26295306,1410639,"t","f","f","f","f"
"'861'",7272692,333237,"t","f","f","f","f"
"'862'",14427276,899466,"t","t","t","t","f"
"'863'",51921856,1828235,"t","f","f","f","f"
"'864'",12557518,525631,"t","f","f","t","f"
"'865'",6606554,123575,"t","f","f","f","f"
"'866'",1074256,97344,"t","f","f","f","f"
"'867'",48250961,1153692,"t","f","f","f","f"
"'868'",118280549,3009096,"t","f","f","f","f"
"'869'",5169439,251380,"t","f","t","f","f"
"'870'",705686,58149,"t","f","f","f","f"
"'871'",4200172,148723,"t","f","f","f","f"
"'872'",4348026,34506,"t","f","f","f","f"
"'874'",10874930,727902,"t","f","f","f","f"
"'875'",14456713,532588,"t","f","f","f","f"
"'876'",1360482,108339,"t","f","f","f","f"
"'877'",7488941,708966,"f","f","f","t","f"
"'878'",4973846,185400,"f","t","f","t","f"
"'879'",8729407,375424,"t","f","f","f","f"
"'880'",2812985,161974,"f","t","f","f","f"
"'881'",20648291,437358,"t","f","f","f","f"
"'882'",3780710,157208,"t","f","f","f","f"
"'883'",13493039,267273,"f","f","f","f","f"
"'885'",15868471,995758,"f","f","f","f","f"
"'886'",6837800,447083,"f","t","f","t","f"
"'887'",7107789,490667,"f","t","t","t","f"
"'888'",1615497,152998,"f","f","f","t","f"
"'889'",13537253,1283326,"t","f","f","t","f"
"'891'",9848874,805383,"f","f","f","t","f"
"'892'",9139795,637885,"f","f","f","f","f"
"'894'",1786465,130840,"f","t","f","f","f"
"'896'",5816141,388752,"t","f","t","f","f"
"'898'",75362467,1229268,"t","f","t","t","f"
"'899'",7705622,432945,"f","f","t","t","f"
"'900'",8217269,779246,"t","f","f","t","f"
"'903'",81323654,2303279,"f","f","f","f","f"
"'905'",9632838,698689,"t","f","f","t","f"
"'906'",17540582,675716,"f","f","f","t","f"
"'907'",28117135,1772346,"f","f","f","t","t"
"'908'",5183677,357414,"f","f","f","t","f"
"'909'",5254078,336306,"f","f","f","t","f"
"'910'",28955429,1027133,"f","f","f","f","f"
"'911'",1842246,228389,"f","f","f","t","f"
"'912'",6412701,280536,"f","f","f","f","f"
"'913'",17727094,1598010,"f","f","f","t","f"
"'917'",144883004,2001906,"t","f","f","f","f"
"'918'",83947983,1320912,"f","f","f","f","f"
"'919'",7207685,197316,"f","f","f","f","f"
"'920'",80059163,954064,"t","f","f","f","f"
"'922'",9348406,353765,"t","f","f","f","f"
"'923'",60139328,906282,"f","f","f","f","f"
"'924'",11675991,256652,"f","f","f","f","f"
"'928'",31825457,614882,"f","f","f","f","f"
"'930'",116097182,1310038,"f","f","f","f","f"
"'932'",11075814,120473,"t","f","f","f","f"
"'936'",29818988,410316,"f","f","f","f","f"
"'937'",18870190,442468,"f","f","f","f","f"
"'940'",7411351,188742,"f","f","f","f","f"
"'942'",23253511,468867,"f","f","f","f","f"
"'943'",10470360,235575,"f","f","f","f","f"
"'944'",13065920,272106,"f","f","f","f","f"
"'945'",22740684,1489866,"t","f","f","f","f"
"'946'",18665219,329365,"f","f","f","f","f"
"'947'",17303791,493634,"f","f","f","f","f"
"'949'",25828654,412274,"f","f","f","f","f"
"'951'",55370872,2145972,"t","f","f","f","f"
"'952'",12967981,691699,"t","f","f","f","f"
"'953'",36183983,608324,"f","f","f","f","f"
"'954'",20875750,421303,"f","f","f","f","f"
"'955'",32239870,488453,"f","f","f","f","f"
"'956'",8611898,369132,"t","f","f","f","f"
"'957'",48888165,611476,"f","f","f","f","f"
"'959'",151262487,3667530,"t","f","f","f","f"
"'961'",52535972,1223487,"f","f","f","f","f"
"'962'",31142987,1547132,"t","f","f","t","f"
"'963'",5050578,302228,"f","f","f","f","f"
"'964'",45989539,1012239,"t","f","f","f","f"
"'965'",18609538,1127262,"t","f","f","f","f"
"'966'",76769033,2689327,"t","f","f","f","f"
"'967'",7562559,819393,"t","f","f","t","f"
"'968'",27563700,972154,"f","t","f","f","f"
"'969'",72556242,2317212,"t","f","t","f","f"
"'970'",2153176,221759,"f","t","f","t","f"
"'971'",6047549,143844,"t","f","t","f","f"
"'972'",21466222,834098,"f","t","f","t","f"
"'973'",1015583,107898,"f","f","f","f","f"
"'975'",22338727,1416171,"t","f","f","f","f"
"'977'",24891735,612424,"t","f","t","f","f"
"'978'",93927834,2218810,"t","f","f","f","f"
"'979'",10261572,1018851,"t","f","f","t","f"
"'980'",11408612,606857,"f","t","f","t","f"
"'981'",17909993,845230,"f","f","f","f","f"
"'982'",170795197,3829287,"t","f","f","f","f"
"'983'",9722571,452340,"f","f","f","f","f"
"'984'",7291215,398854,"t","f","t","t","f"
"'985'",24078712,1516258,"t","f","f","t","f"
"'986'",53217570,2094761,"f","f","f","f","f"
"'989'",5022061,314100,"t","f","f","f","f"
"'990'",2145359,351742,"t","f","f","f","f"
"'991'",9706255,782830,"f","t","t","t","f"
"'992'",7189650,613629,"t","f","f","f","f"
"'993'",9919094,944235,"t","f","f","t","f"
"'997'",7310126,779094,"f","t","f","t","f"
"'998'",8661927,664773,"f","t","f","t","f"
"'999'",2559167,396280,"f","f","f","t","f"
"'1000'",1214685,162002,"f","t","f","t","f"
"'1001'",27089684,1084115,"f","t","f","t","f"
"'1002'",3361666,499139,"f","f","f","t","f"
"'1004'",3836545,520577,"f","f","f","t","f"
"'1005'",3378269,516243,"t","f","f","t","f"
"'1007'",1140952,164514,"f","t","f","f","f"
"'1008'",2596336,294739,"f","f","f","t","f"
"'1009'",33634011,1440305,"f","t","f","f","f"
"'1011'",1136814,73702,"f","f","f","f","f"
"'1012'",2049053,219359,"f","t","f","f","f"
"'1013'",5009820,465097,"f","f","f","t","f"
"'1014'",9881622,722139,"f","t","f","t","f"
"'1016'",1346749,183958,"f","t","f","f","f"
"'1017'",4164122,457866,"t","f","f","f","f"
"'1019'",4112110,499663,"f","t","f","t","f"
"'1020'",4382784,251891,"f","t","f","f","f"
"'1021'",6562274,433515,"f","t","f","f","f"
"'1023'",2950780,363922,"f","t","f","f","f"
"'1024'",2779132,330774,"f","t","f","f","f"
"'1025'",2627684,340955,"f","t","f","f","f"
"'1026'",2928721,246304,"f","t","f","f","f"
"'1027'",1765567,285609,"f","f","f","t","f"
"'1029'",3369392,278391,"f","t","f","f","f"
"'1030'",1046718,127388,"f","f","f","f","f"
"'1034'",6490076,371941,"t","f","f","t","f"
"'1035'",13145425,474513,"f","t","f","t","f"
"'1038'",20441266,540329,"t","f","t","t","f"
"'1040'",11949155,544004,"t","t","f","t","f"
"'1043'",21413186,956022,"t","f","f","t","f"
"'1044'",108228286,2221531,"f","f","f","f","f"
"'1045'",12673685,148444,"t","f","f","f","f"
"'1046'",33310136,1007187,"t","f","f","t","f"
"'1047'",24579243,495789,"t","f","f","t","f"
"'1048'",102020164,2482532,"t","f","t","t","f"
"'1049'",1314652,73488,"t","f","f","f","f"
"'1051'",2691021,316500,"f","f","f","t","f"
"'1052'",13837620,797956,"t","f","f","t","f"
"'1053'",3668944,113528,"t","f","f","f","f"
"'1055'",29895759,337466,"t","f","f","f","f"
"'1056'",6863714,204054,"f","f","f","f","f"
"'1057'",2099895,51833,"t","f","f","t","f"
"'1059'",3185363,98043,"t","f","f","t","f"
"'1061'",2121605,157373,"f","t","f","f","f"
"'1062'",29877109,939353,"f","t","f","t","f"
"'1065'",2084578,169200,"f","t","f","t","f"
"'1066'",3418614,106168,"f","t","f","t","f"
"'1071'",5501018,374433,"f","f","f","f","f"
"'1072'",1795835,177082,"f","t","f","t","f"
"'1073'",20909822,846669,"f","t","f","t","f"
"'1075'",25512012,511992,"f","t","f","t","f"
"'1079'",13868646,1111164,"t","f","f","f","f"
"'1081'",9918336,844445,"f","f","f","t","f"
"'1083'",18247711,749488,"f","f","f","f","f"
"'1085'",2710977,153381,"t","t","f","f","f"
"'1089'",16730575,743547,"f","f","t","t","f"
"'1090'",102681936,3041804,"t","f","t","t","f"
"'1091'",56116129,1216680,"t","f","f","f","f"
"'1092'",6167953,206041,"t","f","f","f","f"
"'1093'",8667251,138993,"t","f","t","f","f"
"'1094'",32573450,435377,"t","f","t","f","f"
"'1096'",13666328,336962,"t","f","f","f","f"
"'1097'",29535177,627636,"f","t","t","f","f"
"'1098'",94746220,2058180,"f","t","f","f","f"
"'1099'",87260061,2120000,"f","t","f","f","f"
"'1100'",17396516,497277,"f","f","f","f","f"
"'1101'",5184998,290837,"t","f","t","f","f"
"'1103'",20301233,1339018,"t","f","f","f","f"
"'1104'",144835202,1699286,"t","f","f","f","f"
"'1105'",24678501,677734,"t","f","t","f","f"
"'1106'",69725987,1876219,"t","t","t","t","f"
"'1109'",69001674,1244696,"f","f","f","f","f"
"'1110'",42523115,1004145,"t","f","f","f","f"
"'1111'",4166797,70663,"f","f","f","f","f"
"'1112'",26550174,1067653,"f","f","f","f","f"
"'1113'",21798154,269575,"t","f","f","f","f"
"'1114'",12737110,320229,"f","f","f","f","f"
"'1116'",102960636,2468812,"t","f","t","f","f"
"'1117'",10283474,813284,"f","f","f","f","f"
"'1118'",66608894,1494080,"t","f","f","f","f"
"'1119'",38082796,1147630,"t","f","f","f","f"
"'1120'",1303650,137427,"f","f","f","f","f"
"'1121'",33758630,1421919,"f","f","f","f","f"
"'1122'",37351538,2035330,"t","f","f","t","f"
"'1123'",36951989,1347435,"f","f","f","f","f"
"'1124'",3395975,376582,"f","f","f","f","f"
"'1126'",7765546,312272,"t","f","f","f","f"
"'1130'",27696604,1672960,"f","f","f","f","f"
"'1131'",107383668,1557325,"t","f","f","f","f"
"'1132'",19990409,500201,"t","f","f","f","f"
"'1133'",4625957,176937,"f","f","f","f","f"
"'1134'",18542423,279780,"f","f","f","f","f"
"'1135'",6389104,348512,"f","f","f","f","f"
"'1138'",3808121,350886,"f","f","f","f","f"
"'1139'",3625626,503430,"f","f","f","f","f"
"'1140'",1766673,66636,"t","f","f","f","f"
"'1143'",4415102,75405,"f","f","f","f","f"
"'1145'",40407238,1420746,"t","f","f","f","f"
"'1147'",7191878,83857,"f","f","f","f","f"
"'1149'",2764131,196018,"t","f","t","t","f"
"'1150'",37069925,1258169,"f","f","f","f","f"
"'1151'",47006861,1579146,"t","f","t","f","f"
"'1154'",14993717,195161,"t","f","f","f","f"
"'1155'",40944256,1373882,"f","t","t","t","f"
"'1156'",12776557,748342,"f","t","f","f","f"
"'1158'",2320815,114542,"f","f","f","f","f"
"'1159'",23970080,870868,"f","f","t","t","f"
"'1160'",9784282,906034,"t","f","f","f","f"
"'1161'",3538899,126729,"f","t","f","t","f"
"'1162'",16220638,406485,"f","f","f","f","f"
"'1163'",18992751,567814,"t","f","t","t","f"
"'1164'",32086404,671723,"t","f","t","t","f"
"'1167'",22270536,720281,"f","f","t","t","f"
"'1171'",11548079,300028,"f","f","t","f","f"
"'1172'",1257104,81601,"t","f","f","f","f"
"'1175'",8341572,706322,"f","f","f","f","f"
"'1176'",4960226,195851,"t","f","t","f","f"
"'1177'",6690739,167003,"f","f","f","f","f"
"'1178'",3113666,99700,"t","f","f","f","f"
"'1179'",61709205,1315774,"t","f","f","f","f"
"'1180'",30066957,800050,"f","f","f","f","f"
"'1181'",27327057,672707,"f","f","f","f","f"
"'1182'",19767364,905353,"t","f","f","t","f"
"'1184'",5360631,218245,"t","f","f","f","f"
"'1185'",17985556,497679,"f","f","f","f","f"
"'1186'",78404562,2101338,"t","f","f","t","f"
"'1187'",16476661,237982,"f","f","f","f","f"
"'1189'",11447568,486809,"t","f","t","f","f"
"'1191'",16377070,444268,"f","t","t","f","f"
"'1192'",17414233,445289,"t","f","f","t","f"
"'1193'",23764711,667719,"t","f","f","t","f"
"'1194'",11358141,545218,"t","f","f","f","f"
"'1195'",37729485,612720,"f","f","f","f","f"
"'1196'",17448635,389705,"f","f","f","f","f"
"'1197'",20286603,652909,"t","f","f","f","f"
"'1198'",11290402,583933,"t","f","f","t","f"
"'1200'",19476381,799120,"t","f","f","f","f"
"'1201'",13939524,562177,"t","f","t","t","f"
"'1202'",12427217,336573,"t","f","f","f","f"
"'1203'",11437661,307246,"f","t","f","f","f"
"'1204'",2935637,72045,"f","f","f","f","f"
"'1205'",10129374,161249,"f","f","f","f","f"
"'1206'",48656642,809232,"t","f","f","f","f"
"'1207'",4158278,282127,"t","f","f","f","f"
"'1208'",3483019,181757,"t","f","f","f","f"
"'1210'",4967843,209096,"f","f","f","f","t"
"'1213'",4133394,227310,"f","f","t","t","f"
"'1214'",13930218,255507,"f","f","f","f","f"
"'1216'",39907692,737810,"f","f","f","f","f"
"'1219'",2412744,178966,"f","f","f","f","f"
"'1220'",480820,203744,"f","f","f","f","f"
"'1221'",2235796,93320,"f","f","f","f","f"
"'1222'",12247442,358827,"f","t","f","f","f"
"'1223'",4024869,106990,"f","f","f","f","f"
"'1225'",12457335,1090627,"f","f","f","f","f"
"'1226'",16144344,423746,"f","t","f","f","f"
"'1227'",2140509,237553,"t","f","f","f","f"
"'1228'",1779192,34736,"f","f","f","f","f"
"'1229'",3647569,172957,"f","f","f","f","f"
"'1230'",3729660,367574,"f","f","f","f","f"
"'1231'",19058463,530261,"f","f","f","f","f"
"'1237'",14178418,392650,"f","f","f","f","t"
"'1238'",2821916,185100,"f","f","f","f","f"
"'1239'",89449120,2824242,"t","f","t","f","f"
"'1241'",5287812,209060,"t","f","f","t","f"
"'1242'",55812729,2204009,"t","f","f","t","f"
"'1243'",36803594,1526146,"f","t","f","t","f"
"'1244'",57331430,2140969,"t","f","f","f","f"
"'1246'",83220020,1893680,"t","f","t","f","f"
"'1247'",8443808,817828,"t","f","f","t","f"
"'1248'",10913609,780355,"t","f","f","f","f"
"'1249'",102377554,3027242,"t","f","f","f","f"
"'1251'",1865595,49329,"f","f","f","f","f"
"'1253'",7154045,206116,"f","t","f","f","f"
"'1254'",9967622,225994,"f","f","f","f","f"
"'1256'",1742612,76513,"f","t","f","f","f"
"'1257'",8177022,247440,"f","f","f","f","f"
"'1258'",7340961,151185,"f","f","f","f","f"
"'1259'",11923203,255951,"f","f","f","f","f"
"'1260'",10295595,169653,"f","f","f","f","f"
"'1261'",11732061,233341,"f","f","f","f","f"
"'1263'",9707339,291082,"f","f","f","f","f"
"'1264'",12964614,279976,"f","f","f","f","f"
"'1267'",1156718,30569,"f","f","f","f","f"
"'1270'",1851300,71387,"f","f","f","f","f"
"'1271'",3167143,94112,"f","f","f","f","f"
"'1272'",1213740,94914,"f","f","f","f","f"
"'1274'",30521791,829839,"f","f","f","f","f"
"'1275'",9295014,175445,"f","f","f","f","f"
"'1276'",11766450,237001,"f","f","f","f","f"
"'1277'",4413057,111135,"f","t","f","f","f"
"'1281'",22086504,388940,"f","f","f","f","f"
"'1285'",1184673,110192,"f","f","f","f","f"
"'1286'",1700713,38117,"f","f","f","f","f"
"'1292'",3731802,65237,"f","t","f","t","f"
"'1293'",1548772,64895,"f","t","f","t","f"
"'1294'",2413793,82642,"f","t","f","t","f"
"'1295'",15360336,291420,"f","t","f","t","f"
"'1296'",2170618,83807,"f","t","f","t","f"
"'1297'",2315753,80187,"f","t","f","t","f"
"'1298'",8454479,239781,"f","t","f","t","f"
"'1299'",5649602,139700,"f","t","f","f","f"
"'1300'",10143742,166268,"f","t","f","f","f"
"'1301'",2151368,79027,"f","t","f","t","f"
"'1303'",6082721,148506,"f","t","f","t","f"
"'1305'",3838220,314220,"f","t","f","f","f"
"'1308'",660886,79449,"f","f","f","f","f"
"'1311'",414844,39554,"f","t","f","f","f"
"'1316'",365786,40743,"f","t","f","f","f"
"'1318'",2234325,268052,"f","t","f","f","f"
"'1319'",1525105,183524,"f","t","f","f","f"
"'1320'",1045436,49205,"f","t","f","t","f"
"'1330'",3037969,306490,"f","t","f","f","f"
"'1337'",3054197,141068,"f","f","f","f","f"
"'1338'",23065139,503581,"f","f","f","f","f"
"'1339'",52031349,602538,"f","f","f","f","f"
"'1342'",13840729,305215,"f","f","f","f","f"
"'1343'",10869252,400827,"t","f","f","f","f"
"'1344'",10017176,281719,"f","f","f","f","f"
"'1346'",6089340,191008,"f","f","f","f","f"
"'1347'",31602702,333957,"f","f","f","f","f"
"'1348'",10529982,229238,"f","f","f","f","f"
"'1349'",6157485,186825,"f","f","f","f","f"
"'1350'",17443910,325923,"f","f","f","f","f"
"'1351'",50821677,1631527,"t","f","f","f","f"
"'1352'",3618746,145213,"f","f","f","f","f"
"'1353'",6822582,203364,"f","f","f","f","f"
"'1358'",51380410,1249900,"t","f","f","f","f"
"'1359'",3062203,109728,"f","f","f","f","f"
"'1360'",51540420,1416873,"t","f","f","f","f"
"'1363'",1142167,68029,"f","f","f","f","f"
"'1364'",10652860,337491,"f","f","f","f","f"
"'1366'",13103693,437249,"t","f","f","f","f"
"'1368'",4669433,193309,"f","f","f","f","f"
"'1369'",83251400,2260988,"t","f","f","f","f"
"'1372'",44944218,1979284,"t","f","f","f","f"
"'1375'",83358000,2841851,"t","f","t","f","f"
"'1376'",26318284,1070753,"t","f","t","f","f"
"'1377'",49858094,2076264,"t","f","t","f","f"
"'1378'",62841629,1928670,"t","f","t","f","f"
"'1380'",13546213,541505,"t","f","t","f","f"
"'1381'",9954829,770497,"t","f","t","t","f"
"'1382'",16467258,1086576,"t","f","t","f","f"
"'1383'",35311991,1369055,"f","t","t","f","f"
"'1384'",28890481,1884001,"t","f","t","t","f"
"'1385'",5877693,550134,"t","f","t","t","f"
"'1388'",7548335,709850,"t","f","t","f","f"
"'1389'",11069608,395890,"t","f","t","t","f"
"'1390'",86175622,2028488,"t","f","t","t","f"
"'1392'",5127933,354625,"f","f","f","f","t"
"'1394'",52487256,2147219,"f","t","f","f","f"
"'1395'",1541179,169304,"f","t","f","f","f"
"'1396'",20347518,943048,"f","t","f","f","f"
"'1397'",30087460,1806999,"f","t","f","f","f"
"'1398'",51427565,1558268,"f","t","f","t","f"
"'1399'",4454162,560745,"f","t","f","f","f"
"'1400'",84836807,2580802,"f","t","t","t","f"
"'1401'",44072849,1405435,"f","t","f","f","f"
"'1402'",18803421,1861596,"f","f","f","f","t"
"'1403'",6006343,671741,"f","t","f","f","f"
"'1405'",13600929,798206,"f","t","f","f","f"
"'1406'",110884568,2730109,"t","f","f","f","f"
"'1407'",1139827,214929,"f","t","f","f","f"
"'1408'",10495239,700862,"f","t","f","t","f"
"'1409'",50704103,1849792,"f","t","f","f","f"
"'1410'",65696791,1280557,"f","t","f","f","f"
"'1411'",21315878,456337,"t","f","f","f","f"
"'1412'",156019396,2689459,"t","f","f","f","f"
"'1413'",30032924,1183558,"t","f","f","f","f"
"'1414'",23935348,1429771,"t","f","f","t","f"
"'1415'",49226468,2144104,"t","f","f","f","f"
"'1416'",15201839,1075836,"t","f","f","f","f"
"'1417'",6572155,143783,"f","f","f","f","f"
"'1418'",58478805,1186954,"t","f","t","f","f"
"'1421'",2184855,110815,"f","f","f","f","f"
"'1422'",24818140,789621,"t","f","f","f","f"
"'1423'",8506105,334006,"t","f","f","f","f"
"'1424'",59213693,1525259,"f","f","t","f","f"
"'1425'",8851603,492487,"t","f","f","f","f"
"'1426'",30440537,1555794,"t","f","f","f","f"
"'1427'",31794646,1894209,"f","f","f","t","f"
"'1432'",4229507,214877,"f","f","f","t","f"
"'1433'",7084163,576454,"f","f","f","f","t"
"'1436'",1738643,168095,"f","f","f","t","f"
"'1438'",3049303,209639,"f","f","f","t","f"
"'1440'",1901742,179349,"f","f","f","t","f"
"'1444'",23225086,1869727,"f","f","f","f","t"
"'1449'",29310844,1810230,"f","f","f","f","t"
"'1451'",2365447,237750,"f","f","f","t","f"
"'1459'",16719709,946695,"f","f","f","t","f"
"'1460'",1954387,344988,"f","f","f","t","f"
"'1463'",20833946,833524,"f","f","t","t","f"
"'1464'",33385119,1434664,"f","f","f","t","f"
"'1468'",11117401,1011958,"t","f","f","f","f"
"'1470'",35174987,1504076,"t","f","t","f","f"
"'1475'",5976873,609085,"f","f","f","t","f"
"'1489'",2888327,290025,"f","f","f","f","f"
"'1491'",18282472,1013847,"f","f","f","f","f"
"'1492'",4276772,325165,"t","f","t","f","f"
"'1497'",4570464,349108,"f","t","f","t","t"
"'1501'",3609832,162380,"t","f","f","f","f"
"'1502'",8058191,584619,"t","f","t","t","f"
"'1504'",58285876,1500847,"t","f","t","f","f"
"'1505'",11786469,1073847,"t","f","f","t","f"
"'1507'",4430170,752626,"f","f","f","t","t"
"'1510'",31690967,1147420,"t","f","t","f","f"
"'1511'",21094366,1030748,"f","f","t","t","f"
"'1512'",20875723,767403,"t","f","t","f","f"
"'1513'",63868405,1691895,"t","f","f","f","f"
"'1514'",5809333,363085,"t","f","t","f","f"
"'1515'",29230675,1427687,"t","f","t","f","f"
"'1516'",4233702,394929,"t","f","t","f","f"
"'1517'",24838469,1016856,"t","f","t","t","f"
"'1519'",34703085,1052483,"t","f","t","f","f"
"'1520'",35379604,1389876,"t","f","t","f","f"
"'1521'",11448980,256590,"f","f","f","f","f"
"'1522'",5591176,180323,"f","f","f","f","f"
"'1523'",3771310,96662,"f","f","f","f","f"
"'1525'",1691947,45755,"f","f","f","f","f"
"'1526'",3291264,84744,"f","f","f","f","f"
"'1527'",22235927,808419,"f","f","f","f","f"
"'1528'",9064585,148452,"f","f","f","f","f"
"'1531'",7986420,278342,"f","f","f","f","f"
"'1533'",13748557,259144,"f","f","f","f","f"
"'1534'",14018708,454503,"t","f","f","f","f"
"'1535'",5165451,189646,"f","f","f","f","f"
"'1540'",7098558,289495,"f","f","f","f","f"
"'1541'",25805303,574602,"f","f","f","f","f"
"'1543'",10526878,464877,"f","f","f","f","t"
"'1544'",3906096,631536,"f","f","f","f","t"
"'1545'",9759947,143954,"t","f","f","f","f"
"'1546'",6373773,179269,"t","f","f","f","f"
"'1547'",20506230,463747,"f","f","f","f","f"
"'1549'",1247923,48066,"f","f","f","f","f"
"'1550'",2397724,103796,"f","f","f","f","f"
"'1551'",6373374,224037,"f","f","f","f","f"
"'1553'",4206439,194961,"f","f","f","f","f"
"'1555'",7731146,270751,"f","f","f","f","f"
"'1556'",15774763,986755,"f","f","f","f","f"
