"userid","gender","age","country","year"
"'4662'","f",70,"'Australia'","'2007'"
"'4666'","m",25,"'Belgium'","'2007'"
"'4670'","m",25,"'Belgium'","'2005'"
"'4676'","m",0,"'United States'","'2006'"
"'4677'","o",0,"'Belgium'","'2006'"
"'4691'","m",14,"'Netherlands'","'2007'"
"'4698'","m",16,"'Germany'","'2008'"
"'4699'","m",25,"'United States'","'2004'"
"'4705'","o",36,"'United States'","'2008'"
"'4722'","m",25,"'Sweden'","'2006'"
"'4773'","m",22,"'Germany'","'2006'"
"'4774'","m",23,"'Sweden'","'2005'"
"'4775'","m",31,"'Sweden'","'2007'"
"'4782'","f",20,"'Germany'","'2008'"
"'4787'","m",0,"'United Kingdom'","'2008'"
"'4793'","m",0,"'United States'","'2007'"
"'4808'","m",21,"'United States'","'2006'"
"'4846'","m",19,"'Russian Federation'","'2006'"
"'4849'","m",29,"'Georgia'","'2009'"
"'4863'","m",18,"'United States'","'2008'"
"'4877'","f",38,"'United States'","'2008'"
"'4878'","o",0,"'United Kingdom'","'2008'"
"'4892'","m",27,"'Czech Republic'","'2007'"
"'4907'","m",21,"'Russian Federation'","'2008'"
"'4930'","f",25,"'Argentina'","'2008'"
"'4932'","m",27,"'Spain'","'2008'"
"'4936'","o",0,"'United Kingdom'","'2008'"
"'4940'","m",18,"'United States'","'2006'"
"'4954'","f",10,"'Poland'","'2008'"
"'4955'","m",23,"'Russian Federation'","'2009'"
"'4967'","f",21,"'Finland'","'2007'"
"'4986'","m",37,"'Germany'","'2007'"
"'4999'","m",19,"'Heard Island and Mcdonald Islands'","'2007'"
"'5001'","f",19,"'United Kingdom'","'2005'"
"'5006'","m",18,"'Germany'","'2009'"
"'5007'","m",22,"'Russian Federation'","'2008'"
"'5011'","m",25,"'Mexico'","'2008'"
"'5014'","m",22,"'United States'","'2007'"
"'5016'","m",34,"'United States'","'2007'"
"'5021'","o",0,"'Germany'","'2005'"
"'5022'","m",0,"'Finland'","'2007'"
"'5057'","o",0,"'Norway'","'2005'"
"'5062'","m",20,"'Norway'","'2009'"
"'5077'","m",47,"'Australia'","'2009'"
"'5081'","m",0,"'Brazil'","'2007'"
"'5085'","m",17,"'Poland'","'2009'"
"'5092'","m",29,"'United States'","'2006'"
"'5095'","o",0,"'Spain'","'2007'"
"'5119'","m",23,"'United States'","'2005'"
"'5123'","m",0,"'Czech Republic'","'2008'"
"'5126'","m",20,"'Czech Republic'","'2007'"
"'5127'","m",32,"'France'","'2006'"
"'5135'","m",33,"'United Kingdom'","'2006'"
"'5141'","f",24,"'Estonia'","'2006'"
"'5143'","m",27,"'Bulgaria'","'2007'"
"'5152'","m",26,"'Germany'","'2008'"
"'5153'","m",29,"'Italy'","'2007'"
"'5156'","f",22,"'British Indian Ocean Territory'","'2008'"
"'5162'","m",29,"'Mexico'","'2009'"
"'5165'","f",0,"'Germany'","'2007'"
"'5183'","f",0,"'United States'","'2008'"
"'5184'","f",23,"'Switzerland'","'2007'"
"'5194'","m",0,"'Russian Federation'","'2008'"
"'5210'","m",0,"'Sweden'","'2006'"
"'5230'","m",20,"'United States'","'2005'"
"'5237'","f",17,"'United States'","'2006'"
"'5246'","m",20,"'Finland'","'2007'"
"'5276'","m",29,"'Germany'","'2008'"
"'5281'","m",0,"'Brazil'","'2006'"
"'5309'","m",50,"'Germany'","'2007'"
"'5314'","m",25,"'Italy'","'2007'"
"'5318'","f",21,"'Finland'","'2008'"
"'5333'","m",0,"'Poland'","'2008'"
"'5334'","m",19,"'Norway'","'2007'"
"'5339'","f",24,"'Croatia'","'2008'"
"'5346'","f",27,"'Peru'","'2007'"
"'5349'","f",45,"'United States'","'2008'"
"'5376'","m",38,"'United States'","'2006'"
"'5384'","m",28,"'Ireland'","'2007'"
"'5387'","m",2,"'Azerbaijan'","'2006'"
"'5390'","f",38,"'United Kingdom'","'2008'"
"'5395'","m",40,"'Brazil'","'2009'"
"'5398'","f",20,"'United States'","'2005'"
"'5402'","m",17,"'Portugal'","'2008'"
"'5414'","m",19,"'Norway'","'2006'"
"'5426'","m",22,"'Ukraine'","'2008'"
"'5431'","m",17,"'Brazil'","'2009'"
"'5445'","f",19,"'Mexico'","'2008'"
"'5455'","m",0,"'Latvia'","'2008'"
"'5486'","m",0,"'Spain'","'2006'"
"'5500'","f",0,"'Brazil'","'2008'"
"'5502'","f",0,"'Finland'","'2008'"
"'5507'","m",23,"'Spain'","'2007'"
"'5510'","o",0,"'Germany'","'2008'"
"'5512'","m",31,"'Switzerland'","'2006'"
"'5521'","m",26,"'Poland'","'2007'"
"'5534'","o",24,"'United States Minor Outlying Islands'","'2007'"
"'5539'","m",0,"'United States'","'2006'"
"'5540'","m",20,"'Poland'","'2007'"
"'5563'","m",18,"'United States'","'2007'"
"'5565'","m",31,"'Spain'","'2004'"
"'5569'","m",0,"'United States'","'2004'"
"'5574'","m",0,"'United States'","'2007'"
"'5575'","m",26,"'Netherlands'","'2007'"
"'5578'","m",24,"'Finland'","'2005'"
"'5592'","f",29,"'Spain'","'2006'"
"'5608'","m",27,"'Portugal'","'2007'"
"'5613'","m",18,"'Germany'","'2008'"
"'5650'","m",24,"'Canada'","'2005'"
"'5652'","m",19,"'United States'","'2006'"
"'5660'","f",19,"'Sweden'","'2009'"
"'5717'","f",19,"'Croatia'","'2007'"
"'5718'","m",27,"'United Kingdom'","'2008'"
"'5720'","m",25,"'United States'","'2005'"
"'5724'","m",22,"'Ireland'","'2007'"
"'5729'","f",24,"'Poland'","'2006'"
"'5737'","m",25,"'Sweden'","'2006'"
"'5740'","m",37,"'United States'","'2005'"
"'5763'","m",0,"'Sweden'","'2005'"
"'5773'","f",23,"'United States'","'2007'"
"'5777'","m",0,"'Germany'","'2008'"
"'5784'","m",0,"'Australia'","'2008'"
"'5813'","m",17,"'Canada'","'2007'"
"'5814'","m",25,"'Japan'","'2007'"
"'5837'","m",22,"'Germany'","'2005'"
"'5838'","f",19,"'Brazil'","'2008'"
"'5850'","m",0,"'Norway'","'2007'"
"'5852'","m",109,"'United States'","'2008'"
"'5853'","m",28,"'Greece'","'2007'"
"'5857'","m",19,"'United Kingdom'","'2007'"
"'5863'","m",22,"'Germany'","'2007'"
"'5874'","o",0,"'Ireland'","'2008'"
"'5880'","m",22,"'Canada'","'2008'"
"'5888'","f",23,"'Greece'","'2009'"
"'5904'","o",0,"'United Kingdom'","'2008'"
"'5915'","m",26,"'South Africa'","'2008'"
"'5940'","m",27,"'Ireland'","'2007'"
"'5953'","f",22,"'Canada'","'2005'"
"'5958'","o",19,"'United Kingdom'","'2008'"
"'5971'","m",0,"'Canada'","'2005'"
"'5980'","o",35,"'Turkey'","'2007'"
"'5990'","m",19,"'Poland'","'2008'"
"'6003'","m",25,"'Germany'","'2008'"
"'6005'","f",20,"'Slovakia'","'2007'"
"'6014'","f",18,"'Chile'","'2007'"
"'6020'","m",22,"'Italy'","'2008'"
"'6021'","f",22,"'Australia'","'2006'"
"'6027'","m",25,"'United Kingdom'","'2007'"
"'6042'","m",19,"'Norway'","'2008'"
"'6043'","f",19,"'United Kingdom'","'2008'"
"'6046'","m",0,"'Mexico'","'2008'"
"'6056'","f",24,"'United States'","'2006'"
"'6071'","m",22,"'United States'","'2008'"
"'6073'","o",1,"'France'","'2008'"
"'6075'","f",25,"'Austria'","'2008'"
"'6092'","m",21,"'Australia'","'2007'"
"'6093'","m",43,"'United States'","'2008'"
"'6117'","o",0,"'United States'","'2008'"
"'6128'","f",0,"'United Kingdom'","'2009'"
"'6131'","m",34,"'United States'","'2005'"
"'6133'","m",31,"'Finland'","'2006'"
"'6135'","f",17,"'United States'","'2005'"
"'6140'","m",43,"'United States'","'2006'"
"'6148'","m",20,"'Brazil'","'2007'"
"'6155'","m",0,"'Sweden'","'2008'"
"'6158'","m",18,"'United Kingdom'","'2008'"
"'6166'","m",22,"'United States'","'2005'"
"'6186'","m",25,"'Finland'","'2006'"
"'6190'","f",25,"'Canada'","'2006'"
"'6196'","m",30,"'Portugal'","'2008'"
"'6212'","f",23,"'New Zealand'","'2006'"
"'6234'","m",24,"'United States'","'2006'"
"'6269'","m",32,"'Switzerland'","'2007'"
"'6277'","m",30,"'Finland'","'2005'"
"'6284'","f",0,"'United States'","'2005'"
"'6331'","m",0,"'United States'","'2008'"
"'6332'","f",0,"'United Kingdom'","'2008'"
"'6333'","m",37,"'Switzerland'","'2006'"
"'6338'","m",20,"'Russian Federation'","'2009'"
"'6343'","f",28,"'Brazil'","'2008'"
"'6360'","m",27,"'United Kingdom'","'2008'"
"'6366'","m",32,"'Sweden'","'2006'"
"'6413'","m",21,"'United States'","'2006'"
"'6430'","m",20,"'United States'","'2007'"
"'6432'","m",0,"'United Kingdom'","'2007'"
"'6435'","m",20,"'United States'","'2006'"
"'6456'","m",22,"'Montenegro'","'2008'"
"'6468'","m",20,"'United States'","'2007'"
"'6470'","m",19,"'United States'","'2008'"
"'6508'","m",33,"'Japan'","'2007'"
"'6512'","m",0,"'Serbia'","'2007'"
"'6514'","f",23,"'Netherlands'","'2004'"
"'6525'","m",39,"'United States'","'2006'"
"'6532'","m",0,"'Australia'","'2008'"
"'6533'","m",0,"'Japan'","'2008'"
"'6541'","m",24,"'Italy'","'2006'"
"'6543'","m",0,"'Germany'","'2006'"
"'6552'","m",23,"'Canada'","'2005'"
"'6557'","m",20,"'Poland'","'2006'"
"'6562'","m",0,"'Spain'","'2008'"
"'6570'","m",32,"'Netherlands'","'2008'"
"'6631'","m",18,"'United States'","'2006'"
"'6632'","o",0,"'United Kingdom'","'2007'"
"'6650'","m",16,"'Finland'","'2008'"
"'6658'","f",19,"'France'","'2007'"
"'6678'","m",0,"'Sweden'","'2009'"
"'6684'","m",23,"'Spain'","'2008'"
"'6720'","m",21,"'Turkey'","'2008'"
"'6739'","m",24,"'Netherlands'","'2006'"
"'6751'","m",35,"'Brazil'","'2007'"
"'6761'","f",16,"'Austria'","'2008'"
"'6768'","m",21,"'United Kingdom'","'2008'"
"'6776'","f",21,"'United States'","'2005'"
"'6777'","m",20,"'Poland'","'2008'"
"'6785'","m",31,"'Norway'","'2005'"
"'6818'","f",15,"'Poland'","'2009'"
"'6825'","f",0,"'Canada'","'2003'"
"'6846'","m",31,"'United States'","'2007'"
"'6847'","o",0,"'United Kingdom'","'2007'"
"'6857'","f",22,"'Bulgaria'","'2008'"
"'6882'","m",22,"'Czech Republic'","'2009'"
"'6887'","o",36,"'Belgium'","'2008'"
"'6895'","m",38,"'United States'","'2005'"
"'6897'","m",19,"'United States'","'2007'"
"'6898'","f",20,"'Poland'","'2007'"
"'6901'","m",22,"'Brazil'","'2007'"
"'6918'","m",25,"'United States'","'2007'"
"'6940'","m",19,"'Germany'","'2006'"
"'6943'","m",0,"'Brazil'","'2005'"
"'6959'","m",25,"'Spain'","'2008'"
"'7019'","m",19,"'Turkey'","'2008'"
"'7027'","m",41,"'Australia'","'2008'"
"'7043'","m",29,"'United Kingdom'","'2006'"
"'7063'","m",21,"'United States'","'2006'"
"'7064'","m",0,"'United States'","'2007'"
"'7075'","m",24,"'Brazil'","'2008'"
"'7096'","f",18,"'Germany'","'2007'"
"'7105'","m",21,"'Turkey'","'2007'"
"'7109'","m",29,"'United States'","'2007'"
"'7111'","m",26,"'United Kingdom'","'2006'"
"'7131'","o",32,"'Ukraine'","'2006'"
"'7140'","m",22,"'Nicaragua'","'2009'"
"'7152'","f",29,"'United Kingdom'","'2007'"
"'7154'","m",0,"'Germany'","'2009'"
"'7161'","m",0,"'Australia'","'2007'"
"'7167'","o",0,"'Germany'","'2009'"
"'7175'","m",18,"'Poland'","'2009'"
"'7183'","m",28,"'Italy'","'2008'"
"'7186'","o",46,"'United States'","'2007'"
"'7189'","m",20,"'United Kingdom'","'2007'"
"'7193'","m",30,"'Ecuador'","'2008'"
"'7206'","m",26,"'United States'","'2006'"
"'7211'","f",20,"'Russian Federation'","'2008'"
"'7212'","m",27,"'Germany'","'2006'"
"'7215'","m",21,"'Germany'","'2006'"
"'7220'","m",45,"'United Kingdom'","'2006'"
"'7230'","f",18,"'Poland'","'2008'"
"'7243'","m",25,"'Germany'","'2004'"
"'7273'","m",30,"'Japan'","'2006'"
"'7276'","m",23,"'Sweden'","'2008'"
"'7277'","f",20,"'United States'","'2006'"
"'7279'","m",0,"'Norway'","'2007'"
"'7284'","m",21,"'Germany'","'2006'"
"'7288'","m",16,"'Germany'","'2007'"
"'7291'","m",0,"'United Kingdom'","'2007'"
"'7298'","m",0,"'Belgium'","'2006'"
"'7299'","m",17,"'Poland'","'2007'"
"'7349'","m",26,"'Turkey'","'2007'"
"'7350'","m",22,"'Germany'","'2007'"
"'7351'","m",0,"'Finland'","'2007'"
"'7369'","m",28,"'United Kingdom'","'2004'"
"'7384'","m",24,"'Australia'","'2007'"
"'7391'","m",0,"'United States'","'2009'"
"'7403'","m",0,"'Bulgaria'","'2008'"
"'7409'","m",21,"'United States'","'2008'"
"'7417'","f",19,"'Philippines'","'2008'"
"'7423'","f",0,"'United States'","'2008'"
"'7426'","m",21,"'Belarus'","'2006'"
"'7433'","f",18,"'Czech Republic'","'2008'"
"'7439'","m",0,"'United States'","'2008'"
"'7441'","m",0,"'United Kingdom'","'2007'"
"'7458'","m",19,"'Australia'","'2007'"
"'7470'","m",19,"'United States'","'2007'"
"'7485'","f",0,"'Brazil'","'2007'"
"'7486'","m",22,"'Germany'","'2006'"
"'7487'","m",0,"'United States'","'2007'"
"'7491'","m",25,"'United Kingdom'","'2007'"
"'7497'","m",22,"'United Kingdom'","'2008'"
"'7498'","m",14,"'Poland'","'2008'"
"'7499'","f",17,"'Thailand'","'2008'"
"'7526'","f",20,"'United States'","'2008'"
"'7560'","m",27,"'South Africa'","'2008'"
"'7563'","m",0,"'Italy'","'2008'"
"'7573'","f",20,"'United States'","'2006'"
"'7601'","m",23,"'Sweden'","'2006'"
"'7606'","m",19,"'Czech Republic'","'2006'"
"'7608'","o",0,"'Germany'","'2007'"
"'7617'","o",23,"'Russian Federation'","'2008'"
"'7619'","m",43,"'Canada'","'2007'"
"'7623'","m",32,"'United Kingdom'","'2007'"
"'7630'","m",0,"'United States'","'2007'"
"'7631'","m",17,"'United States'","'2008'"
"'7645'","o",35,"'Brazil'","'2005'"
"'7650'","m",45,"'Sweden'","'2007'"
"'7655'","o",20,"'New Zealand'","'2008'"
"'7657'","m",21,"'Sweden'","'2008'"
"'7660'","f",17,"'United Kingdom'","'2009'"
"'7679'","m",26,"'Brazil'","'2007'"
"'7693'","f",0,"'Switzerland'","'2009'"
"'7697'","m",23,"'Poland'","'2006'"
"'7700'","f",36,"'United States'","'2005'"
"'7702'","m",23,"'Italy'","'2007'"
"'7704'","m",24,"'Romania'","'2007'"
"'7705'","f",19,"'United States'","'2006'"
"'7716'","m",0,"'Sweden'","'2008'"
"'7720'","m",29,"'Australia'","'2006'"
"'7721'","m",15,"'Indonesia'","'2009'"
"'7724'","m",30,"'South Africa'","'2005'"
"'7736'","f",27,"'Mexico'","'2006'"
"'7752'","m",23,"'Brazil'","'2007'"
"'7790'","m",0,"'Sweden'","'2008'"
"'7812'","m",22,"'United States'","'2006'"
"'7815'","m",20,"'Serbia'","'2007'"
"'7819'","f",19,"'Belarus'","'2008'"
"'7822'","m",0,"'Slovakia'","'2006'"
"'7856'","m",23,"'United States'","'2006'"
"'7860'","f",20,"'Australia'","'2008'"
"'7879'","m",0,"'United States'","'2006'"
"'7890'","m",37,"'France'","'2007'"
"'7912'","f",20,"'Spain'","'2008'"
"'7919'","m",0,"'Netherlands'","'2008'"
"'7925'","m",0,"'Spain'","'2008'"
"'7940'","m",15,"'Japan'","'2008'"
"'7946'","m",35,"'Russian Federation'","'2007'"
"'7950'","m",0,"'United States'","'2006'"
"'7962'","o",0,"'Moldova'","'2007'"
"'7963'","m",0,"'United States'","'2008'"
"'7979'","o",0,"'China'","'2008'"
"'7993'","f",28,"'Ukraine'","'2007'"
"'7999'","m",23,"'Indonesia'","'2008'"
"'8004'","m",23,"'United States'","'2008'"
"'8006'","f",0,"'United States'","'2006'"
"'8021'","o",29,"'Finland'","'2003'"
"'8029'","m",22,"'France'","'2008'"
"'8036'","m",29,"'Spain'","'2007'"
"'8042'","m",19,"'Czech Republic'","'2008'"
"'8050'","m",22,"'United Kingdom'","'2008'"
"'8051'","m",32,"'France'","'2007'"
"'8075'","m",23,"'Poland'","'2007'"
"'8083'","f",15,"'Poland'","'2008'"
"'8091'","f",25,"'Ireland'","'2005'"
"'8109'","m",23,"'Brazil'","'2007'"
"'8121'","m",18,"'United States'","'2008'"
"'8140'","m",24,"'United States'","'2005'"
"'8146'","m",26,"'United Kingdom'","'2005'"
"'8167'","m",37,"'United Kingdom'","'2005'"
"'8197'","f",18,"'New Zealand'","'2007'"
"'8199'","m",0,"'Turkey'","'2007'"
"'8210'","o",17,"'Sweden'","'2008'"
"'8211'","m",26,"'Italy'","'2007'"
"'8212'","m",20,"'United States'","'2008'"
"'8223'","f",28,"'Brazil'","'2007'"
"'8231'","m",36,"'Italy'","'2008'"
"'8238'","m",40,"'United Kingdom'","'2008'"
"'8271'","m",28,"'United States'","'2006'"
"'8285'","o",0,"'Germany'","'2007'"
"'8288'","m",24,"'Finland'","'2008'"
"'8297'","m",0,"'Singapore'","'2008'"
"'8305'","m",0,"'Canada'","'2009'"
"'8318'","f",26,"'Mexico'","'2007'"
"'8325'","m",18,"'Poland'","'2007'"
"'8349'","m",18,"'Germany'","'2008'"
"'8353'","m",34,"'Sweden'","'2004'"
"'8364'","f",21,"'Canada'","'2006'"
"'8378'","m",18,"'Austria'","'2007'"
"'8383'","f",0,"'United States'","'2008'"
"'8387'","m",19,"'United States'","'2009'"
"'8393'","m",19,"'Czech Republic'","'2007'"
"'8395'","m",29,"'Bulgaria'","'2008'"
"'8396'","f",0,"'Germany'","'2008'"
"'8414'","m",16,"'Austria'","'2008'"
"'8417'","m",26,"'United States'","'2009'"
"'8427'","f",16,"'Germany'","'2008'"
"'8443'","f",29,"'Spain'","'2008'"
"'8467'","o",0,"'Dominica'","'2007'"
"'8480'","m",52,"'Germany'","'2007'"
"'8481'","f",22,"'United States'","'2006'"
"'8495'","m",19,"'Sweden'","'2009'"
"'8539'","f",21,"'United States'","'2009'"
"'8552'","m",22,"'United States'","'2006'"
"'8554'","m",0,"'Spain'","'2008'"
"'8563'","m",19,"'Germany'","'2008'"
"'8579'","f",16,"'Brazil'","'2007'"
"'8585'","f",0,"'United States'","'2007'"
"'8604'","m",24,"'United Kingdom'","'2008'"
"'8617'","m",28,"'United States'","'2007'"
"'8636'","f",31,"'Spain'","'2007'"
"'8639'","f",30,"'United States'","'2009'"
"'8664'","m",17,"'Italy'","'2008'"
"'8677'","o",21,"'Ecuador'","'2007'"
"'8687'","m",35,"'United Kingdom'","'2008'"
"'8688'","m",22,"'Russian Federation'","'2007'"
"'8698'","f",18,"'United States'","'2007'"
"'8699'","m",39,"'United Kingdom'","'2006'"
"'8704'","m",0,"'Iran Islamic Republic of'","'2008'"
"'8709'","m",25,"'Switzerland'","'2007'"
"'8715'","f",19,"'United States'","'2006'"
"'8718'","m",27,"'Sweden'","'2006'"
"'8722'","m",0,"'Sweden'","'2007'"
"'8733'","f",26,"'Holy See (Vatican City State)'","'2006'"
"'8735'","m",22,"'United States'","'2007'"
"'8785'","f",23,"'Sweden'","'2005'"
"'8788'","m",44,"'United States'","'2004'"
"'8793'","m",34,"'Italy'","'2006'"
"'8796'","m",19,"'United States'","'2005'"
"'8805'","m",27,"'Netherlands'","'2006'"
"'8828'","m",26,"'Chile'","'2006'"
"'8834'","f",20,"'Colombia'","'2006'"
"'8839'","m",0,"'United Kingdom'","'2007'"
"'8852'","m",0,"'Brazil'","'2009'"
"'8858'","m",22,"'United States'","'2006'"
"'8868'","f",25,"'United States'","'2006'"
"'8873'","m",27,"'Sweden'","'2007'"
"'8876'","f",28,"'United States'","'2005'"
"'8879'","m",31,"'United Kingdom'","'2007'"
"'8897'","m",21,"'Czech Republic'","'2006'"
"'8898'","m",28,"'Czech Republic'","'2008'"
"'8928'","f",31,"'United Kingdom'","'2008'"
"'8955'","m",0,"'Russian Federation'","'2008'"
"'8968'","m",21,"'United Kingdom'","'2007'"
"'8971'","m",22,"'United Kingdom'","'2007'"
"'8976'","m",22,"'United States'","'2005'"
"'8994'","f",26,"'Belgium'","'2008'"
"'9003'","f",0,"'Sweden'","'2009'"
"'9004'","f",19,"'Egypt'","'2007'"
"'9007'","f",18,"'Russian Federation'","'2008'"
"'9010'","f",21,"'United States'","'2004'"
"'9011'","m",28,"'France'","'2007'"
"'9029'","f",21,"'United Kingdom'","'2005'"
"'9031'","f",28,"'United States'","'2007'"
"'9043'","m",21,"'United States'","'2008'"
"'9048'","m",36,"'Portugal'","'2006'"
"'9051'","o",0,"'Denmark'","'2008'"
"'9080'","m",18,"'Germany'","'2006'"
"'9083'","m",28,"'United States'","'2008'"
"'9094'","f",17,"'United Kingdom'","'2006'"
"'9105'","m",31,"'Ukraine'","'2005'"
"'9115'","m",24,"'Finland'","'2006'"
"'9126'","m",26,"'Canada'","'2005'"
"'9135'","m",0,"'United States'","'2007'"
"'9137'","m",17,"'United Kingdom'","'2008'"
"'9138'","m",27,"'Spain'","'2007'"
"'9146'","m",20,"'Poland'","'2007'"
"'9147'","f",26,"'Germany'","'2007'"
"'9152'","f",18,"'Hungary'","'2008'"
"'9155'","f",21,"'Argentina'","'2008'"
"'9170'","f",23,"'United States'","'2006'"
"'9173'","m",19,"'Italy'","'2009'"
"'9176'","m",23,"'Norway'","'2008'"
"'9178'","m",18,"'Austria'","'2007'"
"'9181'","o",23,"'United States'","'2007'"
"'9183'","m",22,"'Spain'","'2008'"
"'9195'","m",22,"'Belgium'","'2006'"
"'9207'","m",27,"'Bulgaria'","'2006'"
"'9225'","f",32,"'United States'","'2005'"
"'9233'","m",21,"'United Kingdom'","'2006'"
"'9235'","o",0,"'France'","'2008'"
"'9241'","f",0,"'Canada'","'2007'"
"'9250'","m",23,"'Brazil'","'2005'"
"'9256'","m",19,"'Finland'","'2005'"
"'9276'","m",24,"'United States'","'2005'"
"'9283'","m",23,"'Sweden'","'2007'"
"'9284'","m",24,"'Colombia'","'2005'"
"'9296'","f",25,"'United Kingdom'","'2008'"
"'9313'","m",19,"'Poland'","'2007'"
"'9315'","f",32,"'United States'","'2004'"
"'9317'","f",19,"'United States'","'2008'"
"'9336'","m",34,"'Germany'","'2008'"
"'9358'","m",23,"'Germany'","'2007'"
"'9362'","m",0,"'Belarus'","'2007'"
"'9376'","m",22,"'United States'","'2007'"
"'9399'","m",24,"'Croatia'","'2007'"
"'9418'","m",19,"'Australia'","'2008'"
"'9429'","f",24,"'Australia'","'2006'"
"'9433'","m",0,"'United States'","'2006'"
"'9457'","m",0,"'Poland'","'2008'"
"'9464'","m",20,"'United States'","'2006'"
"'9466'","f",21,"'Bulgaria'","'2007'"
"'9467'","m",20,"'Norway'","'2006'"
"'9470'","m",31,"'Spain'","'2006'"
"'9473'","f",30,"'Bolivia'","'2007'"
"'9475'","f",15,"'United States'","'2008'"
"'9481'","f",0,"'United Kingdom'","'2008'"
"'9482'","m",21,"'Brazil'","'2008'"
"'9490'","f",21,"'Israel'","'2006'"
"'9497'","f",0,"'Mexico'","'2008'"
"'9538'","m",0,"'Germany'","'2008'"
"'9541'","m",21,"'Japan'","'2007'"
"'9550'","m",24,"'Netherlands'","'2008'"
"'9565'","m",14,"'United States'","'2008'"
"'9566'","m",0,"'United States'","'2008'"
"'9572'","f",21,"'Australia'","'2007'"
"'9601'","m",23,"'United States'","'2006'"
"'9603'","m",0,"'Canada'","'2008'"
"'9611'","m",22,"'United States'","'2007'"
"'9612'","m",22,"'Finland'","'2006'"
"'9617'","f",23,"'United States'","'2007'"
"'9622'","m",39,"'Netherlands'","'2007'"
"'9639'","m",18,"'Russian Federation'","'2008'"
"'9642'","m",26,"'United States'","'2005'"
"'9652'","f",26,"'United Kingdom'","'2004'"
"'9658'","m",29,"'United States'","'2007'"
"'9663'","f",21,"'Poland'","'2006'"
"'9684'","m",26,"'Austria'","'2006'"
"'9686'","m",26,"'Russian Federation'","'2008'"
"'9692'","f",20,"'United States'","'2007'"
"'9706'","m",29,"'Spain'","'2007'"
"'9731'","f",40,"'Germany'","'2007'"
"'9755'","f",22,"'Brazil'","'2008'"
"'9768'","m",25,"'Germany'","'2007'"
"'9785'","m",22,"'Norway'","'2006'"
"'9786'","m",18,"'United Kingdom'","'2008'"
"'9799'","m",22,"'Turkey'","'2006'"
"'9805'","o",0,"'Italy'","'2007'"
"'9816'","f",32,"'United States'","'2005'"
"'9837'","f",0,"'Austria'","'2007'"
"'9838'","m",0,"'Canada'","'2008'"
"'9857'","f",0,"'Poland'","'2007'"
"'9877'","f",0,"'Germany'","'2007'"
"'9878'","f",16,"'Sweden'","'2007'"
"'9884'","m",63,"'United States'","'2007'"
"'9885'","f",23,"'Chile'","'2008'"
"'9888'","m",30,"'Germany'","'2007'"
"'9891'","m",24,"'Malaysia'","'2008'"
"'9902'","f",0,"'Netherlands'","'2007'"
"'9915'","o",0,"'Fiji'","'2007'"
"'9939'","f",22,"'United States'","'2007'"
"'9944'","m",26,"'Poland'","'2008'"
"'9950'","m",24,"'Greece'","'2007'"
"'9958'","m",33,"'Sweden'","'2006'"
"'10001'","m",18,"'Germany'","'2005'"
"'10013'","m",20,"'Switzerland'","'2008'"
"'10015'","m",18,"'Finland'","'2007'"
"'10027'","m",0,"'Brazil'","'2009'"
"'10032'","m",17,"'Netherlands'","'2008'"
"'10034'","f",24,"'Finland'","'2007'"
"'10044'","m",27,"'Netherlands'","'2004'"
"'10050'","m",28,"'Italy'","'2008'"
"'10056'","m",18,"'Brazil'","'2008'"
"'10059'","m",26,"'United States'","'2008'"
