purchaseid,temperature_avg,temperature_stdev,fuel_price_avg,fuel_price_stdev,cpi_avg,cpi_stdev,unemployment_avg,unemployment_stdev,holidayfreq
'01-37',01-37,74.03,6.43172605138014,3.321,0.529170104975704,216.812271833333,5.42540548873644,7.56933333333333,0.576077541077003,7
'11-32',11-32,86.1466666666667,4.18535940312592,3.23233333333333,0.582395341098586,219.746879633333,5.37677686316739,7.08233333333333,0.657428576602306,6
'11-43',11-43,72.2733333333333,2.20556870972876,3.20433333333333,0.411939720509363,221.042983466667,5.96306762974273,6.93166666666667,0.798765505848461,6
'12-02',12-02,46.3633333333333,2.78462445104061,3.305,0.355551684006705,128.0137312,1.97292945127474,13.3943333333333,1.04583427622799,6
'12-32',12-32,90.1933333333333,6.18362622846262,3.51866666666667,0.414736462507616,128.690774166667,2.36257492111986,12.8696666666667,1.71696311356223,6
'11-36',11-36,79.5966666666666,9.42902610736315,3.303,0.587485318965505,220.080138266667,5.50399224915465,7.155,0.711008438768489,5
'12-06',12-06,51.2266666666667,1.08186567249977,3.34266666666667,0.399880398786099,128.282772633333,1.92558370796477,13.3943333333333,1.04583427622799,5
'12-36',12-36,82.78,9.49519878675533,3.68333333333333,0.590034179800913,128.860109333333,2.36799962403999,12.914,1.76865287719211,5
'11-44',11-44,58.515,3.69816846560576,3.02,0.441234631460405,218.08066055,4.47642072487129,7.3805,0.259508188695499,4
'11-45',11-45,58.765,7.68625071149777,3.07,0.321026478658688,218.0905277,4.69692002447839,7.3805,0.259508188695499,4
'11-46',11-46,60.4,8.16001225489269,3.0885,0.310419876940899,218.1741021,4.90616579037589,7.3805,0.259508188695499,4
'11-47',11-47,64.68,7.56604255869587,3.061,0.247487373415294,218.30145065,5.09069909350778,7.3805,0.259508188695499,3
'11-48',11-48,55.96,1.315218613007,3.0575,0.161927452891722,218.42879925,5.27523246735359,7.3805,0.259508188695499,3
'01-38',01-38,71.8433333333333,3.42657749559713,3.30433333333333,0.51754162473499,217.006318966667,5.48750558888235,7.56933333333333,0.576077541077003,7
'01-39',01-39,75.1366666666667,5.09097567597155,3.24566666666667,0.484345262528018,217.200366066667,5.55263079040957,7.56933333333333,0.576077541077003,7
'01-40',01-40,65.5333333333333,5.89545870423421,3.197,0.470216971195207,217.394413166667,5.62067593442512,7.42566666666667,0.738563696192367,7
'01-41',01-41,64.78,6.25997603829291,3.201,0.441054418411153,217.580171266667,5.69200946932522,7.42566666666667,0.738563696192367,7
'01-42',01-42,61.03,8.59913949183293,3.23933333333333,0.423110308706053,217.610457733333,5.76860513153018,7.42566666666667,0.738563696192367,7
'02-01',02-01,43.8766666666667,3.35477768761717,2.90166666666667,0.299500139120724,213.724185466667,4.87898211549887,7.803,0.662790313749384,7
'12-43',12-43,60.34,11.0054395641428,3.73,0.569505926220267,129.2186803,2.31607986524123,12.4673333333333,2.08931432133447,6
'13-02',13-02,26.4566666666667,6.32266030507202,2.87666666666667,0.193846158933666,128.0137312,1.97292945127228,7.29666666666667,1.11614037348953,6
'13-32',13-32,74.46,8.07871895785456,3.32833333333333,0.399880398786105,128.690774166667,2.36257492111884,6.86433333333333,1.0930550458844,6
'13-43',13-43,40.8666666666667,10.9545439582547,3.384,0.488899785232103,129.2186803,2.31607986524123,6.60266666666667,1.10220430653003,6
'14-02',14-02,31.23,8.74228231070126,3.16366666666667,0.371727498758614,184.6556638,4.05882204646529,8.655,0.298467753702134,6
'13-06',13-06,34.06,3.40700748458231,2.961,0.201665564735284,128.282772633333,1.92558370796477,7.29666666666667,1.11614037348953,5
'13-36',13-36,67.9566666666667,4.27281328088799,3.383,0.470688856889558,128.860109333333,2.36799962403999,6.81233333333333,1.01654381771439,5
'14-06',14-06,37.7,7.77367352028627,3.23233333333333,0.411040549500091,185.190687266667,3.98671046818726,8.655,0.298467753702134,5
'12-44',12-44,51.55,11.6248354827069,3.4345,0.556493036793812,128.2682634,2.17354739183961,13.6015,1.00621294962844,4
'12-45',12-45,49.385,0.88388347648267,3.5135,0.43911331111685,128.30505485,2.13780279049705,13.6015,1.00621294962844,4
'12-46',12-46,53.485,1.01116269709741,3.5245,0.408000612744638,128.3531586,2.0840907472654,13.6015,1.00621294962844,4
'13-44',13-44,34.655,12.5228610948137,3.175,0.513359523141434,128.2682634,2.17354739183961,7.0935,0.992070814004721,4
'13-45',13-45,35.29,2.10717820793591,3.165,0.492146319705839,128.30505485,2.13780279049705,7.0935,0.992070814004721,4
'13-46',13-46,37.93,3.84666088965483,3.1655,0.457498087427698,128.3531586,2.0840907472654,7.0935,0.992070814004721,4
'12-47',12-47,52.635,0.869741340859372,3.429,0.272943217538004,128.4099903,2.01724794323901,13.6015,1.00621294962844,3
'12-48',12-48,49.07,4.85075251893965,3.4245,0.391030049996163,128.46682205,1.9504050685053,13.6015,1.00621294962844,3
'13-47',13-47,36.895,2.82135605693443,3.1455,0.423556961930738,128.4099903,2.01724794323901,7.0935,0.992070814004721,3
'13-48',13-48,30.365,5.05581348548381,3.1285,0.368402632998188,128.46682205,1.9504050685053,7.0935,0.992070814004721,3
'02-03',02-03,44.2633333333333,6.49684795368753,2.93266666666667,0.383845455011952,214.0191571,4.86306877424219,7.803,0.662790313749384,7
'02-04',02-04,46.4766666666667,3.84884831259074,2.95366666666667,0.367750368230041,214.183362566667,4.81400301897907,7.803,0.662790313749384,7
'02-05',02-05,46.8766666666667,8.48380417815818,2.99133333333333,0.36750555551356,214.347568066667,4.77121935064963,7.803,0.662790313749384,7
'14-32',14-32,75.5066666666667,4.09934547621119,3.411,0.618249949454106,186.737334333333,4.28938090698722,8.684,0.0590000000000263,6
'14-43',14-43,52.26,6.36359175309033,3.49666666666667,0.426129479540351,187.6565557,4.76665270669262,8.638,0.10359054010856,6
'15-02',15-02,25.93,9.03088589231422,3.32433333333333,0.364875777948233,133.763559133333,2.67731200341989,8.02133333333333,0.297342114967454,6
'15-32',15-32,68.9933333333333,5.9852513174746,3.565,0.633911665770556,135.6814516,2.72330020039562,8.03266666666667,0.201847302021492,6
'14-36',14-36,67.89,10.0956475770502,3.471,0.61835992755029,187.0051388,4.41617202565309,8.67766666666667,0.0498029450264231,5
'15-06',15-06,31.6466666666667,9.87763298231582,3.39333333333333,0.444433722092886,134.070516133333,2.78117743582934,8.02133333333333,0.297342114967454,5
'15-36',15-36,63.7966666666667,10.2506650190773,3.63633333333333,0.639267028191928,135.833060933333,2.88607586222316,8.022,0.197385409795225,5
'14-44',14-44,42.425,2.11424927574797,3.2985,0.357088924499214,185.31898915,3.74960871616852,8.6235,0.142128463018551,4
'14-45',14-45,39.095,12.0985970261018,3.3195,0.297691954879544,185.30759415,3.89706395599171,8.6235,0.142128463018551,4
'14-46',14-46,40.925,14.7290342521158,3.335,0.275771644662751,185.3580487,4.01681439857692,8.6235,0.142128463018551,4
'14-47',14-47,39.65,12.8127748751002,3.3165,0.248194480196473,185.447495,4.10532762128008,8.6235,0.142128463018551,3
'14-48',14-48,39.93,14.5098311499479,3.3155,0.193040151263925,185.53694125,4.19384091469833,8.6235,0.142128463018551,3
'02-07',02-07,52.0566666666667,7.32263841339533,3.09166666666667,0.397062127800339,214.613947466667,4.82880052512187,7.803,0.662790313749384,7
'02-08',02-08,55.5633333333333,4.83799889761595,3.11733333333333,0.413988325117186,214.714324833333,4.97780251523216,7.803,0.662790313749384,7
'02-09',02-09,59.9433333333333,2.92577055377435,3.21233333333333,0.460189453739795,214.814702166667,5.13566340541044,7.76166666666667,0.616289163731856,7
'02-10',02-10,58.4066666666667,6.45345127302696,3.29933333333333,0.470287500719863,214.915079533333,5.30159194398862,7.76166666666667,0.616289163731856,7
'02-11',02-11,64.69,3.00511231071329,3.34333333333333,0.479651262203422,215.005005633333,5.41832677186161,7.76166666666667,0.616289163731856,7
'02-12',02-12,66.18,2.85931810052673,3.35166666666667,0.507008218210843,215.092235966667,5.46089018576231,7.76166666666667,0.616289163731856,7
'15-43',15-43,47.3333333333333,7.67869997677559,3.67133333333333,0.448676200988346,136.017848733333,2.97367485286847,7.975,0.10157263410981,6
'16-02',16-02,19.2933333333333,1.71942819952841,2.85333333333333,0.25739140104777,192.558606033333,3.75283485248267,6.605,0.438569264769001,6
'16-32',16-32,64.8566666666667,6.78165417382326,3.277,0.430730774382328,194.1952987,3.84256969480668,6.42233333333333,0.410056500172037,6
'16-43',16-43,35.4733333333333,10.4153844544181,3.326,0.510309709882145,195.187869966667,4.105570778956,6.355,0.579376388887219,6
'17-02',17-02,18.4033333333333,1.85537956583913,2.87666666666667,0.193846158933654,128.0137312,1.97292945127474,6.60566666666667,0.236825533533287,6
'16-06',16-06,22.45,6.89414969376212,2.94133333333333,0.225287224079241,192.8380004,3.69021665500147,6.605,0.438569264768969,5
'16-36',16-36,57.1233333333333,2.90229794013862,3.30233333333333,0.482897849791582,194.503385166667,3.66124154604309,6.46166666666667,0.474738173452825,5
'17-06',17-06,22.51,7.82038362230396,2.961,0.201665564735284,128.282772633333,1.92558370796477,6.60566666666667,0.236825533533287,5
'15-44',15-44,39.695,5.2255191129686,3.469,0.380423448278365,134.61589785,2.6293499079163,7.9665,0.142128463018501,4
'15-45',15-45,35.55,16.3765930522805,3.487,0.328097546470554,134.56910325,2.67668660569495,7.9665,0.142128463018501,4
'15-46',15-46,35.915,15.0118769645904,3.509,0.2941564209736,134.57355915,2.67725837224198,7.9665,0.142128463018501,4
'16-44',16-44,28.555,6.89429111656884,3.1195,0.576292026667034,193.2389698,3.17607772934893,6.609,0.533158513014665,4
'16-45',16-45,30.79,1.73948268171894,3.1165,0.549421968981948,193.3059005,3.29765413377531,6.609,0.533158513014665,4
'16-46',16-46,28.87,4.04465078838704,3.1285,0.495681853611771,193.37440445,3.31501113037875,6.609,0.533158513014665,4
'15-47',15-47,33.085,11.3349217024204,3.499,0.268700576850886,134.61327095,2.63825648350918,7.9665,0.142128463018501,3
'15-48',15-48,36.105,13.5269527240986,3.501,0.233345237791567,134.6529828,2.59925452406909,7.9665,0.142128463018501,3
'16-47',16-47,31.925,0.756604255869683,3.1025,0.45466966030295,193.45670945,3.27205255494277,6.609,0.533158513014665,3
'16-48',16-48,23.745,5.77706240229412,3.1035,0.388201622871414,193.53901445,3.22909397950945,6.609,0.533158513014665,3
'02-13',02-13,63.08,6.62551884760736,3.383,0.546321334015067,215.1794663,5.5068610240203,7.72933333333333,0.597590439459449,7
'02-14',02-14,68.9033333333333,2.17890645355272,3.44933333333333,0.548766191864384,215.2666966,5.55615471450647,7.674,0.691308180191741,7
'02-15',02-15,70.29,2.70745267733326,3.496,0.560891255057521,215.3629748,5.58687653950587,7.674,0.691308180191741,7
'17-32',17-32,64.7866666666667,8.50500048990792,3.32833333333333,0.399880398786105,128.690774166667,2.36257492111986,6.45933333333333,0.453854969492825,6
'17-43',17-43,33.62,12.6728726025318,3.384,0.488899785232103,129.2186803,2.31607986524018,6.343,0.719269073434975,6
'18-02',18-02,28.1166666666667,6.45158378488054,3.16966666666667,0.378044089139523,133.763559133333,2.67731200341899,8.80266666666667,0.631176942967133,6
'18-32',18-32,72.12,4.48440631522161,3.45633333333333,0.642554537244376,135.6814516,2.72330020039562,8.92233333333333,0.404470435672765,6
'17-36',17-36,60.6633333333333,2.25469140534421,3.383,0.470688856889558,128.860109333333,2.36799962403999,6.522,0.512295812983084,5
'18-06',18-06,33.1733333333333,9.04988581880091,3.23833333333333,0.425245027405768,134.070516133333,2.7811774358276,8.80266666666667,0.631176942967133,5
'17-44',17-44,29.995,10.6419570568575,3.175,0.513359523141434,128.2682634,2.17354739183961,6.751,0.18950461735806,4
'17-45',17-45,29.625,2.84964032818177,3.165,0.492146319705839,128.30505485,2.13780279049705,6.751,0.18950461735806,4
'17-46',17-46,29.03,5.51543289325508,3.1655,0.457498087427698,128.3531586,2.0840907472654,6.751,0.18950461735806,4
'17-47',17-47,29.695,4.40527524679216,3.1455,0.423556961930738,128.4099903,2.01724794323901,6.751,0.18950461735806,3
'17-48',17-48,23.63,4.01636651713959,3.1285,0.368402632998188,128.46682205,1.9504050685053,6.751,0.18950461735806,3
'02-16',02-16,69.97,4.59752107118619,3.50333333333333,0.587631120119872,215.529539133333,5.47472042446651,7.674,0.691308180191741,7
'02-17',02-17,72.5133333333333,7.52962371791136,3.461,0.607953123192899,215.696103466667,5.36257218340908,7.674,0.691308180191741,7
'02-18',02-18,73.34,10.5804678535497,3.45333333333333,0.652812632639213,215.862667833333,5.25043227300216,7.674,0.691308180191741,7
'02-19',02-19,77.2933333333333,5.30145577491048,3.41833333333333,0.658316286699133,216.029232166667,5.13830133764206,7.674,0.691308180191741,7
'02-20',02-20,74.74,9.80677826811641,3.39133333333333,0.667792133326933,215.957821033333,5.1593703667443,7.674,0.691308180191741,7
'02-21',02-21,80.29,5.2453693864208,3.33333333333333,0.599830253766291,215.8440995,5.22811836987454,7.674,0.691308180191741,7
'18-43',18-43,47.5033333333333,7.81397039496148,3.53033333333333,0.42827833628766,136.017848733333,2.97367485286847,8.68166666666667,0.573778122041379,6
'19-02',19-02,27.3266666666667,8.4816586428206,3.32433333333333,0.36487577794824,133.763559133333,2.67731200341899,8.02133333333333,0.297342114967454,6
'19-32',19-32,69.5766666666667,5.66572443146786,3.565,0.633911665770556,135.6814516,2.72330020039562,8.03266666666667,0.201847302021351,6
'19-43',19-43,48.5333333333333,7.15720848748543,3.67133333333333,0.448676200988346,136.017848733333,2.97367485286847,7.975,0.10157263410981,6
'20-02',20-02,26.7666666666667,9.58559509541966,3.16366666666667,0.371727498758614,207.275666666667,4.73373301872389,7.497,0.627340417955036,6
'18-36',18-36,64.8966666666667,9.00098513126933,3.502,0.631223415281785,135.833060933333,2.88607586222316,8.91866666666667,0.398773536400486,5
'19-06',19-06,31.1533333333333,8.72666221033752,3.39333333333333,0.444433722092886,134.070516133333,2.7811774358276,8.02133333333333,0.297342114967454,5
'19-36',19-36,64.74,9.72582130208034,3.63633333333333,0.639267028191928,135.833060933333,2.88607586222316,8.022,0.197385409795225,5
'20-06',20-06,34.2233333333333,9.24305324734926,3.23233333333333,0.411040549500091,207.9066866,4.57982447845112,7.497,0.627340417955028,5
'18-44',18-44,37.69,0.848528137424275,3.3255,0.368402632998193,134.61589785,2.6293499079163,8.901,0.608111831820429,4
'18-45',18-45,35.665,14.1774909627903,3.351,0.30971277015971,134.56910325,2.67668660569495,8.901,0.608111831820429,4
'18-46',18-46,37.64,14.4815468787005,3.355,0.30547012947259,134.57355915,2.67725837224198,8.901,0.608111831820429,4
'19-44',19-44,40.805,5.89019948728394,3.469,0.380423448278365,134.61589785,2.6293499079163,7.9665,0.142128463018501,4
'19-45',19-45,36.67,16.3341666454092,3.487,0.328097546470554,134.56910325,2.67668660569495,7.9665,0.142128463018501,4
'19-46',19-46,37.52,15.1179429817684,3.509,0.2941564209736,134.57355915,2.67725837224198,7.9665,0.142128463018501,4
'18-47',18-47,35.065,9.76514464818621,3.343,0.272943217538004,134.61327095,2.63825648350918,8.901,0.608111831820429,3
'18-48',18-48,36.175,14.2482016409089,3.339,0.229102597104442,134.6529828,2.59925452406909,8.901,0.608111831820429,3
'19-47',19-47,34.4,11.8086832458154,3.499,0.268700576850886,134.61327095,2.63825648350918,7.9665,0.142128463018501,3
'19-48',19-48,37.16,12.034957415795,3.501,0.233345237791567,134.6529828,2.59925452406909,7.9665,0.142128463018501,3
'02-22',02-22,81.3966666666667,2.61771528882196,3.28966666666667,0.546554053441497,215.730377966667,5.29850264345818,7.64033333333333,0.654355662719707,7
'02-23',02-23,81.56,2.51827321790167,3.24733333333333,0.533315416365713,215.6166564,5.37045893882585,7.64033333333333,0.654355662719707,7
'02-24',02-24,84.1366666666667,3.15601542032571,3.21766666666667,0.529249783498622,215.603379766667,5.38508713359878,7.64033333333333,0.654355662719707,7
'20-32',20-32,71.3133333333333,5.53065396977006,3.411,0.618249949454102,209.419049433333,5.04116759428596,7.36033333333333,0.144368740845616,6
'20-43',20-43,52.02,7.07550704896827,3.49666666666667,0.426129479540351,210.6018601,5.59528835580969,7.28633333333333,0.201082901643349,6
'21-02',21-02,38.97,5.52855315611601,2.93066666666667,0.359369355028123,213.849494866667,4.92312921903619,7.803,0.662790313749384,6
'20-36',20-36,65.5333333333333,12.7364411565136,3.471,0.61835992755029,209.731165166667,5.17003776131811,7.346,0.119549153071037,5
'21-06',21-06,46.0766666666667,11.2515524854721,3.03266666666667,0.371114986673047,214.511773566667,4.73488827607761,7.803,0.662790313749384,5
'20-44',20-44,39.675,5.94676802977895,3.2985,0.357088924499214,207.830687,4.2507980123676,7.283,0.284256926037002,4
'20-45',20-45,35.77,16.2634559672906,3.3195,0.297691954879544,207.83437895,4.45002259025143,7.283,0.284256926037002,4
'20-46',20-46,36.685,17.8403040893366,3.335,0.275771644662751,207.90842005,4.6333888136411,7.283,0.284256926037002,4
'20-47',20-47,35.775,14.9977348289667,3.3165,0.248194480196473,208.0248744,4.7902260169495,7.283,0.284256926037002,3
'20-48',20-48,37.585,12.353155467329,3.3155,0.193040151263925,208.14132865,4.94706322025486,7.283,0.284256926037002,3
'02-25',02-25,84.6233333333333,3.34368559127986,3.18266666666667,0.512891151545173,215.6924683,5.3380751707366,7.64033333333333,0.654355662719707,7
'02-26',02-26,85.1666666666667,1.48581066537188,3.15,0.457423217600503,215.781556833333,5.29106636454447,7.614,0.638199811971145,7
'02-27',02-27,87.1433333333333,2.70825281931626,3.11133333333333,0.43810539066911,215.8706454,5.24406079094302,7.50533333333333,0.8236639686992,7
'02-28',02-28,86.35,5.36622772532058,3.17433333333333,0.447128989591746,215.9567541,5.19786720164629,7.50533333333333,0.8236639686992,7
'02-29',02-29,87.09,3.35813936578043,3.20866666666667,0.501394389012616,215.9682277,5.2129524563224,7.50533333333333,0.823663968699205,7
'02-30',02-30,87.8533333333333,1.95597375578856,3.236,0.551745412305351,215.9797013,5.22844491866234,7.50533333333333,0.823663968699205,7
'21-32',21-32,87.0633333333333,6.86240725498941,3.23233333333333,0.582395341098586,216.002648433333,5.26063728127049,7.50533333333333,0.823663968699205,6
'21-43',21-43,66.3066666666667,3.8406423073925,3.20433333333333,0.411939720509363,217.269935233333,5.83622107224271,7.258,1.0090237856463,6
'22-02',22-02,30.6333333333333,7.44022401096453,3.16966666666667,0.378044089139523,137.639868666667,2.74408187792368,8.08133333333333,0.508437147869172,6
'22-32',22-32,73.3433333333333,4.23379656258236,3.45633333333333,0.642554537244376,139.625919733333,2.80313780895065,8.06966666666667,0.342393535764495,6
'22-43',22-43,50.5,6.56637647412943,3.53033333333333,0.428278336287671,139.965591,3.0646484446993,7.94033333333333,0.553077149531001,6
'23-02',23-02,21.8133333333333,5.78869875994022,3.16966666666667,0.378044089139523,133.763559133333,2.67731200341989,5.089,0.815787349742569,6
'21-36',21-36,77.6766666666667,11.3670767276962,3.303,0.587485318965505,216.3313612,5.38179560676081,7.52666666666667,0.847220357010691,5
'22-06',22-06,36,7.27528006333777,3.23833333333333,0.425245027405768,137.961605266667,2.83763338161854,8.08133333333333,0.508437147869172,5
'22-36',22-36,66.2533333333333,8.85040865346529,3.502,0.631223415281785,139.7863508,2.96143013864034,8.116,0.417345180875524,5
'21-44',21-44,53.22,3.94565583902101,3.02,0.441234631460405,214.37545175,4.39807513199126,7.802,0.510531096016705,4
'21-45',21-45,53.075,9.51058620695897,3.07,0.321026478658688,214.385169,4.61085904808764,7.802,0.510531096016705,4
'21-46',21-46,55.265,9.38330698634548,3.0885,0.310419876940899,214.4657838,4.81007690845841,7.802,0.510531096016705,4
'22-44',22-44,41.115,2.39709198822234,3.3255,0.368402632998193,138.5177736,2.70143385811683,8.139,0.612354472507549,4
'22-45',22-45,38.115,13.6966583515834,3.351,0.30971277015971,138.46836635,2.74752696719993,8.139,0.612354472507549,4
'22-46',22-46,40.54,14.2552727087208,3.355,0.30547012947259,138.4710334,2.74605243742804,8.139,0.612354472507549,4
'21-47',21-47,53.86,3.63452885529893,3.061,0.247487373415294,214.5888434,4.98394810199234,7.802,0.510531096016705,3
'21-48',21-48,47.955,1.08187337521566,3.0575,0.161927452891722,214.71190295,5.15781922481445,7.802,0.510531096016705,3
'22-47',22-47,38.02,11.6814040252017,3.343,0.272943217538004,138.50952935,2.70433886490393,8.139,0.612354472507549,3
'22-48',22-48,38.8,14.5805418280666,3.339,0.229102597104442,138.54802535,2.66262522167058,8.139,0.612354472507549,3
